STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location,Latitude,Longitude,Number,Street,City,State,County,Zip
30227,N,Jarvis (Howard-bound),Jarvis,Jarvis (Red Line),41190,,1,,,,,,,,,"(42.015876, -87.669092)",42.015779,-87.669024,1523,W Jarvis Ave,Chicago,IL,Cook County,60626
30248,S,Jefferson Park (Forest Pk-bound),Jefferson Park,Jefferson Park (Blue Line),41280,1,,1,,,,,,,,"(41.970634, -87.760892)",41.970627,-87.760892,,I 90,Chicago,IL,Cook County,60630
30247,N,Jefferson Park (O'Hare-bound),Jefferson Park,Jefferson Park (Blue Line),41280,1,,1,,,,,,,,"(41.970634, -87.760892)",41.970627,-87.760892,,I 90,Chicago,IL,Cook County,60630
30219,N,Kedzie (Loop-bound),Kedzie,Kedzie (Orange Line),41150,1,,,,,,,,,1,"(41.804236, -87.704406)",41.804541,-87.704293,4850,S Kedzie Ave,Chicago,IL,Cook County,60632
30220,S,Kedzie (Midway-bound),Kedzie,Kedzie (Orange Line),41150,1,,,,,,,,,1,"(41.804236, -87.704406)",41.804541,-87.704293,4850,S Kedzie Ave,Chicago,IL,Cook County,60632
30202,W,Kedzie (54th/Cermak-bound),Kedzie,Kedzie (Pink Line),41040,1,,,,,,,,1,,"(41.853964, -87.705408)",41.853881,-87.705566,1952,S Kedzie Ave,Chicago,IL,Cook County,60623
30201,E,Kedzie (Loop-bound),Kedzie,Kedzie (Pink Line),41040,1,,,,,,,,1,,"(41.853964, -87.705408)",41.853881,-87.705566,1952,S Kedzie Ave,Chicago,IL,Cook County,60623
30225,N,Kedzie (Kimball-bound),Kedzie,Kedzie (Brown Line),41180,1,,,,1,,,,,,"(41.965996, -87.708821)",41.965917,-87.708838,4642,N Kedzie Ave,Chicago,IL,Cook County,60625
30226,S,Kedzie (Loop-bound),Kedzie,Kedzie (Brown Line),41180,1,,,,1,,,,,,"(41.965996, -87.708821)",41.965917,-87.708838,4642,N Kedzie Ave,Chicago,IL,Cook County,60625
30207,E,Kedzie (63rd-bound),Kedzie,Kedzie (Green Line),41070,1,,,1,,,,,,,"(41.884321, -87.706155)",41.884427,-87.706273,3200,W Lake St,Chicago,IL,Cook County,60624
30208,W,Kedzie (Harlem-bound),Kedzie,Kedzie (Green Line),41070,1,,,1,,,,,,,"(41.884321, -87.706155)",41.884427,-87.706273,3200,W Lake St,Chicago,IL,Cook County,60624
30049,W,Kedzie-Homan (Forest Pk-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,1,,1,,,,,,,,"(41.874341, -87.70604)",41.874411,-87.706119,530,S Kedzie Ave,Chicago,IL,Cook County,60612
30048,E,Kedzie-Homan (O'Hare-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,1,,1,,,,,,,,"(41.874341, -87.70604)",41.874411,-87.706119,530,S Kedzie Ave,Chicago,IL,Cook County,60612
30250,S,Kimball (Loop-bound),Kimball,Kimball (Brown Line),41290,1,,,,1,,,,,,"(41.967901, -87.713065)",41.967679,-87.712924,4755,N Kimball Ave,Chicago,IL,Cook County,60625
30249,N,Kimball (Terminal arrival),Kimball,Kimball (Brown Line),41290,1,,,,1,,,,,,"(41.967901, -87.713065)",41.967679,-87.712924,4755,N Kimball Ave,Chicago,IL,Cook County,60625
30217,E,King Drive (Cottage Grove-bound),King Drive,King Drive (Green Line),41140,1,,,1,,,,,,,"(41.78013, -87.615546)",41.780101,-87.615379,6301,S Martin Luther King Jr Dr,Chicago,IL,Cook County,60637
30218,W,King Drive (Harlem-bound),King Drive,King Drive (Green Line),41140,1,,,1,,,,,,,"(41.78013, -87.615546)",41.780101,-87.615379,6301,S Martin Luther King Jr Dr,Chicago,IL,Cook County,60637
30118,W,Kostner (54th/Cermak-bound),Kostner,Kostner (Pink Line),40600,1,,,,,,,,1,,"(41.853751, -87.733258)",41.853522,-87.733282,4326,W 21st St,Chicago,IL,Cook County,60623
30117,E,Kostner (Loop-bound),Kostner,Kostner (Pink Line),40600,1,,,,,,,,1,,"(41.853751, -87.733258)",41.853522,-87.733282,4326,W 21st St,Chicago,IL,Cook County,60623
30135,E,Laramie (63rd-bound),Laramie,Laramie (Green Line),40700,1,,,1,,,,,,,"(41.887163, -87.754986)",41.887213,-87.754597,5148,W Lake St,Chicago,IL,Cook County,60644
30136,W,Laramie (Harlem-bound),Laramie,Laramie (Green Line),40700,1,,,1,,,,,,,"(41.887163, -87.754986)",41.887213,-87.754597,5148,W Lake St,Chicago,IL,Cook County,60644
30262,W,LaSalle (Forest Pk-bound),LaSalle,LaSalle (Blue Line),41340,,,1,,,,,,,,"(41.875568, -87.631722)",41.875562,-87.631985,442,S La Salle St,Chicago,IL,Cook County,60605
30261,E,LaSalle (O'Hare-bound),LaSalle,LaSalle (Blue Line),41340,,,1,,,,,,,,"(41.875568, -87.631722)",41.875562,-87.631985,442,S La Salle St,Chicago,IL,Cook County,60605
30031,W,LaSalle/Van Buren (Inner Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",40160,,,,,,,1,,1,1,"(41.8768, -87.631739)",41.876644,-87.631479,119,W Van Buren St,Chicago,IL,Cook County,60605
30030,E,LaSalle/Van Buren (Outer Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",40160,,,,,1,,,,,,"(41.8768, -87.631739)",41.876644,-87.631479,119,W Van Buren St,Chicago,IL,Cook County,60605
30150,S,Lawrence (95th-bound),Lawrence,Lawrence (Red Line),40770,,1,,,,,,,,,"(41.969139, -87.658493)",41.969098,-87.658457,1117,W Lawrence Ave,Chicago,IL,Cook County,60640
30149,N,Lawrence (Howard-bound),Lawrence,Lawrence (Red Line),40770,,1,,,,,,,,,"(41.969139, -87.658493)",41.969098,-87.658457,1117,W Lawrence Ave,Chicago,IL,Cook County,60640
30204,S,Linden (Howard-Loop-bound),Linden,Linden (Purple Line),41050,1,,,,,1,1,,,,"(42.073153, -87.69073)",42.072772,-87.690254,314,Laurel Ave,Wilmette,IL,Cook County,60091
30203,N,Linden (Linden-bound),Linden,Linden (Purple Line),41050,1,,,,,1,1,,,,"(42.073153, -87.69073)",42.072772,-87.690254,314,Laurel Ave,Wilmette,IL,Cook County,60091
30198,S,Logan Square (Forest Pk-bound),Logan Square,Logan Square (Blue Line),41020,1,,1,,,,,,,,"(41.929728, -87.708541)",41.929578,-87.708694,2638,N Milwaukee Ave,Chicago,IL,Cook County,60647
30197,N,Logan Square (O'Hare-bound),Logan Square,Logan Square (Blue Line),41020,1,,1,,,,,,,,"(41.929728, -87.708541)",41.929578,-87.708694,2638,N Milwaukee Ave,Chicago,IL,Cook County,60647
30252,S,Loyola (95th-bound),Loyola,Loyola (Red Line),41300,1,1,,,,,,,,,"(42.001073, -87.661061)",42.001246,-87.660966,6530,N Sheridan Rd,Chicago,IL,Cook County,60626
30251,N,Loyola (Howard-bound),Loyola,Loyola (Red Line),41300,1,1,,,,,,,,,"(42.001073, -87.661061)",42.001246,-87.660966,6530,N Sheridan Rd,Chicago,IL,Cook County,60626
30053,S,Main (Howard-Loop-bound),Main,Main (Purple Line),40270,,,,,,1,1,,,,"(42.033456, -87.679538)",42.033345,-87.679477,836,Chicago Ave,Evanston,IL,Cook County,60202
30052,N,Main (Linden-bound),Main,Main (Purple Line),40270,,,,,,1,1,,,,"(42.033456, -87.679538)",42.033345,-87.679477,836,Chicago Ave,Evanston,IL,Cook County,60202
30090,N,Merchandise Mart (Kimball-Linden-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),40460,1,,,,1,,1,,,,"(41.888969, -87.633924)",41.88898,-87.633723,357,N Wells St,Chicago,IL,Cook County,60610
30091,S,Merchandise Mart (Loop-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),40460,1,,,,1,,1,,,,"(41.888969, -87.633924)",41.88898,-87.633723,357,N Wells St,Chicago,IL,Cook County,60610
30182,S,Midway (Arrival),Midway,Midway (Orange Line),40930,1,,,,,,,,,1,"(41.78661, -87.737875)",41.786715,-87.738044,4612,W 59th St,Chicago,IL,Cook County,60629
30181,N,Midway (Loop-bound),Midway,Midway (Orange Line),40930,1,,,,,,,,,1,"(41.78661, -87.737875)",41.786715,-87.738044,4612,W 59th St,Chicago,IL,Cook County,60629
30260,S,Montrose (Forest Pk-bound),Montrose,Montrose (Blue Line),41330,,,1,,,,,,,,"(41.961539, -87.743574)",41.961474,-87.743622,4600,W Montrose Ave,Chicago,IL,Cook County,60630
30259,N,Montrose (O'Hare-bound),Montrose,Montrose (Blue Line),41330,,,1,,,,,,,,"(41.961539, -87.743574)",41.961474,-87.743622,4600,W Montrose Ave,Chicago,IL,Cook County,60630
30287,N,Montrose (Kimball-bound),Montrose,Montrose (Brown Line),41500,1,,,,1,,,,,,"(41.961756, -87.675047)",41.961699,-87.675041,1812,W Montrose Ave,Chicago,IL,Cook County,60613
30288,S,Montrose (Loop-bound),Montrose,Montrose (Brown Line),41500,1,,,,1,,,,,,"(41.961756, -87.675047)",41.961699,-87.675041,1812,W Montrose Ave,Chicago,IL,Cook County,60613
30296,W,Morgan (Harlem-54th/Cermak-bound),Morgan,Morgan (Green & Pink Lines),41510,1,,,1,,,,,1,,"(41.885586, -87.652193)",41.885363,-87.651979,955,W Lake St,Chicago,IL,Cook County,60607
30295,E,Morgan (Loop-63rd-bound),Morgan,Morgan (Green & Pink Lines),41510,1,,,1,,,,,1,,"(41.885586, -87.652193)",41.885363,-87.651979,955,W Lake St,Chicago,IL,Cook County,60607
30021,S,Morse (95th-bound),Morse,Morse (Red Line),40100,,1,,,,,,,,,"(42.008362, -87.665909)",42.008297,-87.665972,1358,W Morse Ave,Chicago,IL,Cook County,60626
30290,S,Lake (95th-bound),Lake,Lake (Red Line),41660,1,1,,,,,,,,,"(41.884809, -87.627813)",41.884797,-87.627452,157,N State St,Chicago,IL,Cook County,60601
30154,S,Monroe (Forest Pk-bound),Monroe,Monroe (Blue Line),40790,,,1,,,,,,,,"(41.880703, -87.629378)",41.880879,-87.629754,70,W Monroe St,Chicago,IL,Cook County,60602
30212,S,Monroe (95th-bound),Monroe,Monroe (Red Line),41090,,1,,,,,,,,,"(41.880745, -87.627696)",41.880958,-87.627405,39,S State St,Chicago,IL,Cook County,60603
30211,N,Monroe (Howard-bound),Monroe,Monroe (Red Line),41090,,1,,,,,,,,,"(41.880745, -87.627696)",41.880958,-87.627405,39,S State St,Chicago,IL,Cook County,60603
30153,N,Monroe (O'Hare-bound),Monroe,Monroe (Blue Line),40790,,,1,,,,,,,,"(41.880703, -87.629378)",41.880879,-87.629754,70,W Monroe St,Chicago,IL,Cook County,60602
30020,N,Morse (Howard-bound),Morse,Morse (Red Line),40100,,1,,,,,,,,,"(42.008362, -87.665909)",42.008297,-87.665972,1358,W Morse Ave,Chicago,IL,Cook County,60626
30126,S,North/Clybourn (95th-bound),North/Clybourn,North/Clybourn (Red Line),40650,,1,,,,,,,,,"(41.910655, -87.649177)",41.910775,-87.649028,1599,N Clybourn Ave,Chicago,IL,Cook County,60642
30125,N,North/Clybourn (Howard-bound),North/Clybourn,North/Clybourn (Red Line),40650,,1,,,,,,,,,"(41.910655, -87.649177)",41.910775,-87.649028,1599,N Clybourn Ave,Chicago,IL,Cook County,60642
30079,S,Noyes (Howard-Loop-bound),Noyes,Noyes (Purple Line),40400,,,,,,1,1,,,,"(42.058282, -87.683337)",42.058323,-87.683195,828,Noyes St,Evanston,IL,Cook County,60201
30078,N,Noyes (Linden-bound),Noyes,Noyes (Purple Line),40400,,,,,,1,1,,,,"(42.058282, -87.683337)",42.058323,-87.683195,828,Noyes St,Evanston,IL,Cook County,60201
30035,W,Oak Park (Forest Pk-bound),Oak Park,Oak Park (Blue Line),40180,,,1,,,,,,,,"(41.872108, -87.791602)",41.871727,-87.79169,901,S Wesley Ave,Oak Park,IL,Cook County,60304
30034,E,Oak Park (O'Hare-bound),Oak Park,Oak Park (Blue Line),40180,,,1,,,,,,,,"(41.872108, -87.791602)",41.871727,-87.79169,901,S Wesley Ave,Oak Park,IL,Cook County,60304
30263,E,Oak Park (63rd-bound),Oak Park,Oak Park (Green Line),41350,,,,1,,,,,,,"(41.886988, -87.793783)",41.887058,-87.793881,728,South Blvd,Oak Park,IL,Cook County,60302
30264,W,Oak Park (Harlem-bound),Oak Park,Oak Park (Green Line),41350,,,,1,,,,,,,"(41.886988, -87.793783)",41.887058,-87.793881,728,South Blvd,Oak Park,IL,Cook County,60302
30253,N,Paulina (Kimball-bound),Paulina,Paulina (Brown Line),41310,1,,,,1,,,,,,"(41.943623, -87.670907)",41.94363,-87.67098,3409,N Paulina St,Chicago,IL,Cook County,60657
30254,S,Paulina (Loop-bound),Paulina,Paulina (Brown Line),41310,1,,,,1,,,,,,"(41.943623, -87.670907)",41.94363,-87.67098,3409,N Paulina St,Chicago,IL,Cook County,60657
30200,W,Polk (54th/Cermak-bound),Polk,Polk (Pink Line),41030,1,,,,,,,,1,,"(41.871551, -87.66953)",41.871392,-87.669566,1713,W Polk St,Chicago,IL,Cook County,60612
30199,E,Polk (Loop-bound),Polk,Polk (Pink Line),41030,1,,,,,,,,1,,"(41.871551, -87.66953)",41.871392,-87.669566,1713,W Polk St,Chicago,IL,Cook County,60612
30185,N,Pulaski (Loop-bound),Pulaski,Pulaski (Orange Line),40960,1,,,,,,,,,1,"(41.799756, -87.724493)",41.799935,-87.724734,4021,W 51st St,Chicago,IL,Cook County,60632
30186,S,Pulaski (Midway-bound),Pulaski,Pulaski (Orange Line),40960,1,,,,,,,,,1,"(41.799756, -87.724493)",41.799935,-87.724734,4021,W 51st St,Chicago,IL,Cook County,60632
30029,W,Pulaski (54th/Cermak-bound),Pulaski,Pulaski (Pink Line),40150,1,,,,,,,,1,,"(41.853732, -87.724311)",41.853535,-87.724532,2025,S Pulaski Rd,Chicago,IL,Cook County,60623
30028,E,Pulaski (Loop-bound),Pulaski,Pulaski (Pink Line),40150,1,,,,,,,,1,,"(41.853732, -87.724311)",41.853535,-87.724532,2025,S Pulaski Rd,Chicago,IL,Cook County,60623
30180,W,Pulaski (Forest Pk-bound),Pulaski,Pulaski (Blue Line),40920,,,1,,,,,,,,"(41.873797, -87.725663)",41.873718,-87.725654,4024,W Harrison St,Chicago,IL,Cook County,60624
30179,E,Pulaski (O'Hare-bound),Pulaski,Pulaski (Blue Line),40920,,,1,,,,,,,,"(41.873797, -87.725663)",41.873718,-87.725654,4024,W Harrison St,Chicago,IL,Cook County,60624
30005,E,Pulaski (63rd-bound),Pulaski,Pulaski (Green Line),40030,1,,,1,,,,,,,"(41.885412, -87.725404)",41.885258,-87.72531,3949,W Lake St,Chicago,IL,Cook County,60624
30006,W,Pulaski (Harlem-bound),Pulaski,Pulaski (Green Line),40030,1,,,1,,,,,,,"(41.885412, -87.725404)",41.885258,-87.72531,3949,W Lake St,Chicago,IL,Cook County,60624
30007,N,Quincy/Wells (Inner Loop),Quincy/Wells,"Quincy/Wells (Brown, Orange, Purple & Pink Lines)",40040,,,,,,,1,,1,1,"(41.878723, -87.63374)",41.878707,-87.633794,220,S Wells St,Chicago,IL,Cook County,60606
30008,S,Quincy/Wells (Outer Loop),Quincy/Wells,"Quincy/Wells (Brown, Orange, Purple & Pink Lines)",40040,,,,,1,,,,,,"(41.878723, -87.63374)",41.878707,-87.633794,220,S Wells St,Chicago,IL,Cook County,60606
30093,W,Racine (Forest Pk-bound),Racine,Racine (Blue Line),40470,,,1,,,,,,,,"(41.87592, -87.659458)",41.875889,-87.659434,430,S Racine Ave,Chicago,IL,Cook County,60607
30092,E,Racine (O'Hare-bound),Racine,Racine (Blue Line),40470,,,1,,,,,,,,"(41.87592, -87.659458)",41.875889,-87.659434,430,S Racine Ave,Chicago,IL,Cook County,60607
30297,N,Oakton-Skokie (Dempster-Skokie-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),41680,1,,,,,,,1,,,"(42.02624348, -87.74722084)",42.026634,-87.746659,8001,Skokie Blvd,Skokie,IL,Cook County,60076
30119,E,Ridgeland (63rd-bound),Ridgeland,Ridgeland (Green Line),40610,,,,1,,,,,,,"(41.887159, -87.783661)",41.886844,-87.783923,323,South Blvd,Oak Park,IL,Cook County,60302
30120,W,Ridgeland (Harlem-bound),Ridgeland,Ridgeland (Green Line),40610,,,,1,,,,,,,"(41.887159, -87.783661)",41.886844,-87.783923,323,South Blvd,Oak Park,IL,Cook County,60302
30195,N,Rockwell (Kimball-bound),Rockwell,Rockwell (Brown Line),41010,1,,,,1,,,,,,"(41.966115, -87.6941)",41.966086,-87.694004,4644,N Rockwell St,Chicago,IL,Cook County,60625
30196,S,Rockwell (Loop-bound),Rockwell,Rockwell (Brown Line),41010,1,,,,1,,,,,,"(41.966115, -87.6941)",41.966086,-87.694004,4644,N Rockwell St,Chicago,IL,Cook County,60625
30172,S,O'Hare (Forest Pk-bound),O'Hare,O'Hare (Blue Line),40890,1,,1,,,,,,,,"(41.97766526, -87.90422307)",41.97807,-87.903173,825,N Patton Dr,Amf Ohare,IL,Cook County,60666
30080,N,Roosevelt (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,1,,,1,,,,,,1,"(41.867405, -87.62659)",41.867552,-87.626636,22,E Roosevelt Rd,Chicago,IL,Cook County,60605
30160,S,Rosemont (Forest Pk-bound),Rosemont,Rosemont (Blue Line),40820,1,,1,,,,,,,,"(41.983507, -87.859388)",41.983602,-87.859438,,I 190,Des Plaines,IL,Cook County,60018
30159,N,Rosemont (O'Hare-bound),Rosemont,Rosemont (Blue Line),40820,1,,1,,,,,,,,"(41.983507, -87.859388)",41.983602,-87.859438,,I 190,Des Plaines,IL,Cook County,60018
30155,N,Sedgwick (Kimball-Linden-bound),Sedgwick,Sedgwick (Brown & Purple Lines),40800,1,,,,1,,1,,,,"(41.910409, -87.639302)",41.910519,-87.639454,1543,N Hudson Ave,Chicago,IL,Cook County,60610
30156,S,Sedgwick (Loop-bound),Sedgwick,Sedgwick (Brown & Purple Lines),40800,1,,,,1,,1,,,,"(41.910409, -87.639302)",41.910519,-87.639454,1543,N Hudson Ave,Chicago,IL,Cook County,60610
30017,S,Sheridan (95th-bound),Sheridan,Sheridan (Red Line),40080,,1,,,,,,,,,"(41.953775, -87.654929)",41.953757,-87.654883,3934,N Sheridan Rd,Chicago,IL,Cook County,60613
30016,N,Sheridan (Howard-bound),Sheridan,Sheridan (Red Line),40080,,1,,,,,,,,,"(41.953775, -87.654929)",41.953757,-87.654883,3934,N Sheridan Rd,Chicago,IL,Cook County,60613
30293,N,Sheridan (Howard-Linden-bound),Sheridan,Sheridan (Red Line),40080,,,,,,,,,,,"(41.953775, -87.654929)",41.953757,-87.654883,3934,N Sheridan Rd,Chicago,IL,Cook County,60613
30294,S,Sheridan (Loop-bound),Sheridan,Sheridan (Red Line),40080,,,,,,,,,,,"(41.953775, -87.654929)",41.953757,-87.654883,3934,N Sheridan Rd,Chicago,IL,Cook County,60613
30164,S,South Blvd (Howard-Loop-bound),South Boulevard,South Boulevard (Purple Line),40840,,,,,,1,1,,,,"(42.027612, -87.678329)",42.027666,-87.678032,519,Chicago Ave,Evanston,IL,Cook County,60202
30163,N,South Blvd (Linden-bound),South Boulevard,South Boulevard (Purple Line),40840,,,,,,1,1,,,,"(42.027612, -87.678329)",42.027666,-87.678032,519,Chicago Ave,Evanston,IL,Cook County,60202
30070,N,Southport (Kimball-bound),Southport,Southport (Brown Line),40360,1,,,,1,,,,,,"(41.943744, -87.663619)",41.943717,-87.663663,3409,N Southport Ave,Chicago,IL,Cook County,60657
30071,S,Southport (Loop-bound),Southport,Southport (Brown Line),40360,1,,,,1,,,,,,"(41.943744, -87.663619)",41.943717,-87.663663,3409,N Southport Ave,Chicago,IL,Cook County,60657
30037,S,Sox-35th (95th-bound),Sox-35th,Sox-35th (Red Line),40190,1,1,,,,,,,,,"(41.831191, -87.630636)",41.831239,-87.630658,3310,S La Salle St,Chicago,IL,Cook County,60616
30036,N,Sox-35th (Howard-bound),Sox-35th,Sox-35th (Red Line),40190,1,1,,,,,,,,,"(41.831191, -87.630636)",41.831239,-87.630658,3310,S La Salle St,Chicago,IL,Cook County,60616
30050,E,State/Lake (Inner Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",40260,,,,1,,,1,,1,1,"(41.88574, -87.627835)",41.885588,-87.627588,191,N State St,Chicago,IL,Cook County,60601
30051,W,State/Lake (Outer Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",40260,,,,1,1,,,,,,"(41.88574, -87.627835)",41.885588,-87.627588,191,N State St,Chicago,IL,Cook County,60601
30170,S,Thorndale (95th-bound),Thorndale,Thorndale (Red Line),40880,,1,,,,,,,,,"(41.990259, -87.659076)",41.990247,-87.659057,1118,W Thorndale Ave,Chicago,IL,Cook County,60660
30169,N,Thorndale (Howard-bound),Thorndale,Thorndale (Red Line),40880,,1,,,,,,,,,"(41.990259, -87.659076)",41.990247,-87.659057,1118,W Thorndale Ave,Chicago,IL,Cook County,60660
30069,W,UIC-Halsted (Forest Pk-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,1,,1,,,,,,,,"(41.875474, -87.649707)",41.87549,-87.649196,430,S Halsted St,Chicago,IL,Cook County,60607
30068,E,UIC-Halsted (O'Hare-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,1,,1,,,,,,,,"(41.875474, -87.649707)",41.87549,-87.649196,430,S Halsted St,Chicago,IL,Cook County,60607
30027,S,Dempster-Skokie (Howard-bound),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,1,,,,,,,1,,,"(42.038951, -87.751919)",42.038738,-87.75263,5015,Crain St,Skokie,IL,Cook County,60077
30141,N,Washington/Wells (Inner Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink Lines)",40730,1,,,,,,1,,1,1,"(41.882695, -87.63378)",41.882633,-87.633884,100,N Wells St,Chicago,IL,Cook County,60606
30142,S,Washington/Wells (Outer Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink Lines)",40730,1,,,,1,,,,,,"(41.882695, -87.63378)",41.882633,-87.633884,100,N Wells St,Chicago,IL,Cook County,60606
30231,N,Wellington (Kimball-Linden-bound),Wellington,Wellington (Brown & Purple Lines),41210,1,,,,1,,1,,,,"(41.936033, -87.653266)",41.936057,-87.653372,945,W Wellington Ave,Chicago,IL,Cook County,60657
30232,S,Wellington (Loop-bound),Wellington,Wellington (Brown & Purple Lines),41210,1,,,,1,,1,,,,"(41.936033, -87.653266)",41.936057,-87.653372,945,W Wellington Ave,Chicago,IL,Cook County,60657
30060,N,Western (Loop-bound),Western,Western (Orange Line),40310,1,,,,,,,,,1,"(41.804546, -87.684019)",41.804396,-87.684722,4910,S Western Ave,Chicago,IL,Cook County,60609
30061,S,Western (Midway-bound),Western,Western (Orange Line),40310,1,,,,,,,,,1,"(41.804546, -87.684019)",41.804396,-87.684722,4910,S Western Ave,Chicago,IL,Cook County,60609
30144,W,Western (54th/Cermak-bound),Western,Western (Pink Line),40740,1,,,,,,,,1,,"(41.854225, -87.685129)",41.854264,-87.685286,2011,S Western Ave,Chicago,IL,Cook County,60608
30143,E,Western (Loop-bound),Western,Western (Pink Line),40740,1,,,,,,,,1,,"(41.854225, -87.685129)",41.854264,-87.685286,2011,S Western Ave,Chicago,IL,Cook County,60608
30269,N,Roosevelt (Howard-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,1,1,,,,,,,,,"(41.867368, -87.627402)",41.867208,-87.627087,3,E Roosevelt Rd,Chicago,IL,Cook County,60605
30081,S,Roosevelt (Midway-63rd-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,1,,,1,,,,,,1,"(41.867405, -87.62659)",41.867552,-87.626636,22,E Roosevelt Rd,Chicago,IL,Cook County,60605
30073,S,Washington (Forest Pk-bound),Washington,Washington (Blue Line),40370,,,1,,,,,,,,"(41.883164, -87.62944)",41.882879,-87.629682,55,W Washington St,Chicago,IL,Cook County,60602
30072,N,Washington (O'Hare-bound),Washington,Washington (Blue Line),40370,,,1,,,,,,,,"(41.883164, -87.62944)",41.882879,-87.629682,55,W Washington St,Chicago,IL,Cook County,60602
30283,N,Western (Kimball-bound),Western,Western (Brown Line),41480,1,,,,1,,,,,,"(41.966163, -87.688502)",41.966157,-87.688557,4643,N Western Ave,Chicago,IL,Cook County,60625
30284,S,Western (Loop-bound),Western,Western (Brown Line),41480,1,,,,1,,,,,,"(41.966163, -87.688502)",41.966157,-87.688557,4643,N Western Ave,Chicago,IL,Cook County,60625
30140,W,Cottage Grove (Harlem-bound),Cottage Grove,Cottage Grove (Green Line),40720,1,,,1,,,,,,,"(41.780309, -87.605857)",41.780504,-87.605884,800,E 63rd St,Chicago,IL,Cook County,60637
30121,N,Clark/Division (Howard-bound),Clark/Division,Clark/Division (Red Line),40630,1,1,,,,,,,,,"(41.90392, -87.631412)",41.903784,-87.631679,1168,N Clark St,Chicago,IL,Cook County,60610
30276,S,87th (95th-bound),87th,87th (Red Line),41430,1,1,,,,,,,,,"(41.735372, -87.624717)",41.735409,-87.624755,15,W 87th St,Chicago,IL,Cook County,60620
30026,N,Dempster-Skokie (Arrival),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,1,,,,,,,1,,,"(42.038951, -87.751919)",42.038738,-87.75263,5015,Crain St,Skokie,IL,Cook County,60077
30298,S,Oakton-Skokie (Howard-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),41680,1,,,,,,,1,,,"(42.02624348, -87.74722084)",42.026634,-87.746659,8001,Skokie Blvd,Skokie,IL,Cook County,60076
30210,S,47th (63rd-bound),47th,47th (Green Line),41080,1,,,1,,,,,,,"(41.809209, -87.618826)",41.809149,-87.618685,321,E 47th St,Chicago,IL,Cook County,60653
30209,N,47th (Harlem-bound),47th,47th (Green Line),41080,1,,,1,,,,,,,"(41.809209, -87.618826)",41.809149,-87.618685,321,E 47th St,Chicago,IL,Cook County,60653
30238,S,47th (95th-bound),47th,47th (Red Line),41230,1,1,,,,,,,,,"(41.810318, -87.63094)",41.810468,-87.630935,,I 94,Chicago,IL,Cook County,60609
30237,N,47th (Howard-bound),47th,47th (Red Line),41230,1,1,,,,,,,,,"(41.810318, -87.63094)",41.810468,-87.630935,,I 94,Chicago,IL,Cook County,60609
30175,N,"Howard (Linden, Skokie-bound)",Howard,"Howard (Red, Purple & Yellow Lines)",40900,1,,,,,1,1,1,,,"(42.019063, -87.672892)",42.019051,-87.673017,1649,W Howard St,Chicago,IL,Cook County,60626
30111,N,California (O'Hare-bound),California,California (Blue Line),40570,,,1,,,,,,,,"(41.921939, -87.69689)",41.921945,-87.69712,2209,N California Ave,Chicago,IL,Cook County,60647
30112,S,California (Forest Pk-bound),California,California  (Blue Line),40570,,,1,,,,,,,,"(41.921939, -87.69689)",41.921945,-87.69712,2209,N California Ave,Chicago,IL,Cook County,60647
30271,N,Chicago (O'Hare-bound),Chicago,Chicago (Blue Line),41410,,,1,,,,,,,,"(41.896075, -87.655214)",41.895906,-87.65523,760,N Ogden Ave,Chicago,IL,Cook County,60642
30138,S,Chicago (Loop-bound),Chicago,Chicago (Brown & Purple Lines),40710,1,,,,1,,1,,,,"(41.89681, -87.635924)",41.897096,-87.635993,814,N Franklin St,Chicago,IL,Cook County,60610
30137,N,Chicago (Kimball-Linden-bound),Chicago,Chicago (Brown & Purple Lines),40710,1,,,,1,,1,,,,"(41.89681, -87.635924)",41.897096,-87.635993,814,N Franklin St,Chicago,IL,Cook County,60610
