STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location,Latitude,Longitude,Number,Street,City,State,County,Zip
30280,S,Chicago (95th-bound),Chicago,Chicago (Red Line),41450,1,1,,,,,,,,,"(41.896671, -87.628176)",41.896865,-87.628453,800,N State St,Chicago,IL,Cook County,60610
30279,N,Chicago (Howard-bound),Chicago,Chicago (Red Line),41450,1,1,,,,,,,,,"(41.896671, -87.628176)",41.896865,-87.628453,800,N State St,Chicago,IL,Cook County,60610
30272,S,Chicago (Forest Pk-bound),Chicago,Chicago (Blue Line),41410,,,1,,,,,,,,"(41.896075, -87.655214)",41.895906,-87.65523,760,N Ogden Ave,Chicago,IL,Cook County,60642
30178,S,63rd (95th-bound),63rd,63rd (Red Line),40910,1,1,,,,,,,,,"(41.780536, -87.630952)",41.78045,-87.631303,,I 94,Chicago,IL,Cook County,60621
30177,N,63rd (Howard-bound),63rd,63rd (Red Line),40910,1,1,,,,,,,,,"(41.780536, -87.630952)",41.78045,-87.631303,,I 94,Chicago,IL,Cook County,60621
30223,N,Garfield (Howard-bound),Garfield,Garfield (Red Line),41170,1,1,,,,,,,,,"(41.79542, -87.631157)",41.795454,-87.631192,220,W Garfield Blvd,Chicago,IL,Cook County,60609
30190,W,Harlem (Forest Pk Branch) (Terminal arrival),Harlem,Harlem (Blue Line - Forest Park Branch),40980,,,1,,,,,,,,"(41.87349, -87.806961)",41.872944,-87.807329,7301,Harrison St,Forest Park,IL,Cook County,60130
30165,E,H.W. Library (Outer Loop),Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",40850,1,,,,1,,,,,,"(41.876862, -87.628196)",41.876925,-87.628572,26,W Van Buren St,Chicago,IL,Cook County,60604
30130,S,Western (O'Hare Branch) (Forest Pk-bound),Western,Western (Blue Line - O'Hare Branch),40670,1,,1,,,,,,,,"(41.916157, -87.687364)",41.916069,-87.687154,1875,N Western Ave,Chicago,IL,Cook County,60647
30289,N,Lake (Howard-bound),Lake,Lake (Red Line),41660,1,1,,,,,,,,,"(41.884809, -87.627813)",41.884797,-87.627452,157,N State St,Chicago,IL,Cook County,60601
30270,S,Roosevelt (95th-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,1,1,,,,,,,,,"(41.867368, -87.627402)",41.867208,-87.627087,3,E Roosevelt Rd,Chicago,IL,Cook County,60605
30171,N,O'Hare (Terminal Arrival),O'Hare,O'Hare (Blue Line),40890,1,,1,,,,,,,,"(41.97766526, -87.90422307)",41.97807,-87.903173,825,N Patton Dr,Amf Ohare,IL,Cook County,60666
30042,E,Western (Forest Pk Branch) (O'Hare-bound),Western,Western (Blue Line - Forest Park Branch),40220,,,1,,,,,,,,"(41.875478, -87.688436)",41.875522,-87.688263,430,S Western Ave,Chicago,IL,Cook County,60612
30043,W,Western (Forest Pk Branch) (Forest Pk-bound),Western,Western (Blue Line - Forest Park Branch),40220,,,1,,,,,,,,"(41.875478, -87.688436)",41.875522,-87.688263,430,S Western Ave,Chicago,IL,Cook County,60612
30129,N,Western (O'Hare Branch) (O'Hare-bound),Western,Western (Blue Line - O'Hare Branch),40670,1,,1,,,,,,,,"(41.916157, -87.687364)",41.916069,-87.687154,1875,N Western Ave,Chicago,IL,Cook County,60647
30381,N,Cermak-McCormick Place (Harlem-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,1,,,1,,,,,,,"(41.853115, -87.626402)",41.853067,-87.626285,12,E Cermak Rd,Chicago,IL,Cook County,60616
30382,S,Cermak-McCormick Place (63rd-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,1,,,1,,,,,,,"(41.853115, -87.626402)",41.853067,-87.626285,12,E Cermak Rd,Chicago,IL,Cook County,60616
30386,N,Wilson (Linden-bound),Wilson,Wilson (Red & Purple Lines),40540,1,,,,,,1,,,,"(41.964273, -87.657588)",41.964395,-87.657228,4524,N Broadway St,Chicago,IL,Cook County,60640
30240,S,Addison (Forest Pk-bound),Addison,Addison (Blue Line),41240,1,,1,,,,,,,,"(41.94738, -87.71906)",41.947409,-87.719075,,I 94,Chicago,IL,Cook County,60618
30105,N,Wilson (Howard-bound),Wilson,Wilson (Red & Purple Lines),40540,1,1,,,,,,,,,"(41.964273, -87.657588)",41.964395,-87.657228,4524,N Broadway St,Chicago,IL,Cook County,60640
30384,S,Washington/Wabash (Inner Loop),Washington/Wabash,"Washington/Wabash (Brown, Green, Orange, Purple & Pink Lines)",41700,1,,,1,,,1,,1,1,"(41.88322, -87.626189)",41.883385,-87.625737,101,N Wabash Ave,Chicago,IL,Cook County,60602
30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),40630,1,1,,,,,,,,,"(41.90392, -87.631412)",41.903784,-87.631679,1168,N Clark St,Chicago,IL,Cook County,60610
30239,N,Addison (O'Hare-bound),Addison,Addison (Blue Line),41240,1,,1,,,,,,,,"(41.94738, -87.71906)",41.947409,-87.719075,,I 94,Chicago,IL,Cook County,60618
30106,S,Wilson (95th-bound),Wilson,Wilson (Red & Purple Lines),40540,1,1,,,,,,,,,"(41.964273, -87.657588)",41.964395,-87.657228,4524,N Broadway St,Chicago,IL,Cook County,60640
30383,N,Washington/Wabash (Outer Loop),Washington/Wabash,"Washington/Wabash (Brown, Green, Orange, Purple & Pink Lines)",41700,1,,,1,1,,,,,,"(41.88322, -87.626189)",41.883385,-87.625737,101,N Wabash Ave,Chicago,IL,Cook County,60602
30385,S,Wilson (Loop-bound),Wilson,Wilson (Red & Purple Lines),40540,1,,,,,,1,,,,"(41.964273, -87.657588)",41.964395,-87.657228,4524,N Broadway St,Chicago,IL,Cook County,60640
30033,W,Ashland (Harlem-54th/Cermak-bound),Ashland,Ashland (Green & Pink Lines),40170,1,,,1,,,,,1,,"(41.885269, -87.666969)",41.88558,-87.667231,1600,W Lake St,Chicago,IL,Cook County,60612
30032,E,Ashland (Loop-63rd-bound),Ashland,Ashland (Green & Pink Lines),40170,1,,,1,,,,,1,,"(41.885269, -87.666969)",41.88558,-87.667231,1600,W Lake St,Chicago,IL,Cook County,60612
