long_date,Zip,permit_count
06/1/2019,60642,11
06/1/2019,60643,13
06/1/2019,60644,7
06/1/2019,60645,9
06/1/2019,60646,5
06/1/2019,60647,32
06/1/2019,60649,12
06/1/2019,60651,22
06/1/2019,60652,5
06/1/2019,60653,7
06/1/2019,60654,6
06/1/2019,60655,8
06/1/2019,60656,8
06/1/2019,60657,14
06/1/2019,60659,9
06/1/2019,60660,7
06/1/2019,60661,25
06/1/2020,60602,22
06/1/2020,60605,4
06/1/2020,60607,10
06/1/2020,60608,11
06/1/2020,60609,20
06/1/2020,60610,15
06/1/2020,60611,5
06/1/2020,60612,21
06/1/2020,60613,15
06/1/2020,60614,24
06/1/2020,60615,5
06/1/2020,60616,21
06/1/2020,60617,17
06/1/2020,60618,27
06/1/2020,60619,18
06/1/2020,60620,18
06/1/2020,60621,7
06/1/2020,60622,18
06/1/2020,60623,17
06/1/2020,60624,23
06/1/2020,60625,22
06/1/2020,60626,17
06/1/2020,60628,11
06/1/2020,60629,25
06/1/2020,60630,17
06/1/2020,60631,7
06/1/2020,60632,11
06/1/2020,60633,2
06/1/2020,60634,37
06/1/2020,60636,12
06/1/2020,60637,22
06/1/2020,60638,8
06/1/2020,60639,11
06/1/2020,60640,12
06/1/2020,60641,10
06/1/2020,60642,5
06/1/2020,60643,16
06/1/2020,60644,11
06/1/2020,60645,9
06/1/2020,60646,4
06/1/2020,60647,33
06/1/2020,60649,13
06/1/2020,60651,18
06/1/2020,60652,6
06/1/2020,60653,4
06/1/2020,60654,8
06/1/2020,60655,3
06/1/2020,60656,3
06/1/2020,60657,13
06/1/2020,60659,5
06/1/2020,60660,5
06/1/2020,60661,12
07/1/2016,60602,20
07/1/2016,60605,9
07/1/2016,60607,13
07/1/2016,60608,25
07/1/2016,60609,11
07/1/2016,60610,46
07/1/2016,60611,14
07/1/2016,60612,41
07/1/2016,60613,22
07/1/2016,60614,39
07/1/2016,60615,4
07/1/2016,60616,9
07/1/2016,60617,6
07/1/2016,60618,39
07/1/2016,60619,12
07/1/2016,60620,17
07/1/2016,60621,9
07/1/2016,60622,40
07/1/2016,60623,16
07/1/2016,60624,15
07/1/2016,60625,18
07/1/2016,60626,2
07/1/2016,60628,11
07/1/2016,60629,13
07/1/2016,60630,19
07/1/2016,60631,8
07/1/2016,60632,14
07/1/2016,60633,1
07/1/2016,60634,20
07/1/2016,60636,16
07/1/2016,60637,20
07/1/2016,60638,13
07/1/2016,60639,15
07/1/2016,60640,11
07/1/2016,60641,19
07/1/2016,60642,10
07/1/2016,60643,11
07/1/2016,60644,5
07/1/2016,60645,7
07/1/2016,60646,8
07/1/2016,60647,44
07/1/2016,60649,8
07/1/2016,60651,13
07/1/2016,60652,4
07/1/2016,60653,1
07/1/2016,60654,9
07/1/2016,60655,3
07/1/2016,60656,6
07/1/2016,60657,18
07/1/2016,60659,5
07/1/2016,60660,9
07/1/2016,60661,27
07/1/2017,60602,29
07/1/2017,60605,10
07/1/2017,60607,19
07/1/2017,60608,22
07/1/2017,60609,18
07/1/2017,60610,40
07/1/2017,60611,14
07/1/2017,60612,12
07/1/2017,60613,16
07/1/2017,60614,48
07/1/2017,60615,4
07/1/2017,60616,10
07/1/2017,60617,16
07/1/2017,60618,45
07/1/2017,60619,12
07/1/2017,60620,9
07/1/2017,60621,2
07/1/2017,60622,18
07/1/2017,60623,23
07/1/2017,60624,17
07/1/2017,60625,26
07/1/2017,60626,3
07/1/2017,60628,22
07/1/2017,60629,8
07/1/2017,60630,11
07/1/2017,60631,4
07/1/2017,60632,8
07/1/2017,60634,19
07/1/2017,60636,10
07/1/2017,60637,17
07/1/2017,60638,9
07/1/2017,60639,10
07/1/2017,60640,3
07/1/2017,60641,15
07/1/2017,60642,13
07/1/2017,60643,3
07/1/2017,60644,15
07/1/2017,60645,8
07/1/2017,60646,11
07/1/2017,60647,43
07/1/2017,60649,9
07/1/2017,60651,22
07/1/2017,60652,4
07/1/2017,60653,6
07/1/2017,60654,10
07/1/2017,60655,9
07/1/2017,60656,4
07/1/2017,60657,15
07/1/2017,60659,7
07/1/2017,60660,7
07/1/2017,60661,26
07/1/2018,60602,39
07/1/2018,60605,11
07/1/2018,60607,22
07/1/2018,60608,33
07/1/2018,60609,15
07/1/2018,60610,47
07/1/2018,60611,22
07/1/2018,60612,25
07/1/2018,60613,31
07/1/2018,60614,38
07/1/2018,60615,9
07/1/2018,60616,25
07/1/2018,60617,20
07/1/2018,60618,43
07/1/2018,60619,15
07/1/2018,60620,14
07/1/2018,60621,9
07/1/2018,60622,33
07/1/2018,60623,20
07/1/2018,60624,23
07/1/2018,60625,24
07/1/2018,60626,2
07/1/2018,60628,19
07/1/2018,60629,12
07/1/2018,60630,16
07/1/2018,60631,8
07/1/2018,60632,23
07/1/2018,60633,2
07/1/2018,60634,20
07/1/2018,60636,20
07/1/2018,60637,35
07/1/2018,60638,10
07/1/2018,60639,16
07/1/2018,60640,19
07/1/2018,60641,13
07/1/2018,60642,15
07/1/2018,60643,22
07/1/2018,60644,8
07/1/2018,60645,15
07/1/2018,60646,6
07/1/2018,60647,38
07/1/2018,60649,14
07/1/2018,60651,21
07/1/2018,60652,6
07/1/2018,60653,11
07/1/2018,60654,7
07/1/2018,60655,12
07/1/2018,60656,9
07/1/2018,60657,20
07/1/2018,60659,8
07/1/2018,60660,9
07/1/2018,60661,25
07/1/2019,60602,31
07/1/2019,60605,13
07/1/2019,60607,27
07/1/2019,60608,35
07/1/2019,60609,24
07/1/2019,60610,36
07/1/2019,60611,10
07/1/2019,60612,22
07/1/2019,60613,26
07/1/2019,60614,34
07/1/2019,60615,11
07/1/2019,60616,21
07/1/2019,60617,20
07/1/2019,60618,37
07/1/2019,60619,28
07/1/2019,60620,24
07/1/2019,60621,8
07/1/2019,60622,25
07/1/2019,60623,28
07/1/2019,60624,38
07/1/2019,60625,26
07/1/2019,60626,4
07/1/2019,60628,21
07/1/2019,60629,26
07/1/2019,60630,25
07/1/2019,60631,6
07/1/2019,60632,22
07/1/2019,60634,18
07/1/2019,60636,23
07/1/2019,60637,32
07/1/2019,60638,16
07/1/2019,60639,18
07/1/2019,60640,17
07/1/2019,60641,16
07/1/2019,60642,14
07/1/2019,60643,16
07/1/2019,60644,11
07/1/2019,60645,14
07/1/2019,60646,3
07/1/2019,60647,37
07/1/2019,60649,16
07/1/2019,60651,26
07/1/2019,60652,4
07/1/2019,60653,8
07/1/2019,60654,8
07/1/2019,60655,8
07/1/2019,60656,9
07/1/2019,60657,17
07/1/2019,60659,7
07/1/2019,60660,10
07/1/2019,60661,37
07/1/2020,60602,14
07/1/2020,60605,7
07/1/2020,60607,15
07/1/2020,60608,18
07/1/2020,60609,16
07/1/2020,60610,22
07/1/2020,60611,6
07/1/2020,60612,13
07/1/2020,60613,20
07/1/2020,60614,21
07/1/2020,60615,2
07/1/2020,60616,11
07/1/2020,60617,13
07/1/2020,60618,22
07/1/2020,60619,9
07/1/2020,60620,11
07/1/2020,60621,6
07/1/2020,60622,16
07/1/2020,60623,20
07/1/2020,60624,10
07/1/2020,60625,20
07/1/2020,60626,2
07/1/2020,60628,11
07/1/2020,60629,7
07/1/2020,60630,11
07/1/2020,60631,3
07/1/2020,60632,7
07/1/2020,60633,2
07/1/2020,60634,14
07/1/2020,60636,10
07/1/2020,60637,20
07/1/2020,60638,9
07/1/2020,60639,14
07/1/2020,60640,10
07/1/2020,60641,13
07/1/2020,60642,5
07/1/2020,60643,14
07/1/2020,60644,9
07/1/2020,60645,13
07/1/2020,60646,3
07/1/2020,60647,31
07/1/2020,60649,3
07/1/2020,60651,22
07/1/2020,60652,5
07/1/2020,60653,5
07/1/2020,60654,3
07/1/2020,60655,5
07/1/2020,60656,5
07/1/2020,60657,8
07/1/2020,60659,5
07/1/2020,60660,9
07/1/2020,60661,12
08/1/2016,60602,43
08/1/2016,60605,12
08/1/2016,60607,25
08/1/2016,60608,23
08/1/2016,60609,16
08/1/2016,60610,60
08/1/2016,60611,14
08/1/2016,60612,22
08/1/2016,60613,22
08/1/2016,60614,41
08/1/2016,60615,10
08/1/2016,60616,12
08/1/2016,60617,19
08/1/2016,60618,54
08/1/2016,60619,21
08/1/2016,60620,18
08/1/2016,60621,10
08/1/2016,60622,31
08/1/2016,60623,10
08/1/2016,60624,17
08/1/2016,60625,29
08/1/2016,60626,5
08/1/2016,60628,17
08/1/2016,60629,22
08/1/2016,60630,20
08/1/2016,60631,8
08/1/2016,60632,17
08/1/2016,60633,1
08/1/2016,60634,23
08/1/2016,60636,20
08/1/2016,60637,27
08/1/2016,60638,12
08/1/2016,60639,15
08/1/2016,60640,13
08/1/2016,60641,8
08/1/2016,60642,17
08/1/2016,60643,17
08/1/2016,60644,11
08/1/2016,60645,15
08/1/2016,60646,4
08/1/2016,60647,39
08/1/2016,60649,11
08/1/2016,60651,27
08/1/2016,60652,4
08/1/2016,60653,6
08/1/2016,60654,10
08/1/2016,60655,9
08/1/2016,60656,7
08/1/2016,60657,21
08/1/2016,60659,4
08/1/2016,60660,16
08/1/2016,60661,34
08/1/2017,60602,62
08/1/2017,60605,7
08/1/2017,60607,28
08/1/2017,60608,39
08/1/2017,60609,17
08/1/2017,60610,63
08/1/2017,60611,15
08/1/2017,60612,26
08/1/2017,60613,34
08/1/2017,60614,42
08/1/2017,60615,7
08/1/2017,60616,17
08/1/2017,60617,14
08/1/2017,60618,49
08/1/2017,60619,23
08/1/2017,60620,18
08/1/2017,60621,10
08/1/2017,60622,44
08/1/2017,60623,20
08/1/2017,60624,16
08/1/2017,60625,30
08/1/2017,60626,5
08/1/2017,60628,23
08/1/2017,60629,21
08/1/2017,60630,12
08/1/2017,60631,13
08/1/2017,60632,13
08/1/2017,60633,3
08/1/2017,60634,20
08/1/2017,60636,10
08/1/2017,60637,36
08/1/2017,60638,6
08/1/2017,60639,19
08/1/2017,60640,14
08/1/2017,60641,15
08/1/2017,60642,26
08/1/2017,60643,14
08/1/2017,60644,11
08/1/2017,60645,16
08/1/2017,60646,7
08/1/2017,60647,76
08/1/2017,60649,14
08/1/2017,60651,30
08/1/2017,60652,7
08/1/2017,60653,7
08/1/2017,60654,5
08/1/2017,60655,8
08/1/2017,60656,7
08/1/2017,60657,21
08/1/2017,60659,16
08/1/2017,60660,10
08/1/2017,60661,37
08/1/2018,60602,49
08/1/2018,60605,8
08/1/2018,60607,26
08/1/2018,60608,26
08/1/2018,60609,27
08/1/2018,60610,47
08/1/2018,60611,15
08/1/2018,60612,26
08/1/2018,60613,33
08/1/2018,60614,34
08/1/2018,60615,5
08/1/2018,60616,21
08/1/2018,60617,14
08/1/2018,60618,35
08/1/2018,60619,13
08/1/2018,60620,18
08/1/2018,60621,10
08/1/2018,60622,29
08/1/2018,60623,24
08/1/2018,60624,22
08/1/2018,60625,31
08/1/2018,60626,7
08/1/2018,60628,13
08/1/2018,60629,25
08/1/2018,60630,18
08/1/2018,60631,7
08/1/2018,60632,15
08/1/2018,60633,4
08/1/2018,60634,28
08/1/2018,60636,17
08/1/2018,60637,30
08/1/2018,60638,13
08/1/2018,60639,17
08/1/2018,60640,17
08/1/2018,60641,14
08/1/2018,60642,16
08/1/2018,60643,13
08/1/2018,60644,17
08/1/2018,60645,15
08/1/2018,60646,4
08/1/2018,60647,41
08/1/2018,60649,13
08/1/2018,60651,19
08/1/2018,60652,4
08/1/2018,60653,7
08/1/2018,60654,13
08/1/2018,60655,7
08/1/2018,60656,9
08/1/2018,60657,19
08/1/2018,60659,8
08/1/2018,60660,11
08/1/2018,60661,34
08/1/2019,60602,41
08/1/2019,60605,3
08/1/2019,60607,19
08/1/2019,60608,35
08/1/2019,60609,15
08/1/2019,60610,49
08/1/2019,60611,14
08/1/2019,60612,22
08/1/2019,60613,19
08/1/2019,60614,41
08/1/2019,60615,6
08/1/2019,60616,12
08/1/2019,60617,26
08/1/2019,60618,43
08/1/2019,60619,19
08/1/2019,60620,17
08/1/2019,60621,13
08/1/2019,60622,31
08/1/2019,60623,41
08/1/2019,60624,27
08/1/2019,60625,25
08/1/2019,60626,4
08/1/2019,60628,20
08/1/2019,60629,17
08/1/2019,60630,20
08/1/2019,60631,5
08/1/2019,60632,25
08/1/2019,60634,12
08/1/2019,60636,10
08/1/2019,60637,29
08/1/2019,60638,17
08/1/2019,60639,15
08/1/2019,60640,18
08/1/2019,60641,10
08/1/2019,60642,13
08/1/2019,60643,13
08/1/2019,60644,7
08/1/2019,60645,16
08/1/2019,60646,7
08/1/2019,60647,48
08/1/2019,60649,10
08/1/2019,60651,21
08/1/2019,60652,8
08/1/2019,60653,11
08/1/2019,60654,6
08/1/2019,60655,10
08/1/2019,60656,7
08/1/2019,60657,14
08/1/2019,60659,13
08/1/2019,60660,7
08/1/2019,60661,44
08/1/2020,60602,21
08/1/2020,60605,6
08/1/2020,60607,10
08/1/2020,60608,15
08/1/2020,60609,7
08/1/2020,60610,19
08/1/2020,60611,8
08/1/2020,60612,12
08/1/2020,60613,12
08/1/2020,60614,31
08/1/2020,60615,4
08/1/2020,60616,12
08/1/2020,60617,16
08/1/2020,60618,36
08/1/2020,60619,15
08/1/2020,60620,14
08/1/2020,60621,7
08/1/2020,60622,25
08/1/2020,60623,16
08/1/2020,60624,19
08/1/2020,60625,16
08/1/2020,60626,3
08/1/2020,60628,18
08/1/2020,60629,7
08/1/2020,60630,16
08/1/2020,60631,7
08/1/2020,60632,7
08/1/2020,60633,1
08/1/2020,60634,15
08/1/2020,60636,17
08/1/2020,60637,25
08/1/2020,60638,6
08/1/2020,60639,10
08/1/2020,60640,8
08/1/2020,60641,15
08/1/2020,60642,9
08/1/2020,60643,20
08/1/2020,60644,5
08/1/2020,60645,10
08/1/2020,60646,6
08/1/2020,60647,28
08/1/2020,60649,14
08/1/2020,60651,19
08/1/2020,60652,3
08/1/2020,60653,5
08/1/2020,60654,7
08/1/2020,60655,11
08/1/2020,60656,6
08/1/2020,60657,19
08/1/2020,60659,5
08/1/2020,60660,10
08/1/2020,60661,18
09/1/2016,60602,37
09/1/2016,60605,12
09/1/2016,60607,20
09/1/2016,60608,41
09/1/2016,60609,15
09/1/2016,60610,41
09/1/2016,60611,10
09/1/2016,60612,23
09/1/2016,60613,29
09/1/2016,60614,34
09/1/2016,60615,4
09/1/2016,60616,12
09/1/2016,60617,14
09/1/2016,60618,39
09/1/2016,60619,13
09/1/2016,60620,19
09/1/2016,60621,11
09/1/2016,60622,50
09/1/2016,60623,30
09/1/2016,60624,17
09/1/2016,60625,20
09/1/2016,60626,1
09/1/2016,60628,14
09/1/2016,60629,10
09/1/2016,60630,19
09/1/2016,60631,7
09/1/2016,60632,30
09/1/2016,60633,1
09/1/2016,60634,24
09/1/2016,60636,12
09/1/2016,60637,29
09/1/2016,60638,11
09/1/2016,60639,13
09/1/2016,60640,13
09/1/2016,60641,8
09/1/2016,60642,15
09/1/2016,60643,17
09/1/2016,60644,13
09/1/2016,60645,11
09/1/2016,60646,4
09/1/2016,60647,59
09/1/2016,60649,13
09/1/2016,60651,23
09/1/2016,60652,3
09/1/2016,60653,1
09/1/2016,60654,7
09/1/2016,60655,14
09/1/2016,60656,4
09/1/2016,60657,24
09/1/2016,60659,5
09/1/2016,60660,11
09/1/2016,60661,35
09/1/2017,60605,15
09/1/2017,60607,20
09/1/2017,60608,32
09/1/2017,60609,19
09/1/2017,60610,53
09/1/2017,60611,18
09/1/2017,60612,10
09/1/2017,60613,31
09/1/2017,60614,33
09/1/2017,60615,7
09/1/2017,60616,20
09/1/2017,60617,17
09/1/2017,60618,37
09/1/2017,60619,19
09/1/2017,60620,14
09/1/2017,60621,7
09/1/2017,60622,24
09/1/2017,60623,30
09/1/2017,60624,19
09/1/2017,60625,29
09/1/2017,60626,5
09/1/2017,60628,14
09/1/2017,60629,9
09/1/2017,60630,7
09/1/2017,60631,7
09/1/2017,60632,26
09/1/2017,60633,1
09/1/2017,60634,28
09/1/2017,60636,2
09/1/2017,60637,22
09/1/2017,60638,4
09/1/2017,60639,14
09/1/2017,60640,10
09/1/2017,60641,16
09/1/2017,60642,19
09/1/2017,60643,11
09/1/2017,60644,13
09/1/2017,60645,10
09/1/2017,60646,5
09/1/2017,60647,52
09/1/2017,60649,10
09/1/2017,60651,25
09/1/2017,60652,2
09/1/2017,60653,9
09/1/2017,60654,20
09/1/2017,60655,9
09/1/2017,60656,5
09/1/2017,60657,14
09/1/2017,60659,7
09/1/2017,60660,3
09/1/2017,60661,35
09/1/2018,60602,37
09/1/2018,60605,14
09/1/2018,60607,19
09/1/2018,60608,34
09/1/2018,60609,18
09/1/2018,60610,42
09/1/2018,60611,14
09/1/2018,60612,29
09/1/2018,60613,23
09/1/2018,60614,30
09/1/2018,60615,12
09/1/2018,60616,16
09/1/2018,60617,24
09/1/2018,60618,51
09/1/2018,60619,19
09/1/2018,60620,14
09/1/2018,60621,14
09/1/2018,60622,26
09/1/2018,60623,27
09/1/2018,60624,22
09/1/2018,60625,18
09/1/2018,60626,3
09/1/2018,60628,13
09/1/2018,60629,17
09/1/2018,60630,22
09/1/2018,60631,8
09/1/2018,60632,16
09/1/2018,60634,21
09/1/2018,60636,19
09/1/2018,60637,33
09/1/2018,60638,12
09/1/2018,60639,23
09/1/2018,60640,20
09/1/2018,60641,10
09/1/2018,60642,15
09/1/2018,60643,16
09/1/2018,60644,19
09/1/2018,60645,14
09/1/2018,60646,9
09/1/2018,60647,38
09/1/2018,60649,10
09/1/2018,60651,30
09/1/2018,60652,8
09/1/2018,60653,6
09/1/2018,60654,11
09/1/2018,60655,13
09/1/2018,60656,9
09/1/2018,60657,14
09/1/2018,60659,11
09/1/2018,60660,9
09/1/2018,60661,29
09/1/2019,60602,31
09/1/2019,60605,10
09/1/2019,60607,12
09/1/2019,60608,34
09/1/2019,60609,18
09/1/2019,60610,29
09/1/2019,60611,6
09/1/2019,60612,20
09/1/2019,60613,17
09/1/2019,60614,19
09/1/2019,60615,3
09/1/2019,60616,12
09/1/2019,60617,17
09/1/2019,60618,39
09/1/2019,60619,24
09/1/2019,60620,18
09/1/2019,60621,13
09/1/2019,60622,30
09/1/2019,60623,27
09/1/2019,60624,24
09/1/2019,60625,22
09/1/2019,60626,6
09/1/2019,60628,17
09/1/2019,60629,14
09/1/2019,60630,22
09/1/2019,60631,1
09/1/2019,60632,18
09/1/2019,60633,1
09/1/2019,60634,16
09/1/2019,60636,33
09/1/2019,60637,27
09/1/2019,60638,14
09/1/2019,60639,14
09/1/2019,60640,10
09/1/2019,60641,16
09/1/2019,60642,21
09/1/2019,60643,12
09/1/2019,60644,16
09/1/2019,60645,8
09/1/2019,60646,6
09/1/2019,60647,34
09/1/2019,60649,12
09/1/2019,60651,25
09/1/2019,60652,9
09/1/2019,60653,4
09/1/2019,60654,6
09/1/2019,60655,14
09/1/2019,60656,8
09/1/2019,60657,17
09/1/2019,60659,6
09/1/2019,60660,3
09/1/2019,60661,21
09/1/2020,60602,21
09/1/2020,60605,4
09/1/2020,60607,13
09/1/2020,60608,20
09/1/2020,60609,15
09/1/2020,60610,17
09/1/2020,60611,4
09/1/2020,60612,20
09/1/2020,60613,16
09/1/2020,60614,28
09/1/2020,60615,3
09/1/2020,60616,4
09/1/2020,60617,14
09/1/2020,60618,23
09/1/2020,60619,20
09/1/2020,60620,16
09/1/2020,60621,4
09/1/2020,60622,30
09/1/2020,60623,23
09/1/2020,60624,12
09/1/2020,60625,14
09/1/2020,60626,8
09/1/2020,60628,13
09/1/2020,60629,8
09/1/2020,60630,12
09/1/2020,60631,2
09/1/2020,60632,13
09/1/2020,60633,1
09/1/2020,60634,14
09/1/2020,60636,12
09/1/2020,60637,23
09/1/2020,60638,15
09/1/2020,60639,12
09/1/2020,60640,11
09/1/2020,60641,13
09/1/2020,60642,13
09/1/2020,60643,13
09/1/2020,60644,10
09/1/2020,60645,10
09/1/2020,60646,3
09/1/2020,60647,35
09/1/2020,60649,11
09/1/2020,60651,16
09/1/2020,60652,5
09/1/2020,60653,7
09/1/2020,60654,5
09/1/2020,60655,6
09/1/2020,60656,8
09/1/2020,60657,13
09/1/2020,60659,3
09/1/2020,60660,1
09/1/2020,60661,13
10/1/2016,60602,35
10/1/2016,60605,12
10/1/2016,60607,24
10/1/2016,60608,23
10/1/2016,60609,17
10/1/2016,60610,36
10/1/2016,60611,9
10/1/2016,60612,14
10/1/2016,60613,27
10/1/2016,60614,26
10/1/2016,60615,5
10/1/2016,60616,10
10/1/2016,60617,10
10/1/2016,60618,47
10/1/2016,60619,24
10/1/2016,60620,12
10/1/2016,60621,6
10/1/2016,60622,35
10/1/2016,60623,10
10/1/2016,60624,27
10/1/2016,60625,23
10/1/2016,60626,3
10/1/2016,60628,14
10/1/2016,60629,19
10/1/2016,60630,15
10/1/2016,60631,8
10/1/2016,60632,6
10/1/2016,60633,2
10/1/2016,60634,18
10/1/2016,60636,16
10/1/2016,60637,29
10/1/2016,60638,11
10/1/2016,60639,18
10/1/2016,60640,10
10/1/2016,60641,14
10/1/2016,60642,11
10/1/2016,60643,12
10/1/2016,60644,5
10/1/2016,60645,12
10/1/2016,60646,6
10/1/2016,60647,50
10/1/2016,60649,5
10/1/2016,60651,19
10/1/2016,60652,4
10/1/2016,60653,9
10/1/2016,60654,14
10/1/2016,60655,4
10/1/2016,60656,3
10/1/2016,60657,19
10/1/2016,60659,9
10/1/2016,60660,5
10/1/2016,60661,21
10/1/2017,60605,13
10/1/2017,60607,16
10/1/2017,60608,28
10/1/2017,60609,16
10/1/2017,60610,58
10/1/2017,60611,16
10/1/2017,60612,17
10/1/2017,60613,35
10/1/2017,60614,51
10/1/2017,60615,6
10/1/2017,60616,13
10/1/2017,60617,19
10/1/2017,60618,37
10/1/2017,60619,19
10/1/2017,60620,14
10/1/2017,60621,12
10/1/2017,60622,25
10/1/2017,60623,30
10/1/2017,60624,27
10/1/2017,60625,28
10/1/2017,60626,8
10/1/2017,60628,13
10/1/2017,60629,14
10/1/2017,60630,16
10/1/2017,60631,6
10/1/2017,60632,22
10/1/2017,60633,2
10/1/2017,60634,27
10/1/2017,60636,17
10/1/2017,60637,27
10/1/2017,60638,15
10/1/2017,60639,13
10/1/2017,60640,13
10/1/2017,60641,22
10/1/2017,60642,17
10/1/2017,60643,30
10/1/2017,60644,10
10/1/2017,60645,9
10/1/2017,60646,6
10/1/2017,60647,52
10/1/2017,60649,9
10/1/2017,60651,26
10/1/2017,60652,8
10/1/2017,60653,9
10/1/2017,60654,12
10/1/2017,60655,5
10/1/2017,60656,3
10/1/2017,60657,26
10/1/2017,60659,12
10/1/2017,60660,9
10/1/2017,60661,32
10/1/2018,60602,69
10/1/2018,60605,13
10/1/2018,60607,21
10/1/2018,60608,43
10/1/2018,60609,13
10/1/2018,60610,65
10/1/2018,60611,14
10/1/2018,60612,25
10/1/2018,60613,28
10/1/2018,60614,43
10/1/2018,60615,10
10/1/2018,60616,12
10/1/2018,60617,23
10/1/2018,60618,36
10/1/2018,60619,29
10/1/2018,60620,23
10/1/2018,60621,26
10/1/2018,60622,47
10/1/2018,60623,37
10/1/2018,60624,20
10/1/2018,60625,36
10/1/2018,60626,6
10/1/2018,60628,17
10/1/2018,60629,12
10/1/2018,60630,14
10/1/2018,60631,5
10/1/2018,60632,16
10/1/2018,60633,1
10/1/2018,60634,30
10/1/2018,60636,18
10/1/2018,60637,20
10/1/2018,60638,14
10/1/2018,60639,20
10/1/2018,60640,19
10/1/2018,60641,9
10/1/2018,60642,14
10/1/2018,60643,19
10/1/2018,60644,12
10/1/2018,60645,14
10/1/2018,60646,8
10/1/2018,60647,41
10/1/2018,60649,12
10/1/2018,60651,33
10/1/2018,60652,7
10/1/2018,60653,6
10/1/2018,60654,12
10/1/2018,60655,11
10/1/2018,60656,10
10/1/2018,60657,18
10/1/2018,60659,15
10/1/2018,60660,7
10/1/2018,60661,25
10/1/2019,60602,40
10/1/2019,60605,11
10/1/2019,60607,16
10/1/2019,60608,30
10/1/2019,60609,21
10/1/2019,60610,39
10/1/2019,60611,10
10/1/2019,60612,18
10/1/2019,60613,16
10/1/2019,60614,35
10/1/2019,60615,5
10/1/2019,60616,16
10/1/2019,60617,15
10/1/2019,60618,32
10/1/2019,60619,25
10/1/2019,60620,29
10/1/2019,60621,7
10/1/2019,60622,30
10/1/2019,60623,31
10/1/2019,60624,27
10/1/2019,60625,20
10/1/2019,60626,3
10/1/2019,60628,21
10/1/2019,60629,24
10/1/2019,60630,15
10/1/2019,60631,4
10/1/2019,60632,13
10/1/2019,60633,3
10/1/2019,60634,21
10/1/2019,60636,23
10/1/2019,60637,21
10/1/2019,60638,13
10/1/2019,60639,14
10/1/2019,60640,16
10/1/2019,60641,17
10/1/2019,60642,14
10/1/2019,60643,19
10/1/2019,60644,11
10/1/2019,60645,9
10/1/2019,60646,3
10/1/2019,60647,41
10/1/2019,60649,11
10/1/2019,60651,23
10/1/2019,60652,7
10/1/2019,60653,5
10/1/2019,60654,3
10/1/2019,60655,7
10/1/2019,60656,9
10/1/2019,60657,18
10/1/2019,60659,12
10/1/2019,60660,1
10/1/2019,60661,42
10/1/2020,60602,7
10/1/2020,60605,2
10/1/2020,60607,5
10/1/2020,60608,8
10/1/2020,60609,7
10/1/2020,60610,7
10/1/2020,60611,4
10/1/2020,60612,11
10/1/2020,60613,7
10/1/2020,60614,8
10/1/2020,60615,4
10/1/2020,60616,3
10/1/2020,60617,4
10/1/2020,60618,12
10/1/2020,60619,4
10/1/2020,60620,6
10/1/2020,60621,4
10/1/2020,60622,6
10/1/2020,60623,6
10/1/2020,60624,10
10/1/2020,60625,10
10/1/2020,60628,2
10/1/2020,60629,6
10/1/2020,60630,3
10/1/2020,60631,2
10/1/2020,60632,4
10/1/2020,60633,1
10/1/2020,60634,6
10/1/2020,60636,8
10/1/2020,60637,8
10/1/2020,60639,4
10/1/2020,60640,11
10/1/2020,60641,3
10/1/2020,60642,3
10/1/2020,60643,1
10/1/2020,60644,4
10/1/2020,60645,5
10/1/2020,60647,10
10/1/2020,60649,5
10/1/2020,60651,4
10/1/2020,60653,4
10/1/2020,60654,3
10/1/2020,60655,5
10/1/2020,60656,1
10/1/2020,60657,6
10/1/2020,60659,1
10/1/2020,60660,2
10/1/2020,60661,5
11/1/2016,60602,29
11/1/2016,60605,4
11/1/2016,60607,16
11/1/2016,60608,26
11/1/2016,60609,16
11/1/2016,60610,41
11/1/2016,60611,11
11/1/2016,60612,19
11/1/2016,60613,22
11/1/2016,60614,50
11/1/2016,60615,4
11/1/2016,60616,13
11/1/2016,60617,17
11/1/2016,60618,50
11/1/2016,60619,6
11/1/2016,60620,22
11/1/2016,60621,6
11/1/2016,60622,37
11/1/2016,60623,21
11/1/2016,60624,15
11/1/2016,60625,38
11/1/2016,60626,7
11/1/2016,60628,11
11/1/2016,60629,15
11/1/2016,60630,17
11/1/2016,60631,9
11/1/2016,60632,14
11/1/2016,60633,2
11/1/2016,60634,14
11/1/2016,60636,17
11/1/2016,60637,27
11/1/2016,60638,10
11/1/2016,60639,20
11/1/2016,60640,14
11/1/2016,60641,14
11/1/2016,60642,19
11/1/2016,60643,16
11/1/2016,60644,7
11/1/2016,60645,15
11/1/2016,60646,3
11/1/2016,60647,51
11/1/2016,60649,14
11/1/2016,60651,26
11/1/2016,60652,5
11/1/2016,60653,7
11/1/2016,60654,16
11/1/2016,60655,9
11/1/2016,60656,7
11/1/2016,60657,17
11/1/2016,60659,8
11/1/2016,60660,4
11/1/2016,60661,27
11/1/2017,60605,6
11/1/2017,60607,13
11/1/2017,60608,35
11/1/2017,60609,13
11/1/2017,60610,41
11/1/2017,60611,10
11/1/2017,60612,14
11/1/2017,60613,29
11/1/2017,60614,34
11/1/2017,60615,5
11/1/2017,60616,8
11/1/2017,60617,18
11/1/2017,60618,27
11/1/2017,60619,16
