long_date,Zip,total_num_crimes,total_num_noise,month_year,Full_date,short_date,zip_code,city_state,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count
07/1/2017,60659,7,7,201707.0,07/1/2017,07/2017,60659.0,"chicago, il",295050.0,88.0,51.0,44.0,153.8345411,1200.0,299654.0,132.0
07/1/2017,60660,7,7,201707.0,07/1/2017,07/2017,60660.0,"chicago, il",229950.0,134.0,44.0,80.0,171.11111110000002,900.0,302868.0,248.0
07/1/2017,60661,26,26,201707.0,07/1/2017,07/2017,60661.0,"chicago, il",435050.0,17.0,31.0,20.0,366.27906980000006,1190.0,476894.0,55.0
07/1/2017,60706,1,1,,,,,,,,,,,,,
07/1/2017,60707,6,6,,,,,,,,,,,,,
07/1/2017,60712,2,2,,,,,,,,,,,,,
07/1/2017,60714,0,0,,,,,,,,,,,,,
07/1/2017,60803,1,1,,,,,,,,,,,,,
07/1/2017,90615,6,6,,,,,,,,,,,,,
07/1/2018,9020,0,0,,,,,,,,,,,,,
07/1/2018,60018,0,0,,,,,,,,,,,,,
07/1/2018,60068,0,0,,,,,,,,,,,,,
07/1/2018,60176,1,1,,,,,,,,,,,,,
07/1/2018,60202,1,1,,,,,,,,,,,,,
07/1/2018,60302,18,18,,,,,,,,,,,,,
07/1/2018,60459,1,1,,,,,,,,,,,,,
07/1/2018,60602,39,39,201807.0,07/1/2018,07/2018,60602.0,"chicago, il",680050.0,22.0,66.0,4.0,450.2456897,1580.5,1075127.0,26.0
07/1/2018,60605,11,11,201807.0,07/1/2018,07/2018,60605.0,"chicago, il",448000.0,259.0,46.5,108.0,329.2894717,1265.0,717634.0,370.0
07/1/2018,60607,22,22,201807.0,07/1/2018,07/2018,60607.0,"chicago, il",527550.0,186.0,36.0,116.0,343.2103234,1300.0,715967.0,382.0
07/1/2018,60608,33,33,201807.0,07/1/2018,07/2018,60608.0,"chicago, il",300050.0,105.0,37.0,60.0,244.55831969999997,1147.0,357232.0,174.0
07/1/2018,60609,15,15,201807.0,07/1/2018,07/2018,60609.0,"chicago, il",202050.0,60.0,52.5,20.0,165.5816135,1212.5,253125.0,99.0
07/1/2018,60610,47,47,201807.0,07/1/2018,07/2018,60610.0,"chicago, il",572550.0,436.0,42.0,208.0,338.0210773,1307.5,1056677.0,582.0
07/1/2018,60611,22,22,201807.0,07/1/2018,07/2018,60611.0,"chicago, il",595050.0,685.0,60.5,224.0,410.0961538,1323.5,1013871.0,889.0
07/1/2018,60612,25,25,201807.0,07/1/2018,07/2018,60612.0,"chicago, il",319050.0,87.0,43.0,52.0,185.50516919999998,1349.0,486752.0,134.0
07/1/2018,60613,31,31,201807.0,07/1/2018,07/2018,60613.0,"chicago, il",332050.0,258.0,31.0,168.0,221.36945809999997,900.5,568018.0,428.0
07/1/2018,60614,38,38,201807.0,07/1/2018,07/2018,60614.0,"chicago, il",739500.0,546.0,43.5,264.0,319.76948050000004,1400.0,1310553.0,811.0
07/1/2018,60615,9,9,201807.0,07/1/2018,07/2018,60615.0,"chicago, il",240050.0,176.0,54.0,68.0,133.5294118,1598.0,412965.0,265.0
07/1/2018,60616,25,25,201807.0,07/1/2018,07/2018,60616.0,"chicago, il",348050.0,149.0,40.5,72.0,243.547619,1105.0,430061.0,259.0
07/1/2018,60617,20,20,201807.0,07/1/2018,07/2018,60617.0,"chicago, il",125050.0,178.0,51.5,84.0,86.16060606,1225.5,124714.0,286.0
07/1/2018,60618,43,43,201807.0,07/1/2018,07/2018,60618.0,"chicago, il",524950.0,297.0,37.5,164.0,216.0862069,1342.5,652579.0,467.0
07/1/2018,60619,15,15,201807.0,07/1/2018,07/2018,60619.0,"chicago, il",129547.5,164.0,46.5,84.0,81.10119048,1239.0,129954.0,271.0
07/1/2018,60620,14,14,201807.0,07/1/2018,07/2018,60620.0,"chicago, il",136800.0,182.0,46.0,76.0,83.5,1307.0,126813.0,283.0
07/1/2018,60621,9,9,201807.0,07/1/2018,07/2018,60621.0,"chicago, il",45950.0,36.0,87.0,8.0,22.64699074,1535.5,52307.0,50.0
07/1/2018,60622,33,33,201807.0,07/1/2018,07/2018,60622.0,"chicago, il",599488.0,277.0,36.0,188.0,243.16071430000002,1440.5,717361.0,421.0
07/1/2018,60623,20,20,201807.0,07/1/2018,07/2018,60623.0,"chicago, il",130050.0,26.0,52.0,12.0,91.22291022,1381.5,155682.0,55.0
07/1/2018,60624,23,23,201807.0,07/1/2018,07/2018,60624.0,"chicago, il",139000.0,23.0,52.0,8.0,90.16906214,1450.0,152759.0,34.0
07/1/2018,60625,24,24,201807.0,07/1/2018,07/2018,60625.0,"chicago, il",319999.5,186.0,34.5,136.0,170.71428569999998,1000.0,447329.0,290.0
07/1/2018,60626,2,2,201807.0,07/1/2018,07/2018,60626.0,"chicago, il",184800.0,121.0,43.5,72.0,144.95,800.0,227326.0,196.0
07/1/2018,60628,19,19,201807.0,07/1/2018,07/2018,60628.0,"chicago, il",80050.0,228.0,53.0,100.0,62.35891004,1122.5,88132.0,347.0
07/1/2018,60629,12,12,201807.0,07/1/2018,07/2018,60629.0,"chicago, il",189950.0,122.0,38.0,76.0,128.6315187,1210.5,185605.0,247.0
07/1/2018,60630,16,16,201807.0,07/1/2018,07/2018,60630.0,"chicago, il",350000.0,128.0,30.0,116.0,184.6754386,1500.0,371885.0,224.0
07/1/2018,60631,8,8,201807.0,07/1/2018,07/2018,60631.0,"chicago, il",376050.0,108.0,38.5,68.0,208.75,1330.0,395813.0,171.0
07/1/2018,60632,23,23,201807.0,07/1/2018,07/2018,60632.0,"chicago, il",213550.0,53.0,34.0,40.0,172.0843455,1170.5,214529.0,103.0
07/1/2018,60633,2,2,201807.0,07/1/2018,07/2018,60633.0,"chicago, il",142250.0,47.0,58.0,12.0,109.6981104,1112.5,135041.0,68.0
07/1/2018,60634,20,20,201807.0,07/1/2018,07/2018,60634.0,"chicago, il",322550.0,224.0,32.5,144.0,180.11865519999998,1422.5,320860.0,368.0
07/1/2018,60636,20,20,201807.0,07/1/2018,07/2018,60636.0,"chicago, il",49950.0,84.0,72.5,24.0,37.56504525,1100.0,62196.0,118.0
07/1/2018,60637,35,35,201807.0,07/1/2018,07/2018,60637.0,"chicago, il",189500.0,104.0,74.0,32.0,111.0702055,1500.0,268733.0,176.0
07/1/2018,60638,10,10,201807.0,07/1/2018,07/2018,60638.0,"chicago, il",258294.5,157.0,37.5,100.0,182.7636424,1141.5,269735.0,276.0
07/1/2018,60639,16,16,201807.0,07/1/2018,07/2018,60639.0,"chicago, il",274500.0,79.0,42.0,40.0,146.9444444,1400.5,273409.0,133.0
07/1/2018,60640,19,19,201807.0,07/1/2018,07/2018,60640.0,"chicago, il",283400.0,242.0,33.5,140.0,195.1608392,850.0,373755.0,392.0
07/1/2018,60641,13,13,201807.0,07/1/2018,07/2018,60641.0,"chicago, il",344750.0,126.0,32.0,68.0,182.5675926,1420.0,406543.0,230.0
07/1/2018,60642,15,15,201807.0,07/1/2018,07/2018,60642.0,"chicago, il",594550.0,94.0,31.0,64.0,267.7676768,1400.0,629742.0,141.0
07/1/2018,60643,22,22,201807.0,07/1/2018,07/2018,60643.0,"chicago, il",191300.0,211.0,51.0,96.0,117.79429990000001,1500.0,239678.0,315.0
07/1/2018,60644,8,8,201807.0,07/1/2018,07/2018,60644.0,"chicago, il",112000.0,34.0,30.5,20.0,65.60468845,1233.0,118478.0,61.0
07/1/2018,60645,15,15,201807.0,07/1/2018,07/2018,60645.0,"chicago, il",240000.0,120.0,43.5,64.0,148.86956519999998,1300.0,303281.0,196.0
07/1/2018,60646,6,6,201807.0,07/1/2018,07/2018,60646.0,"chicago, il",480050.0,125.0,37.0,68.0,206.25,1947.0,545492.0,175.0
07/1/2018,60647,38,38,201807.0,07/1/2018,07/2018,60647.0,"chicago, il",535050.0,225.0,31.0,148.0,196.1988304,1055.0,604352.0,382.0
07/1/2018,60649,14,14,201807.0,07/1/2018,07/2018,60649.0,"chicago, il",125050.0,78.0,53.0,36.0,79.20491453,1400.0,155700.0,128.0
07/1/2018,60651,21,21,201807.0,07/1/2018,07/2018,60651.0,"chicago, il",199950.0,48.0,31.5,28.0,116.0732139,1462.0,201052.0,87.0
07/1/2018,60652,6,6,201807.0,07/1/2018,07/2018,60652.0,"chicago, il",199050.0,108.0,41.0,52.0,145.01137580000002,1203.0,191298.0,207.0
07/1/2018,60653,11,11,201807.0,07/1/2018,07/2018,60653.0,"chicago, il",314500.0,85.0,38.5,36.0,144.0145226,1725.0,367086.0,159.0
07/1/2018,60654,7,7,201807.0,07/1/2018,07/2018,60654.0,"chicago, il",525550.0,250.0,46.0,104.0,401.2791573,1271.0,885490.0,375.0
07/1/2018,60655,12,12,201807.0,07/1/2018,07/2018,60655.0,"chicago, il",255925.0,83.0,34.5,48.0,178.5238095,1265.0,280374.0,133.0
07/1/2018,60656,9,9,201807.0,07/1/2018,07/2018,60656.0,"chicago, il",308500.0,80.0,35.5,56.0,180.26041669999998,1070.0,316633.0,129.0
07/1/2018,60657,20,20,201807.0,07/1/2018,07/2018,60657.0,"chicago, il",522550.0,381.0,36.5,232.0,255.5619048,1225.0,715348.0,616.0
07/1/2018,60659,8,8,201807.0,07/1/2018,07/2018,60659.0,"chicago, il",229050.0,77.0,46.0,36.0,160.55633469999998,1168.5,274003.0,120.0
07/1/2018,60660,9,9,201807.0,07/1/2018,07/2018,60660.0,"chicago, il",247500.0,146.0,36.0,64.0,164.13068180000002,1017.5,303517.0,246.0
07/1/2018,60661,25,25,201807.0,07/1/2018,07/2018,60661.0,"chicago, il",427050.0,51.0,25.0,32.0,334.3640977,1034.0,444810.0,81.0
07/1/2018,60706,0,0,,,,,,,,,,,,,
07/1/2018,60707,5,5,,,,,,,,,,,,,
07/1/2018,60712,1,1,,,,,,,,,,,,,
07/1/2018,60714,0,0,,,,,,,,,,,,,
07/1/2018,60804,1,1,,,,,,,,,,,,,
07/1/2018,60805,0,0,,,,,,,,,,,,,
07/1/2018,60827,0,0,,,,,,,,,,,,,
07/1/2018,90615,6,6,,,,,,,,,,,,,
07/1/2019,9020,0,0,,,,,,,,,,,,,
07/1/2019,60018,0,0,,,,,,,,,,,,,
07/1/2019,60176,1,1,,,,,,,,,,,,,
07/1/2019,60202,4,4,,,,,,,,,,,,,
07/1/2019,60302,18,18,,,,,,,,,,,,,
07/1/2019,60459,0,0,,,,,,,,,,,,,
07/1/2019,60501,0,0,,,,,,,,,,,,,
07/1/2019,60602,31,31,201907.0,07/1/2019,07/2019,60602.0,"chicago, il",712000.0,30.0,51.0,8.0,482.6947637,1534.5,953317.0,35.0
07/1/2019,60605,13,13,201907.0,07/1/2019,07/2019,60605.0,"chicago, il",415050.0,254.0,45.0,104.0,321.7276423,1217.5,697067.0,417.0
07/1/2019,60607,27,27,201907.0,07/1/2019,07/2019,60607.0,"chicago, il",465000.0,248.0,37.5,112.0,325.51693969999997,1250.0,661294.0,373.0
07/1/2019,60608,35,35,201907.0,07/1/2019,07/2019,60608.0,"chicago, il",342450.0,111.0,39.5,52.0,223.81275440000002,1199.0,386126.0,190.0
07/1/2019,60609,24,24,201907.0,07/1/2019,07/2019,60609.0,"chicago, il",209500.0,63.0,60.5,16.0,118.2344203,1458.5,267904.0,103.0
07/1/2019,60610,36,36,201907.0,07/1/2019,07/2019,60610.0,"chicago, il",567500.0,457.0,49.0,168.0,346.94244439999994,1415.0,1096446.0,574.0
07/1/2019,60611,10,10,201907.0,07/1/2019,07/2019,60611.0,"chicago, il",625050.0,772.0,63.5,228.0,412.28070180000003,1400.0,1029445.0,965.0
07/1/2019,60612,22,22,201907.0,07/1/2019,07/2019,60612.0,"chicago, il",372050.0,99.0,37.0,56.0,187.55990419999998,1300.0,470386.0,156.0
07/1/2019,60613,26,26,201907.0,07/1/2019,07/2019,60613.0,"chicago, il",367050.0,278.0,38.5,128.0,229.15,1100.0,573120.0,432.0
07/1/2019,60614,34,34,201907.0,07/1/2019,07/2019,60614.0,"chicago, il",649944.0,625.0,38.5,344.0,310.7965686,1300.0,1088148.0,906.0
07/1/2019,60615,11,11,201907.0,07/1/2019,07/2019,60615.0,"chicago, il",270050.0,172.0,52.5,68.0,144.6480231,1609.5,431817.0,250.0
07/1/2019,60616,21,21,201907.0,07/1/2019,07/2019,60616.0,"chicago, il",396800.0,168.0,38.0,96.0,272.5174216,1210.0,462233.0,279.0
07/1/2019,60617,20,20,201907.0,07/1/2019,07/2019,60617.0,"chicago, il",128950.0,152.0,49.5,72.0,88.87454665,1301.5,131939.0,253.0
07/1/2019,60618,37,37,201907.0,07/1/2019,07/2019,60618.0,"chicago, il",486500.0,293.0,33.0,184.0,219.4545455,1445.5,598680.0,437.0
07/1/2019,60619,28,28,201907.0,07/1/2019,07/2019,60619.0,"chicago, il",130050.0,136.0,55.5,44.0,84.41176471,1300.0,129695.0,236.0
07/1/2019,60620,24,24,201907.0,07/1/2019,07/2019,60620.0,"chicago, il",138250.0,154.0,48.5,96.0,86.12414709999999,1348.0,140339.0,246.0
07/1/2019,60621,8,8,201907.0,07/1/2019,07/2019,60621.0,"chicago, il",47450.0,33.0,74.0,16.0,30.125,1105.0,62002.0,48.0
07/1/2019,60622,25,25,201907.0,07/1/2019,07/2019,60622.0,"chicago, il",562050.0,279.0,33.5,188.0,237.0231429,1300.0,692902.0,412.0
07/1/2019,60623,28,28,201907.0,07/1/2019,07/2019,60623.0,"chicago, il",139500.0,23.0,51.5,8.0,71.40231092,1472.0,134228.0,41.0
07/1/2019,60624,38,38,201907.0,07/1/2019,07/2019,60624.0,"chicago, il",161050.0,25.0,54.0,12.0,92.52347919,1351.5,167273.0,34.0
07/1/2019,60625,26,26,201907.0,07/1/2019,07/2019,60625.0,"chicago, il",315000.0,189.0,35.5,96.0,183.05263159999998,1100.0,441887.0,279.0
07/1/2019,60626,4,4,201907.0,07/1/2019,07/2019,60626.0,"chicago, il",182550.0,119.0,43.5,60.0,150.9420691,900.0,236335.0,187.0
07/1/2019,60628,21,21,201907.0,07/1/2019,07/2019,60628.0,"chicago, il",106250.0,211.0,52.5,92.0,76.41823218,1238.0,107190.0,330.0
07/1/2019,60629,26,26,201907.0,07/1/2019,07/2019,60629.0,"chicago, il",219950.0,90.0,38.5,44.0,147.05882350000002,1230.0,208733.0,203.0
07/1/2019,60630,25,25,201907.0,07/1/2019,07/2019,60630.0,"chicago, il",349000.0,131.0,33.0,72.0,180.9550613,1342.0,351813.0,228.0
07/1/2019,60631,6,6,201907.0,07/1/2019,07/2019,60631.0,"chicago, il",382500.0,119.0,36.5,84.0,197.9055476,1637.5,428409.0,182.0
07/1/2019,60632,22,22,201907.0,07/1/2019,07/2019,60632.0,"chicago, il",243944.0,58.0,32.5,40.0,133.8839093,1415.0,246379.0,94.0
07/1/2019,60634,18,18,201907.0,07/1/2019,07/2019,60634.0,"chicago, il",321999.5,218.0,31.0,172.0,182.1419368,1500.0,332443.0,359.0
07/1/2019,60636,23,23,201907.0,07/1/2019,07/2019,60636.0,"chicago, il",73250.0,68.0,65.5,28.0,54.92063492,1096.0,85649.0,104.0
07/1/2019,60637,32,32,201907.0,07/1/2019,07/2019,60637.0,"chicago, il",174050.0,93.0,45.0,32.0,116.3888889,1300.0,228275.0,154.0
07/1/2019,60638,16,16,201907.0,07/1/2019,07/2019,60638.0,"chicago, il",267450.0,149.0,32.5,96.0,185.1633892,1180.5,267187.0,266.0
07/1/2019,60639,18,18,201907.0,07/1/2019,07/2019,60639.0,"chicago, il",286300.0,73.0,31.5,52.0,153.5160428,1422.0,279104.0,122.0
07/1/2019,60640,17,17,201907.0,07/1/2019,07/2019,60640.0,"chicago, il",284994.0,232.0,38.5,108.0,195.81818180000002,925.0,411886.0,372.0
07/1/2019,60641,16,16,201907.0,07/1/2019,07/2019,60641.0,"chicago, il",334216.5,127.0,39.5,60.0,166.64806480000001,1221.0,400342.0,210.0
07/1/2019,60642,14,14,201907.0,07/1/2019,07/2019,60642.0,"chicago, il",549500.0,155.0,33.0,124.0,261.7120292,1275.0,585967.0,239.0
07/1/2019,60643,16,16,201907.0,07/1/2019,07/2019,60643.0,"chicago, il",199050.0,201.0,46.0,92.0,129.4871795,1600.0,267086.0,318.0
07/1/2019,60644,11,11,201907.0,07/1/2019,07/2019,60644.0,"chicago, il",127500.0,36.0,42.0,24.0,85.91331269,1390.5,129575.0,68.0
07/1/2019,60645,14,14,201907.0,07/1/2019,07/2019,60645.0,"chicago, il",199450.0,115.0,37.5,60.0,138.79738559999998,1176.0,283410.0,183.0
07/1/2019,60646,3,3,201907.0,07/1/2019,07/2019,60646.0,"chicago, il",439950.0,111.0,37.5,56.0,221.73526800000002,1702.0,523603.0,170.0
07/1/2019,60647,37,37,201907.0,07/1/2019,07/2019,60647.0,"chicago, il",515050.0,218.0,35.5,116.0,256.71745519999996,1450.0,638471.0,370.0
07/1/2019,60649,16,16,201907.0,07/1/2019,07/2019,60649.0,"chicago, il",125000.0,84.0,67.5,32.0,79.08333333,1425.0,148101.0,136.0
07/1/2019,60651,26,26,201907.0,07/1/2019,07/2019,60651.0,"chicago, il",234049.5,55.0,36.5,40.0,132.0165945,1420.5,242480.0,90.0
07/1/2019,60652,4,4,201907.0,07/1/2019,07/2019,60652.0,"chicago, il",212500.0,84.0,33.0,48.0,141.7614351,1192.5,203269.0,153.0
07/1/2019,60653,8,8,201907.0,07/1/2019,07/2019,60653.0,"chicago, il",347450.0,110.0,44.0,36.0,140.17760619999999,1700.0,384939.0,175.0
07/1/2019,60654,8,8,201907.0,07/1/2019,07/2019,60654.0,"chicago, il",499994.0,273.0,43.5,100.0,383.9363625,1200.0,809739.0,396.0
07/1/2019,60655,8,8,201907.0,07/1/2019,07/2019,60655.0,"chicago, il",269450.0,80.0,36.0,44.0,172.85664340000002,1403.0,289008.0,123.0
07/1/2019,60656,9,9,201907.0,07/1/2019,07/2019,60656.0,"chicago, il",289050.0,91.0,38.0,48.0,186.0,1100.0,286237.0,143.0
07/1/2019,60657,17,17,201907.0,07/1/2019,07/2019,60657.0,"chicago, il",500000.0,496.0,35.5,284.0,249.3914015,1140.0,610519.0,682.0
07/1/2019,60659,7,7,201907.0,07/1/2019,07/2019,60659.0,"chicago, il",204500.0,60.0,44.5,28.0,147.47916669999998,1000.5,262850.0,109.0
07/1/2019,60660,10,10,201907.0,07/1/2019,07/2019,60660.0,"chicago, il",230050.0,176.0,40.5,76.0,163.75,1000.0,291705.0,272.0
07/1/2019,60661,37,37,201907.0,07/1/2019,07/2019,60661.0,"chicago, il",442500.0,62.0,42.0,36.0,349.9142186,1075.5,484367.0,98.0
07/1/2019,60706,0,0,,,,,,,,,,,,,
07/1/2019,60707,5,5,,,,,,,,,,,,,
07/1/2019,60712,1,1,,,,,,,,,,,,,
07/1/2019,60803,0,0,,,,,,,,,,,,,
07/1/2019,60805,0,0,,,,,,,,,,,,,
07/1/2019,60827,3,3,,,,,,,,,,,,,
07/1/2019,90615,8,8,,,,,,,,,,,,,
07/1/2020,9020,0,0,,,,,,,,,,,,,
07/1/2020,60068,0,0,,,,,,,,,,,,,
07/1/2020,60202,1,1,,,,,,,,,,,,,
07/1/2020,60302,12,12,,,,,,,,,,,,,
07/1/2020,60402,0,0,,,,,,,,,,,,,
07/1/2020,60459,1,1,,,,,,,,,,,,,
07/1/2020,60602,14,14,202007.0,07/1/2020,07/2020,60602.0,"chicago, il",949300.0,29.0,42.5,16.0,504.5454545,1676.5,1134094.0,33.0
07/1/2020,60605,7,7,202007.0,07/1/2020,07/2020,60605.0,"chicago, il",419000.0,275.0,33.0,172.0,319.1762452,1290.0,704000.0,469.0
07/1/2020,60607,15,15,202007.0,07/1/2020,07/2020,60607.0,"chicago, il",506950.0,239.0,26.5,176.0,350.199187,1222.0,672183.0,378.0
07/1/2020,60608,18,18,202007.0,07/1/2020,07/2020,60608.0,"chicago, il",342499.5,95.0,40.5,56.0,247.7139037,1225.5,408028.0,191.0
07/1/2020,60609,16,16,202007.0,07/1/2020,07/2020,60609.0,"chicago, il",268938.0,45.0,33.5,24.0,174.375,1350.0,298695.0,72.0
07/1/2020,60610,22,22,202007.0,07/1/2020,07/2020,60610.0,"chicago, il",549050.0,516.0,35.5,272.0,345.30929080000004,1292.5,926780.0,630.0
07/1/2020,60611,6,6,202007.0,07/1/2020,07/2020,60611.0,"chicago, il",602050.0,822.0,49.5,348.0,408.4725889,1411.5,998541.0,946.0
07/1/2020,60612,13,13,202007.0,07/1/2020,07/2020,60612.0,"chicago, il",394500.0,82.0,32.5,40.0,204.6920821,1216.0,508674.0,150.0
07/1/2020,60613,20,20,202007.0,07/1/2020,07/2020,60613.0,"chicago, il",327550.0,297.0,30.0,204.0,224.95,875.0,537205.0,452.0
07/1/2020,60614,21,21,202007.0,07/1/2020,07/2020,60614.0,"chicago, il",696550.0,600.0,32.0,416.0,320.6875,1412.5,1060021.0,913.0
07/1/2020,60615,2,2,202007.0,07/1/2020,07/2020,60615.0,"chicago, il",242550.0,144.0,50.5,80.0,140.36858469999999,1500.0,427564.0,241.0
07/1/2020,60616,11,11,202007.0,07/1/2020,07/2020,60616.0,"chicago, il",380050.0,169.0,30.0,136.0,273.75,1202.5,465346.0,302.0
07/1/2020,60617,13,13,202007.0,07/1/2020,07/2020,60617.0,"chicago, il",137300.0,121.0,51.0,64.0,99.44875,1229.0,147003.0,236.0
07/1/2020,60618,22,22,202007.0,07/1/2020,07/2020,60618.0,"chicago, il",504500.0,216.0,30.5,216.0,249.5384615,1450.0,609305.0,413.0
07/1/2020,60619,9,9,202007.0,07/1/2020,07/2020,60619.0,"chicago, il",134950.0,110.0,55.5,56.0,88.88888889,1265.0,138988.0,226.0
07/1/2020,60620,11,11,202007.0,07/1/2020,07/2020,60620.0,"chicago, il",147050.0,97.0,76.5,40.0,95.97493113,1305.0,151592.0,244.0
07/1/2020,60621,6,6,202007.0,07/1/2020,07/2020,60621.0,"chicago, il",79550.0,24.0,71.0,8.0,58.01011906,1300.0,87207.0,44.0
07/1/2020,60622,16,16,202007.0,07/1/2020,07/2020,60622.0,"chicago, il",599544.0,229.0,24.5,216.0,248.55,1372.5,713696.0,423.0
07/1/2020,60623,20,20,202007.0,07/1/2020,07/2020,60623.0,"chicago, il",151550.0,16.0,61.0,12.0,86.89943978,1479.5,165390.0,35.0
07/1/2020,60624,10,10,202007.0,07/1/2020,07/2020,60624.0,"chicago, il",117050.0,20.0,74.5,8.0,84.84525079999999,1115.0,135333.0,27.0
07/1/2020,60625,20,20,202007.0,07/1/2020,07/2020,60625.0,"chicago, il",384050.0,147.0,30.0,96.0,211.0,1100.0,498941.0,264.0
07/1/2020,60626,2,2,202007.0,07/1/2020,07/2020,60626.0,"chicago, il",195049.5,106.0,32.5,72.0,154.33333330000002,1026.0,220810.0,183.0
07/1/2020,60628,11,11,202007.0,07/1/2020,07/2020,60628.0,"chicago, il",98800.0,147.0,78.5,48.0,76.86463032,1196.5,106316.0,281.0
07/1/2020,60629,7,7,202007.0,07/1/2020,07/2020,60629.0,"chicago, il",219550.0,68.0,40.0,48.0,145.19047619999998,1277.5,213954.0,163.0
07/1/2020,60630,11,11,202007.0,07/1/2020,07/2020,60630.0,"chicago, il",332000.0,83.0,31.0,68.0,181.6268939,1243.5,338144.0,190.0
07/1/2020,60631,3,3,202007.0,07/1/2020,07/2020,60631.0,"chicago, il",389500.0,88.0,33.5,76.0,202.29273999999998,1316.0,407171.0,182.0
07/1/2020,60632,7,7,202007.0,07/1/2020,07/2020,60632.0,"chicago, il",250000.0,38.0,44.0,20.0,167.0665554,1550.0,273501.0,78.0
07/1/2020,60633,2,2,202007.0,07/1/2020,07/2020,60633.0,"chicago, il",137500.0,19.0,39.5,12.0,120.8870968,1296.5,148155.0,40.0
07/1/2020,60634,14,14,202007.0,07/1/2020,07/2020,60634.0,"chicago, il",339500.0,123.0,27.0,112.0,176.3621795,1384.0,341362.0,289.0
07/1/2020,60636,10,10,202007.0,07/1/2020,07/2020,60636.0,"chicago, il",88950.0,35.0,87.5,20.0,60.36816957,1058.0,98704.0,74.0
07/1/2020,60637,20,20,202007.0,07/1/2020,07/2020,60637.0,"chicago, il",215000.0,90.0,66.5,44.0,131.3231982,1452.0,349395.0,161.0
07/1/2020,60638,9,9,202007.0,07/1/2020,07/2020,60638.0,"chicago, il",277250.0,86.0,39.0,64.0,177.34935159999998,1244.5,280869.0,219.0
07/1/2020,60639,14,14,202007.0,07/1/2020,07/2020,60639.0,"chicago, il",265550.0,46.0,45.0,20.0,147.27211609999998,1400.0,267411.0,84.0
07/1/2020,60640,10,10,202007.0,07/1/2020,07/2020,60640.0,"chicago, il",327500.0,203.0,30.0,176.0,206.97115380000002,992.5,413189.0,356.0
07/1/2020,60641,13,13,202007.0,07/1/2020,07/2020,60641.0,"chicago, il",337050.0,86.0,28.0,76.0,166.77490869999997,1000.0,415114.0,182.0
07/1/2020,60642,5,5,202007.0,07/1/2020,07/2020,60642.0,"chicago, il",627550.0,134.0,31.0,92.0,265.5357143,1325.0,652502.0,226.0
07/1/2020,60643,14,14,202007.0,07/1/2020,07/2020,60643.0,"chicago, il",234950.0,99.0,53.0,60.0,140.19108640000002,1496.5,284133.0,246.0
07/1/2020,60644,9,9,202007.0,07/1/2020,07/2020,60644.0,"chicago, il",172450.0,22.0,41.0,12.0,104.3036914,1510.0,185233.0,57.0
07/1/2020,60645,13,13,202007.0,07/1/2020,07/2020,60645.0,"chicago, il",189550.0,95.0,43.0,68.0,140.0,1139.0,259276.0,146.0
07/1/2020,60646,3,3,202007.0,07/1/2020,07/2020,60646.0,"chicago, il",544500.0,68.0,31.5,48.0,237.6697965,1800.0,620950.0,130.0
07/1/2020,60647,31,31,202007.0,07/1/2020,07/2020,60647.0,"chicago, il",512050.0,188.0,24.0,196.0,208.101173,1100.0,617459.0,410.0
07/1/2020,60649,3,3,202007.0,07/1/2020,07/2020,60649.0,"chicago, il",100050.0,58.0,74.5,24.0,64.13570556,1225.0,146129.0,97.0
07/1/2020,60651,22,22,202007.0,07/1/2020,07/2020,60651.0,"chicago, il",213800.0,47.0,34.5,32.0,122.7268182,1400.0,228529.0,91.0
07/1/2020,60652,5,5,202007.0,07/1/2020,07/2020,60652.0,"chicago, il",213750.0,33.0,58.0,24.0,140.3615479,1110.0,190520.0,105.0
07/1/2020,60653,5,5,202007.0,07/1/2020,07/2020,60653.0,"chicago, il",379550.0,67.0,47.5,52.0,139.5,1830.0,401861.0,152.0
07/1/2020,60654,3,3,202007.0,07/1/2020,07/2020,60654.0,"chicago, il",479550.0,328.0,30.5,228.0,374.52752189999995,1190.5,716169.0,421.0
07/1/2020,60655,5,5,202007.0,07/1/2020,07/2020,60655.0,"chicago, il",265000.0,51.0,36.5,48.0,183.269158,1310.0,300031.0,114.0
07/1/2020,60656,5,5,202007.0,07/1/2020,07/2020,60656.0,"chicago, il",304050.0,76.0,31.0,60.0,161.8062201,1175.0,285588.0,157.0
07/1/2020,60657,8,8,202007.0,07/1/2020,07/2020,60657.0,"chicago, il",469550.0,409.0,27.0,328.0,257.8297346,1200.0,593610.0,671.0
07/1/2020,60659,5,5,202007.0,07/1/2020,07/2020,60659.0,"chicago, il",182050.0,49.0,40.5,20.0,144.561747,900.0,232558.0,88.0
07/1/2020,60660,9,9,202007.0,07/1/2020,07/2020,60660.0,"chicago, il",248550.0,142.0,36.5,80.0,178.12354309999998,1100.0,308633.0,251.0
07/1/2020,60661,12,12,202007.0,07/1/2020,07/2020,60661.0,"chicago, il",404550.0,79.0,24.0,68.0,336.1858191,919.0,430903.0,106.0
07/1/2020,60706,0,0,,,,,,,,,,,,,
07/1/2020,60707,2,2,,,,,,,,,,,,,
07/1/2020,60712,2,2,,,,,,,,,,,,,
