long_date,Zip,total_num_crimes,total_num_noise,month_year,Full_date,short_date,zip_code,city_state,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count
03/1/2018,60176,1,1,,,,,,,,,,,,,
03/1/2018,60202,1,1,,,,,,,,,,,,,
03/1/2018,60302,17,17,,,,,,,,,,,,,
03/1/2018,60602,44,44,,,,,,,,,,,,,
03/1/2018,60605,8,8,201803.0,03/1/2018,03/2018,60605.0,"chicago, il",399550.0,205.0,35.0,128.0,326.1538462,1260.0,712494.0,304.0
03/1/2018,60607,19,19,201803.0,03/1/2018,03/2018,60607.0,"chicago, il",499050.0,130.0,37.0,88.0,317.31640980000003,1350.0,768338.0,364.0
03/1/2018,60608,25,25,201803.0,03/1/2018,03/2018,60608.0,"chicago, il",329950.0,71.0,28.0,60.0,245.25833880000002,1165.0,369781.0,131.0
03/1/2018,60609,12,12,201803.0,03/1/2018,03/2018,60609.0,"chicago, il",215050.0,48.0,51.0,24.0,112.7272727,1325.0,238863.0,82.0
03/1/2018,60610,35,35,201803.0,03/1/2018,03/2018,60610.0,"chicago, il",569050.0,354.0,33.0,184.0,341.66583330000003,1300.0,1187470.0,538.0
03/1/2018,60611,17,17,201803.0,03/1/2018,03/2018,60611.0,"chicago, il",622050.0,608.0,46.0,268.0,409.67741939999996,1423.0,1125291.0,806.0
03/1/2018,60612,23,23,201803.0,03/1/2018,03/2018,60612.0,"chicago, il",378050.0,63.0,31.0,44.0,166.6,1452.0,554095.0,123.0
03/1/2018,60613,23,23,201803.0,03/1/2018,03/2018,60613.0,"chicago, il",375050.0,205.0,31.0,144.0,215.21739130000003,900.0,589189.0,389.0
03/1/2018,60614,30,30,201803.0,03/1/2018,03/2018,60614.0,"chicago, il",785050.0,443.0,29.0,340.0,318.1818182,1500.0,1388777.0,711.0
03/1/2018,60615,6,6,201803.0,03/1/2018,03/2018,60615.0,"chicago, il",199950.0,147.0,67.0,52.0,123.07692309999999,1465.0,382716.0,223.0
03/1/2018,60616,12,12,201803.0,03/1/2018,03/2018,60616.0,"chicago, il",344050.0,132.0,35.0,96.0,261.5189873,1133.0,434810.0,235.0
03/1/2018,60617,9,9,201803.0,03/1/2018,03/2018,60617.0,"chicago, il",125050.0,177.0,59.0,76.0,91.27789047,1280.0,128065.0,285.0
03/1/2018,60618,44,44,201803.0,03/1/2018,03/2018,60618.0,"chicago, il",599050.0,222.0,27.0,204.0,231.25,1500.0,719916.0,421.0
03/1/2018,60619,15,15,201803.0,03/1/2018,03/2018,60619.0,"chicago, il",124050.0,171.0,68.0,68.0,83.79510309,1209.0,124051.0,273.0
03/1/2018,60620,12,12,201803.0,03/1/2018,03/2018,60620.0,"chicago, il",119949.0,167.0,60.0,68.0,71.69565217,1250.0,120522.0,281.0
03/1/2018,60621,9,9,201803.0,03/1/2018,03/2018,60621.0,"chicago, il",45050.0,36.0,87.0,8.0,25.65982405,1422.0,55839.0,50.0
03/1/2018,60622,34,34,201803.0,03/1/2018,03/2018,60622.0,"chicago, il",612050.0,186.0,26.0,176.0,235.75757579999998,1300.0,745780.0,391.0
03/1/2018,60623,24,24,201803.0,03/1/2018,03/2018,60623.0,"chicago, il",149950.0,21.0,33.0,12.0,99.93333333,1363.0,166620.0,35.0
03/1/2018,60624,20,20,201803.0,03/1/2018,03/2018,60624.0,"chicago, il",100050.0,22.0,109.0,8.0,52.08333333,1504.0,116407.0,35.0
03/1/2018,60625,27,27,201803.0,03/1/2018,03/2018,60625.0,"chicago, il",419950.0,118.0,27.0,116.0,184.88372090000001,1100.0,538621.0,251.0
03/1/2018,60626,2,2,201803.0,03/1/2018,03/2018,60626.0,"chicago, il",172050.0,96.0,35.0,76.0,142.73809519999998,900.0,206094.0,162.0
03/1/2018,60628,14,14,201803.0,03/1/2018,03/2018,60628.0,"chicago, il",69950.0,216.0,79.0,76.0,52.67857143,1152.0,80900.0,327.0
03/1/2018,60629,18,18,201803.0,03/1/2018,03/2018,60629.0,"chicago, il",189950.0,123.0,47.0,72.0,125.54744529999999,1217.0,177443.0,219.0
03/1/2018,60630,14,14,201803.0,03/1/2018,03/2018,60630.0,"chicago, il",311950.0,82.0,32.0,64.0,172.1851852,1250.0,352997.0,170.0
03/1/2018,60631,6,6,201803.0,03/1/2018,03/2018,60631.0,"chicago, il",394550.0,75.0,25.0,64.0,188.5142857,1400.0,411889.0,126.0
03/1/2018,60632,10,10,201803.0,03/1/2018,03/2018,60632.0,"chicago, il",219500.0,56.0,42.0,28.0,154.999,1224.0,217750.0,110.0
03/1/2018,60633,3,3,201803.0,03/1/2018,03/2018,60633.0,"chicago, il",138050.0,44.0,43.0,24.0,102.64439809999999,1070.0,123440.0,60.0
03/1/2018,60634,19,19,201803.0,03/1/2018,03/2018,60634.0,"chicago, il",319050.0,175.0,29.0,136.0,175.83333330000002,1400.0,318755.0,300.0
03/1/2018,60636,14,14,201803.0,03/1/2018,03/2018,60636.0,"chicago, il",55050.0,83.0,76.0,24.0,35.84229391,1200.0,65041.0,116.0
03/1/2018,60637,27,27,201803.0,03/1/2018,03/2018,60637.0,"chicago, il",150049.0,101.0,58.0,48.0,87.5,1400.0,241567.0,145.0
03/1/2018,60638,10,10,201803.0,03/1/2018,03/2018,60638.0,"chicago, il",245050.0,132.0,33.0,88.0,178.4249385,1154.0,248940.0,227.0
03/1/2018,60639,13,13,201803.0,03/1/2018,03/2018,60639.0,"chicago, il",263050.0,55.0,30.0,28.0,144.75,1400.0,266092.0,106.0
03/1/2018,60640,20,20,201803.0,03/1/2018,03/2018,60640.0,"chicago, il",275050.0,195.0,32.0,148.0,193.33333330000002,1084.0,415584.0,354.0
03/1/2018,60641,11,11,201803.0,03/1/2018,03/2018,60641.0,"chicago, il",369950.0,94.0,31.0,72.0,181.5789474,1556.0,442732.0,208.0
03/1/2018,60642,17,17,201803.0,03/1/2018,03/2018,60642.0,"chicago, il",600050.0,82.0,31.0,64.0,249.5454545,995.0,671191.0,152.0
03/1/2018,60643,8,8,201803.0,03/1/2018,03/2018,60643.0,"chicago, il",163050.0,177.0,57.0,72.0,113.9240506,1500.0,209653.0,297.0
03/1/2018,60644,11,11,201803.0,03/1/2018,03/2018,60644.0,"chicago, il",74950.0,30.0,59.0,12.0,51.02040816,1100.0,100160.0,57.0
03/1/2018,60645,12,12,201803.0,03/1/2018,03/2018,60645.0,"chicago, il",227500.0,86.0,45.0,56.0,127.7777778,1200.0,274232.0,141.0
03/1/2018,60646,5,5,201803.0,03/1/2018,03/2018,60646.0,"chicago, il",515050.0,93.0,35.0,48.0,219.4046307,2110.0,576761.0,160.0
03/1/2018,60647,46,46,201803.0,03/1/2018,03/2018,60647.0,"chicago, il",549900.0,154.0,32.0,120.0,172.7272727,900.0,659250.0,344.0
03/1/2018,60649,5,5,201803.0,03/1/2018,03/2018,60649.0,"chicago, il",99950.0,84.0,65.0,28.0,68.75,1500.0,162370.0,128.0
03/1/2018,60651,11,11,201803.0,03/1/2018,03/2018,60651.0,"chicago, il",210950.0,47.0,40.0,36.0,123.07692309999999,1385.0,205231.0,89.0
03/1/2018,60652,4,4,201803.0,03/1/2018,03/2018,60652.0,"chicago, il",189950.0,77.0,46.0,52.0,136.984127,1130.0,182291.0,156.0
03/1/2018,60653,12,12,201803.0,03/1/2018,03/2018,60653.0,"chicago, il",295050.0,92.0,53.0,48.0,126.1428571,1758.0,344585.0,165.0
03/1/2018,60654,8,8,201803.0,03/1/2018,03/2018,60654.0,"chicago, il",582550.0,200.0,40.0,120.0,412.5,1316.0,978511.0,345.0
03/1/2018,60655,7,7,201803.0,03/1/2018,03/2018,60655.0,"chicago, il",249950.0,73.0,43.0,44.0,170.7302709,1223.0,266960.0,112.0
03/1/2018,60656,4,4,201803.0,03/1/2018,03/2018,60656.0,"chicago, il",264950.0,53.0,25.0,40.0,173.4705882,1024.0,264126.0,97.0
03/1/2018,60657,19,19,201803.0,03/1/2018,03/2018,60657.0,"chicago, il",575050.0,343.0,29.0,264.0,275.0,1300.0,790134.0,586.0
03/1/2018,60659,4,4,201803.0,03/1/2018,03/2018,60659.0,"chicago, il",254950.0,59.0,39.0,36.0,161.11,1200.0,283520.0,98.0
03/1/2018,60660,2,2,201803.0,03/1/2018,03/2018,60660.0,"chicago, il",209050.0,123.0,34.0,96.0,166.66666669999998,1100.0,291083.0,205.0
03/1/2018,60661,29,29,201803.0,03/1/2018,03/2018,60661.0,"chicago, il",445050.0,29.0,18.0,40.0,357.5,1050.0,467147.0,54.0
03/1/2018,60706,1,1,,,,,,,,,,,,,
03/1/2018,60707,6,6,,,,,,,,,,,,,
03/1/2018,60712,2,2,,,,,,,,,,,,,
03/1/2018,60714,1,1,,,,,,,,,,,,,
03/1/2018,60803,0,0,,,,,,,,,,,,,
03/1/2018,60804,1,1,,,,,,,,,,,,,
03/1/2018,60827,1,1,,,,,,,,,,,,,
03/1/2019,9020,0,0,,,,,,,,,,,,,
03/1/2019,46394,0,0,,,,,,,,,,,,,
03/1/2019,60068,0,0,,,,,,,,,,,,,
03/1/2019,60176,0,0,,,,,,,,,,,,,
03/1/2019,60202,2,2,,,,,,,,,,,,,
03/1/2019,60302,4,4,,,,,,,,,,,,,
03/1/2019,60409,1,1,,,,,,,,,,,,,
03/1/2019,60501,0,0,,,,,,,,,,,,,
03/1/2019,60602,37,37,201903.0,03/1/2019,03/2019,60602.0,"chicago, il",956435.7143,17.0,74.0,0.0,554.5634921,1583.142857,1292303.0,21.0
03/1/2019,60605,7,7,201903.0,03/1/2019,03/2019,60605.0,"chicago, il",425764.2857,199.0,44.0,68.0,316.9745362,1226.285714,755484.0,310.0
03/1/2019,60607,15,15,201903.0,03/1/2019,03/2019,60607.0,"chicago, il",499435.7143,180.0,28.0,112.0,336.0151515,1200.0,659391.0,314.0
03/1/2019,60608,16,16,201903.0,03/1/2019,03/2019,60608.0,"chicago, il",316735.7143,86.0,36.0,56.0,239.7172527,1196.4285710000001,367726.0,137.0
03/1/2019,60609,16,16,201903.0,03/1/2019,03/2019,60609.0,"chicago, il",270478.5714,62.0,52.0,24.0,166.4835165,1582.0,281247.0,101.0
03/1/2019,60610,39,39,201903.0,03/1/2019,03/2019,60610.0,"chicago, il",570050.0,393.0,43.0,164.0,344.9159664,1376.4285710000001,1119726.0,507.0
03/1/2019,60611,16,16,201903.0,03/1/2019,03/2019,60611.0,"chicago, il",615335.7143,660.0,53.0,204.0,425.8491262,1394.285714,1054626.0,871.0
03/1/2019,60612,13,13,201903.0,03/1/2019,03/2019,60612.0,"chicago, il",386764.2857,82.0,29.0,68.0,168.5095238,1357.142857,535926.0,132.0
03/1/2019,60613,13,13,201903.0,03/1/2019,03/2019,60613.0,"chicago, il",364435.7143,237.0,30.0,180.0,225.6793651,1003.428571,585230.0,391.0
03/1/2019,60614,29,29,201903.0,03/1/2019,03/2019,60614.0,"chicago, il",748192.8571,542.0,32.0,332.0,325.6103896,1400.0,1255901.0,825.0
03/1/2019,60615,4,4,201903.0,03/1/2019,03/2019,60615.0,"chicago, il",243721.4286,131.0,43.0,64.0,142.1428571,1393.5714289999999,374421.0,204.0
03/1/2019,60616,13,13,201903.0,03/1/2019,03/2019,60616.0,"chicago, il",382478.5714,136.0,32.0,80.0,270.8333333,1200.0,438191.0,220.0
03/1/2019,60617,13,13,201903.0,03/1/2019,03/2019,60617.0,"chicago, il",103764.2857,165.0,60.0,44.0,80.29285678,1235.4285710000001,118518.0,245.0
03/1/2019,60618,27,27,201903.0,03/1/2019,03/2019,60618.0,"chicago, il",531192.8571,230.0,28.0,160.0,211.9701727,1400.142857,630215.0,398.0
03/1/2019,60619,18,18,201903.0,03/1/2019,03/2019,60619.0,"chicago, il",137907.1429,160.0,58.0,72.0,88.09729064,1260.0,136730.0,247.0
03/1/2019,60620,16,16,201903.0,03/1/2019,03/2019,60620.0,"chicago, il",153692.8571,167.0,49.0,68.0,92.72528598,1344.0,147849.0,263.0
03/1/2019,60621,7,7,201903.0,03/1/2019,03/2019,60621.0,"chicago, il",44329.57143,23.0,102.0,12.0,31.30819896,1360.5714289999999,61790.0,40.0
03/1/2019,60622,27,27,201903.0,03/1/2019,03/2019,60622.0,"chicago, il",586764.2857,251.0,28.0,164.0,223.0983602,1085.714286,694461.0,442.0
03/1/2019,60623,19,19,201903.0,03/1/2019,03/2019,60623.0,"chicago, il",136121.4286,16.0,52.0,4.0,112.5957045,1222.857143,132671.0,36.0
03/1/2019,60624,29,29,201903.0,03/1/2019,03/2019,60624.0,"chicago, il",132907.1429,16.0,57.0,8.0,92.52081999,896.5714286,160168.0,26.0
03/1/2019,60625,17,17,201903.0,03/1/2019,03/2019,60625.0,"chicago, il",359278.5714,122.0,31.0,88.0,198.74458869999998,1268.285714,502939.0,233.0
03/1/2019,60626,3,3,201903.0,03/1/2019,03/2019,60626.0,"chicago, il",169950.0,95.0,37.0,60.0,131.5,785.7142857000001,230849.0,166.0
03/1/2019,60628,16,16,201903.0,03/1/2019,03/2019,60628.0,"chicago, il",102906.7143,203.0,60.0,72.0,80.34294648,1193.142857,107295.0,327.0
03/1/2019,60629,8,8,201903.0,03/1/2019,03/2019,60629.0,"chicago, il",213850.0,91.0,43.0,52.0,129.7619048,1282.285714,203867.0,169.0
03/1/2019,60630,13,13,201903.0,03/1/2019,03/2019,60630.0,"chicago, il",341378.5714,107.0,28.0,108.0,171.0659341,1229.714286,348600.0,181.0
03/1/2019,60631,7,7,201903.0,03/1/2019,03/2019,60631.0,"chicago, il",381047.1429,101.0,36.0,60.0,197.7662338,1439.4285710000001,404018.0,160.0
03/1/2019,60632,7,7,201903.0,03/1/2019,03/2019,60632.0,"chicago, il",230664.2857,42.0,66.0,16.0,144.39054730000004,1308.5714289999999,236144.0,72.0
03/1/2019,60634,12,12,201903.0,03/1/2019,03/2019,60634.0,"chicago, il",305764.2857,182.0,32.0,132.0,174.1512605,1340.857143,307406.0,289.0
03/1/2019,60636,13,13,201903.0,03/1/2019,03/2019,60636.0,"chicago, il",61850.0,59.0,98.0,20.0,46.2755102,1047.4285710000001,66193.0,93.0
03/1/2019,60637,11,11,201903.0,03/1/2019,03/2019,60637.0,"chicago, il",185278.5714,85.0,42.0,28.0,112.5490196,1257.142857,259145.0,134.0
03/1/2019,60638,12,12,201903.0,03/1/2019,03/2019,60638.0,"chicago, il",257150.0,110.0,31.0,80.0,186.662723,1136.142857,256190.0,183.0
03/1/2019,60639,10,10,201903.0,03/1/2019,03/2019,60639.0,"chicago, il",250007.1429,65.0,44.0,36.0,145.087974,1308.0,251767.0,118.0
03/1/2019,60640,16,16,201903.0,03/1/2019,03/2019,60640.0,"chicago, il",275478.5714,173.0,27.0,120.0,192.38095239999998,865.7142857000001,405713.0,308.0
03/1/2019,60641,10,10,201903.0,03/1/2019,03/2019,60641.0,"chicago, il",342807.1429,79.0,36.0,32.0,167.3436811,1497.142857,432028.0,157.0
03/1/2019,60642,12,12,201903.0,03/1/2019,03/2019,60642.0,"chicago, il",578557.4286,119.0,27.0,108.0,253.04119599999999,1271.4285710000001,625045.0,192.0
03/1/2019,60643,12,12,201903.0,03/1/2019,03/2019,60643.0,"chicago, il",210664.2857,180.0,61.0,104.0,135.5536316,1589.142857,247615.0,278.0
03/1/2019,60644,16,16,201903.0,03/1/2019,03/2019,60644.0,"chicago, il",143916.7143,28.0,46.0,8.0,87.35714286,1573.714286,149854.0,54.0
03/1/2019,60645,17,17,201903.0,03/1/2019,03/2019,60645.0,"chicago, il",209050.0,112.0,54.0,48.0,139.2003243,1207.4285710000001,271205.0,164.0
03/1/2019,60646,1,1,201903.0,03/1/2019,03/2019,60646.0,"chicago, il",492835.7143,91.0,35.0,68.0,226.69839790000003,1746.714286,561562.0,145.0
03/1/2019,60647,38,38,201903.0,03/1/2019,03/2019,60647.0,"chicago, il",510764.2857,200.0,25.0,168.0,241.11776060000003,1221.4285710000001,614902.0,359.0
03/1/2019,60649,7,7,201903.0,03/1/2019,03/2019,60649.0,"chicago, il",140621.4286,72.0,80.0,28.0,79.46275946,1422.142857,168556.0,102.0
03/1/2019,60651,25,25,201903.0,03/1/2019,03/2019,60651.0,"chicago, il",227864.2857,41.0,44.0,20.0,126.03530459999999,1378.5714289999999,219545.0,76.0
03/1/2019,60652,4,4,201903.0,03/1/2019,03/2019,60652.0,"chicago, il",209278.5714,79.0,49.0,40.0,134.39571619999998,1200.0,186515.0,139.0
03/1/2019,60653,4,4,201903.0,03/1/2019,03/2019,60653.0,"chicago, il",343521.4286,96.0,35.0,80.0,152.0844522,1800.0,378669.0,158.0
03/1/2019,60654,7,7,201903.0,03/1/2019,03/2019,60654.0,"chicago, il",528620.8571,232.0,36.0,132.0,397.9062442,1250.0,898257.0,365.0
03/1/2019,60655,5,5,201903.0,03/1/2019,03/2019,60655.0,"chicago, il",261435.7143,68.0,30.0,36.0,178.0166701,1369.285714,282494.0,107.0
03/1/2019,60656,3,3,201903.0,03/1/2019,03/2019,60656.0,"chicago, il",294064.2857,58.0,30.0,64.0,165.1814915,1118.857143,294809.0,95.0
03/1/2019,60657,13,13,201903.0,03/1/2019,03/2019,60657.0,"chicago, il",480707.1429,367.0,32.0,228.0,246.88311690000003,1142.857143,635462.0,578.0
03/1/2019,60659,5,5,201903.0,03/1/2019,03/2019,60659.0,"chicago, il",246707.1429,65.0,37.0,32.0,143.7235567,1200.0,280628.0,103.0
03/1/2019,60660,10,10,201903.0,03/1/2019,03/2019,60660.0,"chicago, il",260478.5714,122.0,44.0,44.0,177.11655919999998,1200.0,321838.0,208.0
03/1/2019,60661,29,29,201903.0,03/1/2019,03/2019,60661.0,"chicago, il",422192.8571,66.0,28.0,48.0,337.93233080000005,1051.0,462116.0,105.0
03/1/2019,60688,1,1,,,,,,,,,,,,,
03/1/2019,60707,12,12,,,,,,,,,,,,,
03/1/2019,90615,5,5,,,,,,,,,,,,,
03/1/2020,9020,0,0,,,,,,,,,,,,,
03/1/2020,60068,0,0,,,,,,,,,,,,,
03/1/2020,60302,7,7,,,,,,,,,,,,,
03/1/2020,60459,0,0,,,,,,,,,,,,,
03/1/2020,60602,41,41,202003.0,03/1/2020,03/2020,60602.0,"chicago, il",1000050.0,22.0,61.5,4.0,482.06896550000005,1758.0,1275310.0,23.0
03/1/2020,60605,5,5,202003.0,03/1/2020,03/2020,60605.0,"chicago, il",410050.0,189.0,40.5,84.0,314.3712575,1268.5,691738.0,384.0
03/1/2020,60607,17,17,202003.0,03/1/2020,03/2020,60607.0,"chicago, il",539500.0,153.0,33.0,92.0,344.0773614,1302.0,757838.0,285.0
03/1/2020,60608,22,22,202003.0,03/1/2020,03/2020,60608.0,"chicago, il",379500.0,78.0,31.0,44.0,228.07857140000002,1212.5,424398.0,135.0
03/1/2020,60609,12,12,202003.0,03/1/2020,03/2020,60609.0,"chicago, il",247050.0,33.0,72.5,12.0,156.2123987,1393.0,276874.0,58.0
03/1/2020,60610,58,58,202003.0,03/1/2020,03/2020,60610.0,"chicago, il",599000.0,381.0,36.5,160.0,348.3329212,1405.0,1095388.0,515.0
03/1/2020,60611,16,16,202003.0,03/1/2020,03/2020,60611.0,"chicago, il",639500.0,662.0,49.5,184.0,416.1458333,1437.5,1049888.0,791.0
03/1/2020,60612,14,14,202003.0,03/1/2020,03/2020,60612.0,"chicago, il",387050.0,77.0,31.5,40.0,170.96,1300.0,482981.0,143.0
03/1/2020,60613,12,12,202003.0,03/1/2020,03/2020,60613.0,"chicago, il",320050.0,245.0,29.0,172.0,224.83333330000002,905.0,548566.0,392.0
03/1/2020,60614,32,32,202003.0,03/1/2020,03/2020,60614.0,"chicago, il",749500.0,502.0,32.0,280.0,327.5,1530.5,1198500.0,787.0
03/1/2020,60615,4,4,202003.0,03/1/2020,03/2020,60615.0,"chicago, il",220049.0,133.0,52.0,48.0,128.3333333,1500.0,376839.0,203.0
03/1/2020,60616,13,13,202003.0,03/1/2020,03/2020,60616.0,"chicago, il",402049.5,119.0,41.5,48.0,275.21186439999997,1236.0,464162.0,221.0
03/1/2020,60617,18,18,202003.0,03/1/2020,03/2020,60617.0,"chicago, il",147050.0,150.0,50.5,56.0,95.18518519,1297.0,144645.0,270.0
03/1/2020,60618,22,22,202003.0,03/1/2020,03/2020,60618.0,"chicago, il",519550.0,181.0,31.5,136.0,235.2406417,1442.5,657473.0,367.0
03/1/2020,60619,19,19,202003.0,03/1/2020,03/2020,60619.0,"chicago, il",139500.0,128.0,62.0,48.0,92.89229526,1325.0,143651.0,219.0
03/1/2020,60620,17,17,202003.0,03/1/2020,03/2020,60620.0,"chicago, il",155050.0,148.0,54.0,72.0,99.75,1362.0,150753.0,244.0
03/1/2020,60621,11,11,202003.0,03/1/2020,03/2020,60621.0,"chicago, il",85050.0,32.0,79.5,8.0,46.56535202,1501.0,88685.0,51.0
03/1/2020,60622,26,26,202003.0,03/1/2020,03/2020,60622.0,"chicago, il",649750.0,165.0,26.5,100.0,249.3928571,1300.0,753820.0,359.0
03/1/2020,60623,22,22,202003.0,03/1/2020,03/2020,60623.0,"chicago, il",150049.0,14.0,84.5,4.0,87.53501401,1448.5,147631.0,32.0
03/1/2020,60624,21,21,,,,,,,,,,,,,
03/1/2020,60625,21,21,202003.0,03/1/2020,03/2020,60625.0,"chicago, il",355050.0,105.0,31.0,72.0,200.0,1282.0,534703.0,214.0
03/1/2020,60626,2,2,202003.0,03/1/2020,03/2020,60626.0,"chicago, il",189500.0,88.0,38.5,56.0,151.0013169,920.0,218881.0,149.0
03/1/2020,60628,19,19,202003.0,03/1/2020,03/2020,60628.0,"chicago, il",113050.0,209.0,64.0,92.0,85.47077922,1215.0,114760.0,319.0
03/1/2020,60629,11,11,202003.0,03/1/2020,03/2020,60629.0,"chicago, il",222500.0,82.0,43.5,56.0,143.33333330000002,1314.0,212025.0,178.0
03/1/2020,60630,13,13,202003.0,03/1/2020,03/2020,60630.0,"chicago, il",339000.0,87.0,34.0,56.0,181.0903324,1231.0,346825.0,184.0
03/1/2020,60631,5,5,202003.0,03/1/2020,03/2020,60631.0,"chicago, il",405000.0,82.0,25.0,60.0,205.9150709,1500.0,439321.0,141.0
03/1/2020,60632,12,12,202003.0,03/1/2020,03/2020,60632.0,"chicago, il",235950.0,46.0,44.5,24.0,166.425,1360.5,244298.0,86.0
03/1/2020,60633,2,2,202003.0,03/1/2020,03/2020,60633.0,"chicago, il",134000.0,19.0,36.5,4.0,108.3997094,1190.0,128442.0,30.0
03/1/2020,60634,12,12,202003.0,03/1/2020,03/2020,60634.0,"chicago, il",327050.0,129.0,45.0,84.0,179.96428569999998,1384.0,331624.0,259.0
03/1/2020,60636,14,14,202003.0,03/1/2020,03/2020,60636.0,"chicago, il",76300.0,48.0,48.5,16.0,57.26160075,1132.0,90659.0,85.0
03/1/2020,60637,25,25,202003.0,03/1/2020,03/2020,60637.0,"chicago, il",200050.0,94.0,42.0,36.0,115.38461540000002,1415.0,308693.0,150.0
03/1/2020,60638,14,14,202003.0,03/1/2020,03/2020,60638.0,"chicago, il",272049.5,106.0,40.5,52.0,177.741546,1311.0,269017.0,187.0
03/1/2020,60639,14,14,202003.0,03/1/2020,03/2020,60639.0,"chicago, il",244550.0,51.0,52.0,16.0,160.8801956,1208.0,259699.0,98.0
03/1/2020,60640,14,14,202003.0,03/1/2020,03/2020,60640.0,"chicago, il",283550.0,155.0,37.0,108.0,202.2027635,1000.0,414743.0,310.0
03/1/2020,60641,10,10,202003.0,03/1/2020,03/2020,60641.0,"chicago, il",336750.0,83.0,30.5,60.0,175.37703280000002,1257.5,420575.0,171.0
03/1/2020,60642,18,18,202003.0,03/1/2020,03/2020,60642.0,"chicago, il",629550.0,135.0,39.0,80.0,282.76556780000004,1408.0,673133.0,239.0
03/1/2020,60643,11,11,202003.0,03/1/2020,03/2020,60643.0,"chicago, il",183800.0,150.0,58.5,56.0,130.0826081,1500.0,249623.0,259.0
03/1/2020,60644,15,15,202003.0,03/1/2020,03/2020,60644.0,"chicago, il",184950.0,33.0,52.5,16.0,99.79876338,1489.0,171619.0,60.0
03/1/2020,60645,8,8,202003.0,03/1/2020,03/2020,60645.0,"chicago, il",195050.0,91.0,55.0,36.0,135.83333330000002,1100.0,250367.0,134.0
03/1/2020,60646,3,3,202003.0,03/1/2020,03/2020,60646.0,"chicago, il",450050.0,59.0,26.5,48.0,229.45260359999997,1900.5,560998.0,107.0
03/1/2020,60647,45,45,202003.0,03/1/2020,03/2020,60647.0,"chicago, il",525050.0,156.0,27.0,112.0,235.84523810000002,1200.0,630544.0,344.0
03/1/2020,60649,12,12,202003.0,03/1/2020,03/2020,60649.0,"chicago, il",125050.0,81.0,94.5,16.0,81.98356808,1362.0,156037.0,117.0
03/1/2020,60651,16,16,202003.0,03/1/2020,03/2020,60651.0,"chicago, il",224500.0,43.0,39.0,28.0,131.75,1450.0,224219.0,82.0
03/1/2020,60652,3,3,202003.0,03/1/2020,03/2020,60652.0,"chicago, il",212450.0,54.0,36.5,48.0,165.65418590000002,1132.0,201740.0,128.0
03/1/2020,60653,6,6,202003.0,03/1/2020,03/2020,60653.0,"chicago, il",319550.0,91.0,43.5,48.0,132.4958085,1500.0,386568.0,162.0
03/1/2020,60654,3,3,202003.0,03/1/2020,03/2020,60654.0,"chicago, il",499494.0,222.0,32.5,96.0,389.94979920000003,1200.0,788517.0,332.0
03/1/2020,60655,8,8,202003.0,03/1/2020,03/2020,60655.0,"chicago, il",269950.0,66.0,35.0,36.0,177.37102990000002,1246.0,280678.0,110.0
03/1/2020,60656,3,3,202003.0,03/1/2020,03/2020,60656.0,"chicago, il",312550.0,68.0,28.0,56.0,166.0638075,1052.0,298038.0,120.0
03/1/2020,60657,16,16,202003.0,03/1/2020,03/2020,60657.0,"chicago, il",517500.0,337.0,25.5,228.0,256.88709680000005,1225.0,660444.0,607.0
03/1/2020,60659,5,5,202003.0,03/1/2020,03/2020,60659.0,"chicago, il",195000.0,55.0,41.5,20.0,164.96699130000002,1000.0,253369.0,94.0
03/1/2020,60660,9,9,202003.0,03/1/2020,03/2020,60660.0,"chicago, il",247500.0,145.0,40.5,76.0,171.77777780000002,1050.0,318375.0,241.0
03/1/2020,60661,46,46,202003.0,03/1/2020,03/2020,60661.0,"chicago, il",425000.0,52.0,23.0,40.0,344.7912582,1137.0,473785.0,79.0
03/1/2020,60706,1,1,,,,,,,,,,,,,
03/1/2020,60707,0,0,,,,,,,,,,,,,
03/1/2020,60712,1,1,,,,,,,,,,,,,
03/1/2020,60714,0,0,,,,,,,,,,,,,
03/1/2020,90615,4,4,,,,,,,,,,,,,
04/1/2016,9020,0,0,,,,,,,,,,,,,
04/1/2016,60068,0,0,,,,,,,,,,,,,
04/1/2016,60202,2,2,,,,,,,,,,,,,
04/1/2016,60302,13,13,,,,,,,,,,,,,
04/1/2016,60602,37,37,,,,,,,,,,,,,
04/1/2016,60605,8,8,,,,,,,,,,,,,
04/1/2016,60607,7,7,,,,,,,,,,,,,
04/1/2016,60608,17,17,,,,,,,,,,,,,
04/1/2016,60609,9,9,,,,,,,,,,,,,
04/1/2016,60610,48,48,,,,,,,,,,,,,
04/1/2016,60611,10,10,,,,,,,,,,,,,
04/1/2016,60612,34,34,,,,,,,,,,,,,
04/1/2016,60613,14,14,,,,,,,,,,,,,
04/1/2016,60614,30,30,,,,,,,,,,,,,
04/1/2016,60615,12,12,,,,,,,,,,,,,
04/1/2016,60616,8,8,,,,,,,,,,,,,
04/1/2016,60617,14,14,,,,,,,,,,,,,
04/1/2016,60618,47,47,,,,,,,,,,,,,
04/1/2016,60619,8,8,,,,,,,,,,,,,
04/1/2016,60620,10,10,,,,,,,,,,,,,
04/1/2016,60621,10,10,,,,,,,,,,,,,
04/1/2016,60622,25,25,,,,,,,,,,,,,
