lat,lng,detail,Zip
41.92,-87.66,"{'house_number': '1242', 'road': 'West Dickens Avenue', 'neighbourhood': 'Lincoln Park', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60614', 'country': 'United States of America', 'country_code': 'us'}",60614
41.92,-87.63,"{'leisure': 'Diversey Harbor', 'house_number': '2601', 'road': 'North Cannon Drive', 'neighbourhood': 'Lincoln Park', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60614', 'country': 'United States of America', 'country_code': 'us'}",60614
41.8,-87.6,"{'house_number': '5228', 'road': 'South Greenwood Avenue', 'neighbourhood': 'Hyde Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60615', 'country': 'United States of America', 'country_code': 'us'}",60615
41.8,-87.59,"{'amenity': 'United Church of Hyde Park', 'house_number': '1440', 'road': 'East 53rd Street', 'neighbourhood': 'Hyde Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60615', 'country': 'United States of America', 'country_code': 'us'}",60615
41.81,-87.59,"{'house_number': '4711', 'road': 'South Cornell Drive', 'neighbourhood': 'Kenwood', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60615', 'country': 'United States of America', 'country_code': 'us'}",60615
41.85,-87.63,"{'house_number': '2356', 'road': 'South Federal Street', 'neighbourhood': 'Chinatown', 'suburb': 'South Loop', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60616', 'country': 'United States of America', 'country_code': 'us'}",60616
41.85,-87.62,"{'amenity': 'McCormick Place Convention Center', 'road': 'South Fort Dearborn Drive', 'neighbourhood': 'Near South Side', 'suburb': 'South Loop', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60616', 'country': 'United States of America', 'country_code': 'us'}",60616
41.84,-87.63,"{'house_number': '3037', 'road': 'South La Salle Street', 'neighbourhood': 'Armour Square', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60616', 'country': 'United States of America', 'country_code': 'us'}",60616
41.86,-87.63,"{'house_number': '89', 'road': 'West 16th Street', 'neighbourhood': 'Near South Side', 'suburb': 'South Loop', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60616', 'country': 'United States of America', 'country_code': 'us'}",60616
41.82,-87.63,"{'road': 'Dan Ryan Expressway', 'neighbourhood': 'Fuller Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60616', 'country': 'United States of America', 'country_code': 'us'}",60616
41.84,-87.61,"{'road': 'South Moe Drive', 'neighbourhood': 'Douglas', 'suburb': 'South Loop', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60616', 'country': 'United States of America', 'country_code': 'us'}",60616
41.86,-87.64,"{'road': 'West 16th Street', 'neighbourhood': 'Near West Side', 'suburb': 'South Loop', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60616', 'country': 'United States of America', 'country_code': 'us'}",60616
41.84,-87.62,"{'building': 'Dunbar School (Blr. Ho.)', 'house_number': '3000', 'road': 'South Doctor Martin Luther King Junior Drive', 'neighbourhood': 'Douglas', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60616', 'country': 'United States of America', 'country_code': 'us'}",60616
41.85,-87.64,"{'house_number': '485', 'road': 'West 23rd Place', 'neighbourhood': 'Chinatown', 'suburb': 'Pilsen', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60616', 'country': 'United States of America', 'country_code': 'us'}",60616
41.75,-87.55,"{'house_number': '8003', 'road': 'South Houston Avenue', 'neighbourhood': 'South Chicago', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.74,-87.56,"{'house_number': '8526', 'road': 'South Saginaw Avenue', 'neighbourhood': 'South Chicago', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.73,-87.59,"{'house_number': '1408', 'road': 'East 91st Street', 'neighbourhood': 'Calumet Heights', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.76,-87.57,"{'house_number': '7427', 'road': 'South Luella Avenue', 'neighbourhood': 'Bryn Mawr East', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.73,-87.58,"{'house_number': '9051', 'road': 'South Cregier Avenue', 'neighbourhood': 'Calumet Heights', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.75,-87.58,"{'house_number': '7955', 'road': 'South Constance Avenue', 'neighbourhood': 'South Chicago', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.73,-87.55,"{'house_number': '3029', 'road': 'East 91st Street', 'neighbourhood': 'South Chicago', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.75,-87.56,"{'house_number': '2605', 'road': 'East 80th Street', 'neighbourhood': 'South Chicago', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.72,-87.59,"{'house_number': '9631', 'road': 'South Dorchester Avenue', 'neighbourhood': 'Pullman', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.71,-87.55,"{'road': 'Calumet Access Road', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.74,-87.57,"{'house_number': '8542', 'road': 'South South Chicago Avenue', 'neighbourhood': 'Calumet Heights', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.69,-87.54,"{'house_number': '3431', 'road': 'East 113th Street', 'neighbourhood': 'East Side', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.75,-87.57,"{'house_number': '7958', 'road': 'South Luella Avenue', 'residential': 'South Shore HIstorical Bungalow District', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.72,-87.53,"{'road': 'South Crilly Drive', 'neighbourhood': 'East Side', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.74,-87.58,"{'house_number': '8518', 'road': 'South Constance Avenue', 'neighbourhood': 'Avalon Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.69,-87.56,"{'house_number': '11273', 'road': 'South Torrence Avenue', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.72,-87.6,"{'house_number': '939', 'road': 'East 95th Street', 'neighbourhood': 'Burnside', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.73,-87.57,"{'house_number': '9058', 'road': 'South Luella Avenue', 'neighbourhood': 'Calumet Heights', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.72,-87.54,"{'house_number': '9658', 'road': 'South Avenue N', 'neighbourhood': 'East Side', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.71,-87.56,"{'house_number': '2662', 'road': 'East 102nd Street', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.73,-87.56,"{'house_number': '2620', 'road': 'East 91st Street', 'neighbourhood': 'Calumet Heights', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.74,-87.55,"{'house_number': '8539', 'road': 'South Houston Avenue', 'neighbourhood': 'South Chicago', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.72,-87.58,"{'leisure': 'Marian R. Byrnes Park', 'house_number': '1735', 'road': 'East 96th Street', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.75,-87.54,"{'road': 'South Lake Shore Drive', 'neighbourhood': 'South Chicago', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.71,-87.57,"{'house_number': '2219', 'road': 'East 102nd Street', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.72,-87.57,"{'house_number': '9642', 'road': 'South Merrion Avenue', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.72,-87.55,"{'house_number': '9628', 'road': 'South Houston Avenue', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.74,-87.54,"{'road': 'South Lake Shore Drive', 'neighbourhood': 'South Chicago', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.71,-87.54,"{'house_number': '10150', 'road': 'South Avenue N', 'neighbourhood': 'East Side', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.73,-87.54,"{'road': 'South Harbor Avenue', 'neighbourhood': 'South Chicago', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.68,-87.58,"{'natural': 'Slip No. 6', 'road': 'South Stony Island Avenue', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.72,-87.56,"{'house_number': '9625', 'road': 'South Colfax Avenue', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.7,-87.55,"{'building': 'VM&I Corp', 'house_number': '10800', 'road': 'South Burley Avenue', 'neighbourhood': 'East Side', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.67,-87.57,"{'amenity': 'Auto Warehousing Company', 'road': 'South Stony Island Avenue', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60617', 'country': 'United States of America', 'country_code': 'us'}",60617
41.94,-87.72,"{'house_number': '3224', 'road': 'North Lawndale Avenue', 'neighbourhood': 'Avondale', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60618', 'country': 'United States of America', 'country_code': 'us'}",60618
41.93,-87.72,"{'house_number': '2658', 'road': 'North Lawndale Avenue', 'neighbourhood': 'Pacific Junction', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60618', 'country': 'United States of America', 'country_code': 'us'}",60618
41.94,-87.7,"{'house_number': '3215-3217', 'road': 'North Francisco Avenue', 'neighbourhood': 'Avondale', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60618', 'country': 'United States of America', 'country_code': 'us'}",60618
41.95,-87.69,"{'house_number': '2441', 'road': 'West Grace Street', 'neighbourhood': 'North Center', 'suburb': 'Roscoe Village', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60618', 'country': 'United States of America', 'country_code': 'us'}",60618
41.94,-87.69,"{'amenity': 'Chicago Police Department 19th District', 'house_number': '2452', 'road': 'West Belmont Avenue', 'neighbourhood': 'North Center', 'suburb': 'Roscoe Village', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60618', 'country': 'United States of America', 'country_code': 'us'}",60618
41.95,-87.72,"{'house_number': '3757', 'road': 'North Lawndale Avenue', 'neighbourhood': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60618', 'country': 'United States of America', 'country_code': 'us'}",60618
41.96,-87.68,"{'house_number': '2024', 'road': 'West Cullom Avenue', 'neighbourhood': 'North Center', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60618', 'country': 'United States of America', 'country_code': 'us'}",60618
41.94,-87.68,"{'house_number': '2040', 'road': 'West Belmont Avenue', 'neighbourhood': 'North Center', 'suburb': 'Roscoe Village', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60618', 'country': 'United States of America', 'country_code': 'us'}",60618
41.95,-87.68,"{'house_number': '2030', 'road': 'West Bradley Place', 'neighbourhood': 'North Center', 'suburb': 'Roscoe Village', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60618', 'country': 'United States of America', 'country_code': 'us'}",60618
41.94,-87.71,"{'road': 'Kennedy Expressway', 'neighbourhood': 'Avondale', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60618', 'country': 'United States of America', 'country_code': 'us'}",60618
41.96,-87.69,"{'house_number': '2431', 'road': 'West Pensacola Avenue', 'neighbourhood': 'North Center', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60618', 'country': 'United States of America', 'country_code': 'us'}",60618
41.73,-87.61,"{'building': 'Boiler House', 'house_number': '9040', 'road': 'South Saint Lawrence Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.75,-87.59,"{'house_number': '7948', 'road': 'South Dante Avenue', 'neighbourhood': 'Avalon Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.74,-87.63,"{'road': 'West 85th Street', 'retail': 'Chatham Market', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.74,-87.61,"{'house_number': '8506', 'road': 'South Saint Lawrence Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.76,-87.6,"{'road': 'Chicago Skyway', 'neighbourhood': 'Grand Crossing', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.73,-87.6,"{'house_number': '9042', 'road': 'South Ellis Avenue', 'neighbourhood': 'Burnside', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.75,-87.6,"{'house_number': '7945-7947', 'road': 'South Ellis Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.74,-87.59,"{'house_number': '8517', 'road': 'South Dorchester Avenue', 'neighbourhood': 'Avalon Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.76,-87.61,"{'house_number': '7407', 'road': 'South Saint Lawrence Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.75,-87.61,"{'house_number': '7939', 'road': 'South Saint Lawrence Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.74,-87.62,"{'amenity': 'Neil Elementary School', 'road': 'East 85th Street', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.77,-87.6,"{'historic': 'Amos Blakemore (Junior Wells)', 'road': 'East 67th Street', 'neighbourhood': 'Woodlawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.74,-87.6,"{'amenity': 'Arthur Ashe Elementary School', 'road': 'East 85th Street', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.77,-87.61,"{'house_number': '6843', 'road': 'South Saint Lawrence Avenue', 'neighbourhood': 'Woodlawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.73,-87.62,"{'house_number': '9021', 'road': 'South Michigan Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60619', 'country': 'United States of America', 'country_code': 'us'}",60619
41.75,-87.66,"{'house_number': '7912', 'road': 'South Bishop Street', 'neighbourhood': 'Auburn Gresham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.84,-87.67,"{'building': 'Anthony Marano Co', 'house_number': '3000-3002', 'road': 'South Ashland Avenue', 'neighbourhood': 'Lower West Side', 'suburb': 'Pilsen', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.75,-87.65,"{'house_number': '7915', 'road': 'South Carpenter Street', 'neighbourhood': 'Auburn Gresham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.74,-87.65,"{'house_number': '8450', 'road': 'South Carpenter Street', 'neighbourhood': 'Auburn Gresham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.75,-87.64,"{'house_number': '7923', 'road': 'South Lowe Avenue', 'neighbourhood': 'Auburn Gresham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.79,-87.65,"{'house_number': '5716', 'road': 'South Morgan Street', 'neighbourhood': 'New City', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.73,-87.66,"{'house_number': '9011-9013', 'road': 'South Laflin Street', 'neighbourhood': 'Auburn Gresham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.75,-87.63,"{'house_number': '7926', 'road': 'South Wentworth Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.73,-87.64,"{'house_number': '9024', 'road': 'South Lowe Avenue', 'neighbourhood': 'Washington Heights', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.76,-87.63,"{'house_number': '7349-7355', 'road': 'South Vincennes Avenue', 'neighbourhood': 'Auburn Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.74,-87.64,"{'house_number': '8512', 'road': 'South Vincennes Avenue', 'neighbourhood': 'Auburn Gresham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.73,-87.65,"{'house_number': '9012', 'road': 'South Carpenter Street', 'neighbourhood': 'Washington Heights', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.75,-87.67,"{'shop': 'Dearborn Wholesale Grocers', 'house_number': '1841', 'road': 'West 79th Street', 'neighbourhood': 'Auburn Gresham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.74,-87.67,"{'house_number': '8441', 'road': 'South Wolcott Avenue', 'neighbourhood': 'Auburn Gresham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.74,-87.66,"{'house_number': '1496', 'road': 'West 85th Street', 'neighbourhood': 'Auburn Gresham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.72,-87.64,"{'house_number': '9550', 'road': 'South Lowe Avenue', 'neighbourhood': 'Washington Heights', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.73,-87.63,"{'house_number': '224-238', 'road': 'West 90th Place', 'residential': 'Princeton Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60620', 'country': 'United States of America', 'country_code': 'us'}",60620
41.77,-87.65,"{'house_number': '6813', 'road': 'South Carpenter Street', 'neighbourhood': 'Englewood', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60621', 'country': 'United States of America', 'country_code': 'us'}",60621
41.79,-87.62,"{'house_number': '5745', 'road': 'South Indiana Avenue', 'neighbourhood': 'Washington Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60621', 'country': 'United States of America', 'country_code': 'us'}",60621
41.78,-87.64,"{'house_number': '6293', 'road': 'South Wallace Street', 'neighbourhood': 'Englewood', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60621', 'country': 'United States of America', 'country_code': 'us'}",60621
41.76,-87.65,"{'house_number': '7351', 'road': 'South Carpenter Street', 'neighbourhood': 'Englewood', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60621', 'country': 'United States of America', 'country_code': 'us'}",60621
41.77,-87.63,"{'house_number': '6852', 'road': 'South Wentworth Avenue', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60621', 'country': 'United States of America', 'country_code': 'us'}",60621
41.79,-87.64,"{'house_number': '540', 'road': 'West 57th Place', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60621', 'country': 'United States of America', 'country_code': 'us'}",60621
41.77,-87.64,"{'house_number': '7038', 'road': 'South Wallace Street', 'neighbourhood': 'Becks Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60621', 'country': 'United States of America', 'country_code': 'us'}",60621
41.79,-87.63,"{'house_number': '150', 'road': 'West 57th Place', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60621', 'country': 'United States of America', 'country_code': 'us'}",60621
41.76,-87.64,"{'house_number': '7359', 'road': 'South Lowe Avenue', 'neighbourhood': 'Auburn Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60621', 'country': 'United States of America', 'country_code': 'us'}",60621
41.8,-87.63,"{'building': 'Department of Fleet Management - Bureau of Police Motor Maintenance', 'house_number': '5219', 'road': 'South Wentworth Avenue', 'neighbourhood': 'Fuller Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60621', 'country': 'United States of America', 'country_code': 'us'}",60621
41.91,-87.65,"{'house_number': '1523', 'road': 'North Fremont Street', 'neighbourhood': 'Chicago River North', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60622', 'country': 'United States of America', 'country_code': 'us'}",60622
41.9,-87.7,"{'amenity': 'Norwegian American Hospital', 'house_number': '1044', 'road': 'North Francisco Avenue', 'neighbourhood': 'West Town', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60622', 'country': 'United States of America', 'country_code': 'us'}",60622
41.9,-87.69,"{'house_number': '2515', 'road': 'West Cortez Street', 'neighbourhood': 'West Town', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60622', 'country': 'United States of America', 'country_code': 'us'}",60622
41.91,-87.68,"{'house_number': '1564', 'road': 'North Hoyne Avenue', 'neighbourhood': 'West Town', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60622', 'country': 'United States of America', 'country_code': 'us'}",60622
41.9,-87.68,"{'house_number': '1012', 'road': 'North Hoyne Avenue', 'neighbourhood': 'West Town', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60622', 'country': 'United States of America', 'country_code': 'us'}",60622
41.91,-87.67,"{'house_number': '1529', 'road': 'North Paulina Street', 'neighbourhood': 'West Town', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60622', 'country': 'United States of America', 'country_code': 'us'}",60622
41.9,-87.65,"{'road': 'North Branch Street', 'neighbourhood': 'Chicago River North', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60622', 'country': 'United States of America', 'country_code': 'us'}",60622
41.85,-87.68,"{'house_number': '2145', 'road': 'West 23rd Street', 'neighbourhood': 'Lower West Side', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.85,-87.72,"{'house_number': '2256', 'road': 'South Hamlin Avenue', 'neighbourhood': 'South Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.86,-87.72,"{'house_number': '1525', 'road': 'South Hamlin Avenue', 'neighbourhood': 'North Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
