lat,lng,detail,Zip
41.85,-87.71,"{'house_number': '2253', 'road': 'South Homan Avenue', 'neighbourhood': 'South Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.84,-87.72,"{'house_number': '2820', 'road': 'South Hamlin Avenue', 'neighbourhood': 'South Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.85,-87.7,"{'house_number': '2971', 'road': 'West 23rd Street', 'neighbourhood': 'South Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.84,-87.71,"{'house_number': '2826', 'road': 'South Homan Avenue', 'neighbourhood': 'South Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.86,-87.7,"{'road': 'West Ogden Avenue', 'neighbourhood': 'North Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.86,-87.71,"{'house_number': '1529', 'road': 'South Homan Avenue', 'neighbourhood': 'North Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.86,-87.73,"{'house_number': '1518', 'road': 'South Keeler Avenue', 'neighbourhood': 'North Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.83,-87.72,"{'house_number': '3498', 'road': 'South Hamlin Avenue', 'industrial': 'Crawford Station', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.85,-87.73,"{'house_number': '2248', 'road': 'South Keeler Avenue', 'neighbourhood': 'North Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.84,-87.73,"{'house_number': '2819', 'road': 'South Tripp Avenue', 'neighbourhood': 'South Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.86,-87.74,"{'road': 'West 16th Street', 'town': 'Cicero', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60623', 'country': 'United States of America', 'country_code': 'us'}",60623
41.89,-87.71,"{'road': 'West Franklin Boulevard', 'neighbourhood': 'Humboldt Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.87,-87.73,"{'house_number': '4155', 'road': 'West Arthington Street', 'neighbourhood': 'West Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.88,-87.73,"{'amenity': 'St. Michael MB Church', 'house_number': '4126', 'road': 'West Monroe Street', 'neighbourhood': 'West Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.87,-87.69,"{'house_number': '2539', 'road': 'West Arthington Street', 'neighbourhood': 'Near West Side', 'suburb': 'Illinois Medical District', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.87,-87.71,"{'house_number': '3315-3357', 'road': 'West Arthington Street', 'neighbourhood': 'East Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.89,-87.72,"{'amenity': 'Garfield Park Behavioral Hospital', 'house_number': '520', 'road': 'North Ridgeway Avenue', 'neighbourhood': 'Humboldt Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.87,-87.72,"{'house_number': '820', 'road': 'South Independence Boulevard', 'neighbourhood': 'East Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.87,-87.7,"{'house_number': '2939', 'road': 'West Arthington Street', 'neighbourhood': 'East Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.88,-87.71,"{'house_number': '3346', 'road': 'West Monroe Street', 'neighbourhood': 'East Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.88,-87.72,"{'leisure': 'Water Courts Formal Garden', 'road': 'West Madison Street', 'neighbourhood': 'East Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.88,-87.74,"{'house_number': '4534', 'road': 'West Monroe Street', 'neighbourhood': 'West Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.89,-87.74,"{'house_number': '600', 'road': 'North Kilbourn Avenue', 'neighbourhood': 'West Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.87,-87.74,"{'house_number': '814-820', 'road': 'South Kolmar Avenue', 'neighbourhood': 'West Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60624', 'country': 'United States of America', 'country_code': 'us'}",60624
41.97,-87.69,"{'house_number': '2422', 'road': 'West Gunnison Street', 'neighbourhood': 'Lincoln Square', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60625', 'country': 'United States of America', 'country_code': 'us'}",60625
41.97,-87.72,"{'house_number': '4854', 'road': 'North Monticello Avenue', 'neighbourhood': 'Albany Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60625', 'country': 'United States of America', 'country_code': 'us'}",60625
41.96,-87.71,"{'house_number': '4322', 'road': 'North Sawyer Avenue', 'neighbourhood': 'Albany Park', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60625', 'country': 'United States of America', 'country_code': 'us'}",60625
41.95,-87.7,"{'house_number': '3753', 'road': 'North Francisco Avenue', 'neighbourhood': 'Albany Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60625', 'country': 'United States of America', 'country_code': 'us'}",60625
41.96,-87.7,"{'house_number': '4318', 'road': 'North Mozart Street', 'neighbourhood': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60625', 'country': 'United States of America', 'country_code': 'us'}",60625
41.98,-87.72,"{'amenity': 'Northeastern Illinois University', 'road': 'West Catalpa Avenue', 'neighbourhood': 'North Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60625', 'country': 'United States of America', 'country_code': 'us'}",60625
41.98,-87.7,"{'house_number': '2821', 'road': 'West Rascher Avenue', 'neighbourhood': 'Lincoln Square', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60625', 'country': 'United States of America', 'country_code': 'us'}",60625
41.97,-87.71,"{'amenity': 'Chicago Korean Seventh Day Adventist Church', 'house_number': '4852-4854', 'road': 'North Sawyer Avenue', 'neighbourhood': 'Albany Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60625', 'country': 'United States of America', 'country_code': 'us'}",60625
41.97,-87.68,"{'house_number': '4843', 'road': 'North Seeley Avenue', 'neighbourhood': 'Lincoln Square', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60625', 'country': 'United States of America', 'country_code': 'us'}",60625
41.96,-87.72,"{'house_number': '4325', 'road': 'North Lawndale Avenue', 'neighbourhood': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60625', 'country': 'United States of America', 'country_code': 'us'}",60625
41.98,-87.71,"{'house_number': '5417', 'road': 'North Sawyer Avenue', 'neighbourhood': 'North Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60625', 'country': 'United States of America', 'country_code': 'us'}",60625
42.02,-87.67,"{'house_number': '7616', 'road': 'North Bosworth Avenue', 'neighbourhood': 'Rogers Park', 'suburb': 'Rogers Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60626', 'country': 'United States of America', 'country_code': 'us'}",60626
42,-87.67,"{'house_number': '6501-6505', 'road': 'North Ashland Avenue', 'neighbourhood': 'Rogers Park', 'suburb': 'Rogers Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60626', 'country': 'United States of America', 'country_code': 'us'}",60626
42.01,-87.66,"{'natural': 'Loyola Beach', 'road': 'West Morse Avenue', 'neighbourhood': 'Rogers Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60626', 'country': 'United States of America', 'country_code': 'us'}",60626
42.02,-87.66,"{'natural': 'Howard Beach', 'road': 'West Howard Street', 'neighbourhood': 'Rogers Park', 'suburb': 'Rogers Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60626', 'country': 'United States of America', 'country_code': 'us'}",60626
41.71,-87.61,"{'house_number': '10133', 'road': 'South Rhodes Avenue', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.7,-87.64,"{'house_number': '10659', 'road': 'South Union Avenue', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.71,-87.6,"{'house_number': '917-933', 'road': 'East 101st Street', 'residential': 'London Towne Houses', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.77,-87.62,"{'house_number': '6837', 'road': 'South Indiana Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.67,-87.62,"{'house_number': '12321', 'road': 'South Michigan Avenue', 'neighbourhood': 'Cookes Subdivision', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.66,-87.64,"{'house_number': '12847', 'road': 'South Emerald Avenue', 'neighbourhood': 'West Pullman', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.69,-87.6,"{'house_number': '11241', 'road': 'South Doty Avenue', 'neighbourhood': 'Riverdale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.71,-87.59,"{'amenity': 'Olive-Harvey College', 'house_number': '10001', 'road': 'South Woodlawn Avenue', 'neighbourhood': 'Pullman', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.72,-87.62,"{'house_number': '100', 'road': 'East 96th Street', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.7,-87.62,"{'house_number': '118', 'road': 'East 107th Street', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.67,-87.64,"{'house_number': '12315', 'road': 'South Emerald Avenue', 'neighbourhood': 'West Pullman', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.76,-87.62,"{'house_number': '7400', 'road': 'South Indiana Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.69,-87.63,"{'house_number': '252', 'road': 'West 112th Place', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.69,-87.64,"{'house_number': '11216', 'road': 'South Union Avenue', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.71,-87.63,"{'house_number': '10122', 'road': 'South Yale Avenue', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.68,-87.62,"{'house_number': '119', 'road': 'East 118th Street', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.72,-87.63,"{'house_number': '9558', 'road': 'South Yale Avenue', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.7,-87.6,"{'house_number': '10800-10830', 'road': 'South Doty Avenue', 'neighbourhood': 'Pullman', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.75,-87.62,"{'house_number': '7932', 'road': 'South Indiana Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.71,-87.64,"{'house_number': '10119', 'road': 'South Union Avenue', 'neighbourhood': 'Washington Heights', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.69,-87.61,"{'building': 'Auto Driveaway', 'house_number': '11235', 'road': 'South Cottage Grove Avenue', 'neighbourhood': 'Pullman', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.69,-87.62,"{'house_number': '11228-11234', 'road': 'South Edbrooke Avenue', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.66,-87.62,"{'road': 'South Indiana Avenue', 'neighbourhood': 'Cookes Subdivision', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.67,-87.63,"{'natural': 'West Pullman Woodland', 'road': 'South Princeton Avenue', 'neighbourhood': 'Gano', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.66,-87.61,"{'road': 'East 130th Street', 'neighbourhood': 'Riverdale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.7,-87.61,"{'house_number': '521', 'road': 'East 107th Street', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.71,-87.62,"{'house_number': '80', 'road': 'East 101st Place', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.66,-87.6,"{'road': 'East 130th Street', 'neighbourhood': 'Riverdale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.7,-87.59,"{'leisure': 'Harborside International Golf Center', 'house_number': '11101', 'road': 'South Doty Avenue', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.68,-87.61,"{'house_number': '11861', 'road': 'South Cottage Grove Avenue', 'neighbourhood': 'Riverdale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.72,-87.61,"{'amenity': 'Chicago State University', 'road': 'East 98th Street', 'neighbourhood': 'Pullman', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.66,-87.63,"{'natural': 'Mittal Woods', 'road': 'West 127th Street', 'neighbourhood': 'Andrews and Hurds Subdivision', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60628', 'country': 'United States of America', 'country_code': 'us'}",60628
41.79,-87.71,"{'house_number': '5654', 'road': 'South Trumbull Avenue', 'neighbourhood': 'Gage Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.79,-87.72,"{'house_number': '3846', 'road': 'West 57th Street', 'neighbourhood': 'West Elsdon', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.78,-87.69,"{'house_number': '6230', 'road': 'South Talman Avenue', 'neighbourhood': 'Gage Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.78,-87.73,"{'house_number': '6213', 'road': 'South Kildare Avenue', 'neighbourhood': 'West Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.79,-87.7,"{'house_number': '5656', 'road': 'South Whipple Street', 'neighbourhood': 'Chicago Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.77,-87.74,"{'amenity': 'Mariano Azuela Elementary School', 'house_number': '4707', 'road': 'West Marquette Road', 'neighbourhood': 'West Lawn', 'village': 'Bedford Park', 'municipality': 'Stickney Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.76,-87.69,"{'house_number': '7331', 'road': 'South Washtenaw Avenue', 'neighbourhood': 'Chicago Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.79,-87.69,"{'house_number': '5701', 'road': 'South Talman Avenue', 'neighbourhood': 'Gage Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.77,-87.73,"{'house_number': '6744', 'road': 'South Kildare Avenue', 'neighbourhood': 'West Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.77,-87.72,"{'house_number': '6765', 'road': 'South Springfield Avenue', 'neighbourhood': 'West Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.81,-87.73,"{'house_number': '4566-4600', 'road': 'South Tripp Avenue', 'neighbourhood': 'Archer Heights', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.78,-87.7,"{'house_number': '6228', 'road': 'South Whipple Street', 'neighbourhood': 'Chicago Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.76,-87.7,"{'house_number': '7327', 'road': 'South Albany Avenue', 'neighbourhood': 'Chicago Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.78,-87.72,"{'house_number': '6200', 'road': 'South Hamlin Avenue', 'neighbourhood': 'West Elsdon', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.78,-87.74,"{'house_number': '6210', 'road': 'South Kilpatrick Avenue', 'neighbourhood': 'Clearing', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.8,-87.73,"{'house_number': '5112', 'road': 'South Tripp Avenue', 'neighbourhood': 'Archer Heights', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.78,-87.71,"{'house_number': '3450', 'road': 'West 62nd Place', 'neighbourhood': 'Chicago Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.76,-87.74,"{'house_number': '4501-4651', 'road': 'West 72nd Street', 'neighbourhood': 'West Lawn', 'village': 'Bedford Park', 'municipality': 'Stickney Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.77,-87.69,"{'house_number': '2672', 'road': 'West 68th Street', 'neighbourhood': 'Chicago Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.76,-87.71,"{'house_number': '7321', 'road': 'South Saint Louis Avenue', 'neighbourhood': 'Chicago Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.79,-87.73,"{'house_number': '5645', 'road': 'South Kildare Avenue', 'neighbourhood': 'West Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.77,-87.7,"{'road': 'Mann Drive', 'neighbourhood': 'Chicago Lawn', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60629', 'country': 'United States of America', 'country_code': 'us'}",60629
41.97,-87.76,"{'road': 'Kennedy Expressway', 'neighbourhood': 'Jefferson Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
41.96,-87.74,"{'house_number': '4332', 'road': 'North Kenneth Avenue', 'neighbourhood': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
41.96,-87.77,"{'amenity': 'Community of Christ', 'house_number': '5701', 'road': 'West Montrose Avenue', 'neighbourhood': 'Portage Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
41.97,-87.74,"{'house_number': '4453', 'road': 'West Ainslie Street', 'neighbourhood': 'Albany Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
41.97,-87.77,"{'house_number': '5663', 'road': 'West Grover Street', 'neighbourhood': 'Jefferson Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
41.97,-87.75,"{'house_number': '4852', 'road': 'West Ainslie Street', 'neighbourhood': 'Forest Glen', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
41.97,-87.73,"{'house_number': '4067', 'road': 'West Ainslie Street', 'neighbourhood': 'Albany Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
41.98,-87.77,"{'house_number': '5423', 'road': 'North Lovejoy Avenue', 'neighbourhood': 'Jefferson Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
41.97,-87.78,"{'house_number': '4850', 'road': 'North McVicker Avenue', 'neighbourhood': 'Jefferson Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
41.98,-87.78,"{'road': 'Kennedy Expressway', 'neighbourhood': 'Jefferson Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
41.96,-87.78,"{'house_number': '6111', 'road': 'West Montrose Avenue', 'neighbourhood': 'Portage Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
41.98,-87.75,"{'house_number': '4847', 'road': 'West Catalpa Avenue', 'neighbourhood': 'Forest Glen', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60630', 'country': 'United States of America', 'country_code': 'us'}",60630
42,-87.81,"{'house_number': '6598', 'road': 'North Onarga Avenue', 'neighbourhood': 'Edison Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60631', 'country': 'United States of America', 'country_code': 'us'}",60631
42,-87.82,"{'house_number': '6547', 'road': 'North Oshkosh Avenue', 'neighbourhood': 'Edison Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60631', 'country': 'United States of America', 'country_code': 'us'}",60631
42,-87.8,"{'house_number': '6910', 'road': 'West Hayes Avenue', 'neighbourhood': 'Norwood Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60631', 'country': 'United States of America', 'country_code': 'us'}",60631
42.01,-87.81,"{'house_number': '7317', 'road': 'West Fitch Avenue', 'retail': 'Harlem & Touhy Plaza', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60631', 'country': 'United States of America', 'country_code': 'us'}",60631
