month_date_yyyymm,postal_code,zip_name,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count
202010,60601,"chicago, il",519050,286,71,56,446.3687151,1225,837750,489
202009,60601,"chicago, il",519550,280,55.5,64,453.4377289,1234.5,846010,489
202008,60601,"chicago, il",539050,252,45,96,465.625,1225,883507,465
202007,60601,"chicago, il",530000,222,56,104,467.6594032,1225,870200,430
202006,60601,"chicago, il",520733.5,202,52.5,56,483.5867621,1220,878951,401
202005,60601,"chicago, il",549550,181,67,56,498.4126984,1225,909996,382
202004,60601,"chicago, il",532450,150,68.5,24,465.4440154,1209,794936,352
202003,60601,"chicago, il",592550,161,58.5,44,481.5934066,1225,988118,383
202002,60601,"chicago, il",555050,160,89,52,483.6363636,1225,1093960,383
202001,60601,"chicago, il",595050,150,118.5,48,484.7878788,1247,1139512,358
201912,60601,"chicago, il",550049.5,161,108,12,471.7095427,1244,1072512,368
201911,60601,"chicago, il",538938,181,91,36,452.8853178,1227,1013264,389
201910,60601,"chicago, il",549549.5,187,80.5,40,454.7759922,1225,1024349,391
201909,60601,"chicago, il",554050,190,78.5,36,465.7086868,1225,1033958,397
201908,60601,"chicago, il",567764.2857,197,65,40,478.4139379,1226.142857,1055406,406
201907,60601,"chicago, il",579550,200,52.5,52,484.3213845,1247,1064012,409
201906,60601,"chicago, il",570050,189,45,68,476.6881029,1225,981518,398
201905,60601,"chicago, il",596550,196,68.5,64,507.5454545,1250,1050451,406
201904,60601,"chicago, il",598050,182,66.5,48,487.4964163,1244,1039449,400
201903,60601,"chicago, il",599192.8571,176,63,36,497.6457494,1244,1058268,390
201902,60601,"chicago, il",600050,170,97.5,56,520.5198358,1247,1086337,382
201901,60601,"chicago, il",677500,143,131,52,553.1811036,1299.5,1158378,357
201812,60601,"chicago, il",625050,167,106,16,491.2280702,1250,1079498,363
201811,60601,"chicago, il",627500,178,95,28,485.160473,1262.5,1040951,369
201810,60601,"chicago, il",632500,176,88,36,491.7719577,1288,1053227,370
201809,60601,"chicago, il",635050,168,92,56,505.6270096,1299,1081666,378
201808,60601,"chicago, il",650000,171,83,36,509.375,1300,1083064,381
201807,60601,"chicago, il",658550,166,83,40,527.5974026,1300,1157498,372
201806,60601,"chicago, il",684950,174,71,40,531.7258883,1299,1204697,369
201805,60601,"chicago, il",682550,168,58.5,52,530.8335324,1247,1051797,361
201804,60601,"chicago, il",747550,148,71.5,60,548.0413895,1313.5,1123174,354
201803,60601,"chicago, il",879050,138,71,48,571.4285714,1317,1143405,335
201802,60601,"chicago, il",812500,136,108,36,548.227535,1300,1151224,327
201801,60601,"chicago, il",759050,130,126.5,44,536.6740025,1310,1174660,311
201712,60601,"chicago, il",759050,133,107,8,534.3480049,1348,1143082,312
201711,60601,"chicago, il",748550,152,79,24,525.3708041,1332.5,1129089,329
201710,60601,"chicago, il",774050,155,69,32,543.8434972,1349,1146444,324
201709,60601,"chicago, il",747050,155,71,32,539,1348,1130981,325
201708,60601,"chicago, il",799050,143,76.5,40,537.9746835,1333.5,1160609,332
201707,60601,"chicago, il",799050,144,72,40,537.9746835,1310,1132862,329
201706,60601,"chicago, il",807500,137,65.5,48,554.7538734,1313.5,1136316,331
201705,60601,"chicago, il",764550,138,63.5,40,557.2771695,1291,1122733,328
201704,60601,"chicago, il",815050,120,57,40,552.359882,1299,1173553,299
201703,60601,"chicago, il",819450,128,31.5,56,552.359882,1317,1162035,288
201702,60601,"chicago, il",604500,113,49,72,515.3846154,1264,1080896,265
201701,60601,"chicago, il",550050,72,101,36,482.4786325,1209.5,992891,217
201612,60601,"chicago, il",534550,76,97,4,486.6779478,1184,1047162,222
201611,60601,"chicago, il",549550,93,70.5,20,496.0491659,1186,1049832,244
201610,60601,"chicago, il",530050,99,65,32,481.511254,1218,1092997,253
201609,60601,"chicago, il",550050,97,66.5,36,500.524583,1250,1129088,220
201608,60601,"chicago, il",537550,93,57,24,502.9296875,1221.5,1121719,228
201607,60601,"chicago, il",535050,96,53,40,497.2222222,1218,1072686,250
202010,60602,"chicago, il",675050,41,56,4,416.6633333,1561,929461,46
202009,60602,"chicago, il",735050,42,49.5,16,441.7336832,1621,993274,47
202008,60602,"chicago, il",759050,36,44,12,463.1818182,1653,1026475,39
202007,60602,"chicago, il",949300,29,42.5,16,504.5454545,1676.5,1134094,33
202006,60602,"chicago, il",999550,25,108.5,4,550,1758,1221512,27
202005,60602,"chicago, il",1050050,25,85,4,550,1758,1244887,27
202004,60602,"chicago, il",1050050,24,79,0,490.1960784,1758,1213606,25
202003,60602,"chicago, il",1000050,22,61.5,4,482.0689655,1758,1275310,23
202002,60602,"chicago, il",1050050,22,45,4,505.2551794,1980,1386408,22
202001,60602,"chicago, il",1150050,21,96,12,548.6641221,2096,1460996,25
201912,60602,"chicago, il",1087550,24,84.5,0,537.9955518,1989.5,1402859,27
201911,60602,"chicago, il",999950,31,66,8,508.6206897,1758,1264042,34
201910,60602,"chicago, il",775050,31,49.5,8,489.3862079,1676.5,1167347,34
201909,60602,"chicago, il",985664.2857,26,52.5,12,528.0006351,1848.571429,1289701,34
201908,60602,"chicago, il",885664.2857,29,67,12,511.883869,1819.571429,1140884,35
201907,60602,"chicago, il",712000,30,51,8,482.6947637,1534.5,953317,35
201906,60602,"chicago, il",650050,30,48,12,480.7029178,1453,932844,35
201905,60602,"chicago, il",725050,23,41,8,483.3635814,1561,993332,28
201904,60602,"chicago, il",724950,20,44,4,481.0921996,1350,1066588,24
201903,60602,"chicago, il",956435.7143,17,74,0,554.5634921,1583.142857,1292303,21
201902,60602,"chicago, il",1212550,16,100,4,609.375,1927,1502392,21
201901,60602,"chicago, il",1000050,18,95.5,4,517.5,1700,1225500,22
201812,60602,"chicago, il",675050,20,81,0,477.2727273,1295,1024404,23
201811,60602,"chicago, il",625050,22,50,4,459.469697,1247.5,937461,25
201810,60602,"chicago, il",787000,22,37.5,4,477.2727273,1607,989426,25
201809,60602,"chicago, il",799050,19,82,12,483.908046,1653,1041339,23
201808,60602,"chicago, il",799500,17,75.5,4,483.908046,1653,1056246,21
201807,60602,"chicago, il",680050,22,66,4,450.2456897,1580.5,1075127,26
201806,60602,"chicago, il",550049,24,66,8,394.2645161,1395,1009556,29
201805,60602,"chicago, il",567050,21,53.5,8,429.5366795,1451.5,1084351,24
201804,60602,"chicago, il",795050,18,36.5,4,483.908046,1653,1154746,20
201708,60602,"chicago, il",569950,15,69,0,396.7741935,1150,847497,21
201707,60602,"chicago, il",549050,17,46,4,396.2962963,1100,848706,23
201706,60602,"chicago, il",544050,15,42.5,4,393.9964158,1100,838843,20
201705,60602,"chicago, il",879500,14,54,4,449.0385845,1372.5,1151256,20
201704,60602,"chicago, il",989950,14,65,8,425.9259259,1395,1321550,20
201611,60602,"chicago, il",600050,17,61.5,0,430.1075269,1350,1197396,24
201610,60602,"chicago, il",600050,19,38,4,430.1075269,1350,1295366,30
201609,60602,"chicago, il",639950,19,40.5,8,414.2592593,1295,1361179,29
201608,60602,"chicago, il",649950,17,34.5,4,388.8888889,1080,1284115,24
201607,60602,"chicago, il",849950,17,44,8,514.1560799,1653,1371689,25
202010,60603,"chicago, il",720050,56,77,12,487.1794872,1376,814312,56
202009,60603,"chicago, il",722500,55,63.5,8,487.3355405,1428,843357,56
202008,60603,"chicago, il",698050,52,50,12,484.6278317,1376,835886,55
202007,60603,"chicago, il",698050,47,49,16,476.798924,1376,801619,52
202006,60603,"chicago, il",714550,40,61.5,16,482.6689212,1425.5,851402,45
202005,60603,"chicago, il",759050,32,100,8,471.1005542,1487,844929,39
202004,60603,"chicago, il",768950,33,77.5,4,503.4419817,1482,877720,40
202003,60603,"chicago, il",759050,33,67,4,476.9230769,1481,876469,44
202002,60603,"chicago, il",759050,33,45,12,472.972973,1475,904331,40
202001,60603,"chicago, il",775050,29,68,8,472.972973,1475,915704,35
201912,60603,"chicago, il",775050,25,87,0,472.0367636,1475,904980,32
201911,60603,"chicago, il",775050,29,65,0,497.5790182,1487,885786,34
201910,60603,"chicago, il",757050,33,49,12,479.1587169,1487,900778,37
201909,60603,"chicago, il",704621.4286,34,58.5,12,469.4014795,1445.214286,825206,37
201908,60603,"chicago, il",669621.4286,37,53,20,478.8554603,1425.714286,814293,44
201907,60603,"chicago, il",775050,37,53.5,16,495.130773,1487,830473,46
201906,60603,"chicago, il",775050,37,73,16,513.0114017,1491,855638,44
201905,60603,"chicago, il",800050,38,63.5,12,513.0114017,1491,879882,46
201904,60603,"chicago, il",787500,35,46,8,521.470477,1491,882579,44
201903,60603,"chicago, il",774950,35,42,8,514.1285631,1491,881060,38
201902,60603,"chicago, il",787000,33,47,8,522.1140569,1491,902875,34
201901,60603,"chicago, il",800050,28,48,16,521.8336489,1491,931786,31
201812,60603,"chicago, il",799050,25,116,4,511.0858442,1491,984649,26
201811,60603,"chicago, il",799050,23,84.5,4,511.0858442,1491,882949,26
201810,60603,"chicago, il",799050,26,86,4,530.4038279,1487,801767,28
201809,60603,"chicago, il",830050,26,81,4,535.8819584,1491,867735,31
201808,60603,"chicago, il",810050,27,70.5,8,524.7937915,1487,879182,33
201807,60603,"chicago, il",750050,31,44.5,12,526.7441613,1370,849809,37
201806,60603,"chicago, il",750050,27,32,16,532.0417288,1342,838267,37
201805,60603,"chicago, il",770049,29,69.5,8,522.8644923,1487,892042,37
201804,60603,"chicago, il",742050,28,51.5,8,512.3552677,1431.5,848547,34
201803,60603,"chicago, il",730050,29,51,8,503.0181087,1376,802195,37
201802,60603,"chicago, il",730050,26,104.5,12,510.3387934,1376,840227,32
201801,60603,"chicago, il",738050,22,121.5,4,503.784693,1342,936533,29
201712,60603,"chicago, il",769050,27,107,0,521.609538,1376,881320,34
201711,60603,"chicago, il",749050,32,80.5,4,505.8894395,1359,836472,40
201710,60603,"chicago, il",699050,37,81.5,8,502.4615385,1342,799798,46
201709,60603,"chicago, il",659950,36,75,8,504.3712172,1342,797967,43
201708,60603,"chicago, il",769050,34,72,8,528.906369,1376,836999,40
201707,60603,"chicago, il",775050,31,58,8,526.4922871,1376,848750,45
201706,60603,"chicago, il",790050,34,47,8,531.2710155,1444,872610,47
201705,60603,"chicago, il",799050,37,72.5,12,532.7868852,1445,864113,48
201704,60603,"chicago, il",800050,36,80,4,534.2857143,1487,945433,48
201703,60603,"chicago, il",800050,36,54.5,12,537.995965,1487,965611,46
201702,60603,"chicago, il",814550,33,28,8,537.2743071,1487,1007417,39
201701,60603,"chicago, il",829050,28,76.5,32,527.5595238,1487,1023600,35
201612,60603,"chicago, il",862050,28,107.5,0,544.9648712,1489,1071685,39
201611,60603,"chicago, il",772550,34,77.5,4,519.622093,1487,977420,45
201610,60603,"chicago, il",869050,36,89,12,557.1428571,1497,1095368,46
201609,60603,"chicago, il",869050,41,106,4,554.9707602,1500,1143402,51
201608,60603,"chicago, il",864950,48,87,4,554.9707602,1555,1146273,54
201607,60603,"chicago, il",830050,50,85,12,554.9707602,1489,1197679,62
202010,60604,"chicago, il",449050,21,69,4,342.6517572,1330,736111,21
202009,60604,"chicago, il",449050,19,76.5,4,328.9990355,1327.5,625194,19
202008,60604,"chicago, il",459050,18,81,4,321.8125,1330,590438,19
202007,60604,"chicago, il",470050,14,90.5,0,360.8015321,1330,640825,16
202006,60604,"chicago, il",525050,14,62.5,0,387.3801917,1327.5,659929,15
201908,60604,"chicago, il",579621.4286,13,38,4,395.8333333,1460.285714,835745,15
201905,60604,"chicago, il",625050,15,60,4,407.2885417,1600,1035261,17
201811,60604,"chicago, il",675050,14,58.5,0,407.1868583,1600,1039806,14
201810,60604,"chicago, il",605000,15,36,4,372.9024239,1609,1062563,19
201809,60604,"chicago, il",625050,13,45,8,388.4400249,1600,978206,18
201808,60604,"chicago, il",667550,16,62.5,8,374.015748,1600,1116798,20
201807,60604,"chicago, il",659500,15,69,0,414.9019608,1600,1052241,16
201806,60604,"chicago, il",664950,15,97,4,414.9019608,1600,1054288,16
201805,60604,"chicago, il",682000,13,117.5,0,425.8884804,1600,1074775,14
201804,60604,"chicago, il",699050,15,92.5,0,436.875,1600,1114470,18
201803,60604,"chicago, il",674950,16,67,4,436.875,1600,1130963,20
201802,60604,"chicago, il",699050,13,76.5,0,436.875,1600,1080071,17
201801,60604,"chicago, il",687000,14,115.5,0,428.1640382,1565,999666,15
201712,60604,"chicago, il",674950,14,94,0,419.4530764,1402,892269,16
201711,60604,"chicago, il",674950,13,64.5,0,419.4530764,1565,922110,18
201710,60604,"chicago, il",699050,14,78,4,434.4313238,1565,888649,19
201709,60604,"chicago, il",599050,13,65,4,392.7165354,1402,775889,16
201708,60604,"chicago, il",599050,14,76.5,0,407.6433121,1402,623376,18
201707,60604,"chicago, il",599050,14,73,8,412.9511677,1402,618057,17
201706,60604,"chicago, il",580050,14,65,0,412.9511677,1351,628127,18
201705,60604,"chicago, il",607050,16,55,4,417.3134328,1410,622000,21
201701,60604,"chicago, il",629050,13,141.5,4,417.3134328,1319,934992,17
201612,60604,"chicago, il",575050,16,120,0,417.3134328,1308,824081,19
201611,60604,"chicago, il",575050,20,81,0,417.3134328,1308,756499,23
201610,60604,"chicago, il",575050,24,61,8,417.3134328,1308,750414,27
201609,60604,"chicago, il",639050,21,55.5,4,407.5,1319,790850,24
201608,60604,"chicago, il",510050,19,83.5,4,387.1391076,1308,828990,20
201607,60604,"chicago, il",479050,17,74,4,387.1391076,1300,633387,19
202010,60605,"chicago, il",375050,460,46,136,300.2842928,1250,585897,551
202009,60605,"chicago, il",382050,420,37,184,306.5494239,1249,592026,591
202008,60605,"chicago, il",399050,337,35,176,310.6287425,1250,638986,536
202007,60605,"chicago, il",419000,275,33,172,319.1762452,1290,704000,469
202006,60605,"chicago, il",442450,241,42.5,136,322.6790763,1340,750670,423
202005,60605,"chicago, il",444950,210,45,88,321.7391304,1340,764436,378
202004,60605,"chicago, il",410050,175,47.5,76,315.0692124,1310,715824,341
202003,60605,"chicago, il",410050,189,40.5,84,314.3712575,1268.5,691738,384
202002,60605,"chicago, il",425050,203,40,100,316.8017686,1209,705861,373
202001,60605,"chicago, il",442500,186,84,84,317.4540682,1235,769201,337
201912,60605,"chicago, il",438800,200,73.5,24,321.6445863,1250,743878,356
201911,60605,"chicago, il",425050,228,57,72,320.8868145,1260,682765,391
201910,60605,"chicago, il",420050,260,50.5,104,325.8161765,1250,671485,405
201909,60605,"chicago, il",413621.4286,266,48.5,100,323.5593682,1244.571429,677102,414
201908,60605,"chicago, il",408621.4286,259,47,92,325.9419644,1220.571429,690950,418
201907,60605,"chicago, il",415050,254,45,104,321.7276423,1217.5,697067,417
201906,60605,"chicago, il",425050,247,44,104,321.6911765,1232,699880,433
201905,60605,"chicago, il",430500,261,37.5,140,321.9701925,1198.5,698891,445
201904,60605,"chicago, il",425764.2857,230,33.5,120,322.1996444,1176.285714,712275,404
201903,60605,"chicago, il",425764.2857,199,44,68,316.9745362,1226.285714,755484,310
201902,60605,"chicago, il",439550,177,43.5,72,318.1212121,1300,784514,233
201901,60605,"chicago, il",439950,170,68,104,317.8742663,1295,805301,213
201812,60605,"chicago, il",438050,181,75,36,316.3265306,1260,755540,241
201811,60605,"chicago, il",437550,232,57.5,56,315.4055306,1281.5,731709,303
201810,60605,"chicago, il",455050,258,48,88,318.8742497,1300,730378,324
201809,60605,"chicago, il",450050,271,50,112,319.8294243,1290,718679,340
201808,60605,"chicago, il",447550,263,51.5,92,318.9862816,1269,711234,349
201807,60605,"chicago, il",448000,259,46.5,108,329.2894717,1265,717634,370
201806,60605,"chicago, il",425050,260,38,124,322.4719101,1250,704566,391
201805,60605,"chicago, il",429050,242,39.5,128,326.6560847,1256.5,723274,380
201804,60605,"chicago, il",404550,233,38.5,144,324.4069023,1250,729007,354
201803,60605,"chicago, il",399550,205,35,128,326.1538462,1260,712494,304
201802,60605,"chicago, il",424950,168,37,104,328.5830512,1256.5,686375,238
201801,60605,"chicago, il",445000,148,64.5,72,338.0164614,1250,706494,205
201712,60605,"chicago, il",415050,163,60,20,320.3314917,1170,616445,228
201711,60605,"chicago, il",425050,198,48.5,76,304.9961923,1251.5,606216,269
201710,60605,"chicago, il",417500,214,43,92,298.0165779,1253,556814,289
201709,60605,"chicago, il",399950,203,44,100,299.4791667,1246,551929,289
201708,60605,"chicago, il",425050,201,41,92,305.6994819,1250.5,557419,301
201707,60605,"chicago, il",445050,203,36,128,307.642487,1241,561484,323
201706,60605,"chicago, il",432300.5,192,32,124,315.4830502,1250,557152,321
201705,60605,"chicago, il",422800,168,30,124,316.7343623,1250,559822,306
201704,60605,"chicago, il",415050,140,33,104,315.92,1261,542369,281
201703,60605,"chicago, il",417500,124,32.5,88,319.2994123,1296.5,550836,238
201702,60605,"chicago, il",445050,115,28.5,88,323.5186819,1358.5,548210,202
201701,60605,"chicago, il",419800,108,66.5,76,315.8751929,1249,497119,169
201612,60605,"chicago, il",395050,128,66.5,12,303.8866104,1216.5,511025,197
201611,60605,"chicago, il",419500,166,45.5,48,300,1243,514241,237
201610,60605,"chicago, il",425050,179,39,84,307.6153846,1250,521062,258
201609,60605,"chicago, il",439494,170,43,84,310.7954545,1273.5,535780,262
201608,60605,"chicago, il",432500,173,40,88,311.8630249,1250,528584,287
201607,60605,"chicago, il",399950,172,39,104,303.0761538,1250,501056,316
202010,60606,"chicago, il",429050,72,40,28,293.7613568,1250,542496,79
202009,60606,"chicago, il",399050,70,35,36,296.670797,1247,539167,73
202008,60606,"chicago, il",379950,50,30,28,296.6319166,1250,545939,57
202007,60606,"chicago, il",367050,46,22,36,297.7780389,1214,478148,55
202006,60606,"chicago, il",392550,34,36,32,294.6070334,1200,438350,41
202005,60606,"chicago, il",395050,25,42,12,279.1346825,910,428901,33
202004,60606,"chicago, il",387050,20,45,8,287.4840079,1150,425187,27
202003,60606,"chicago, il",389050,24,37.5,12,303.9713519,1200,455917,30
202002,60606,"chicago, il",384050,23,44,8,312.5,1121,456016,33
202001,60606,"chicago, il",374800,24,56.5,12,288.0769231,914,467447,30
201912,60606,"chicago, il",319050,25,65.5,4,291.6633952,925,434739,31
201911,60606,"chicago, il",319950,31,56,8,299.7368421,915,412314,35
201910,60606,"chicago, il",325050,34,45.5,8,304.2186904,968,418099,42
201909,60606,"chicago, il",334950,33,39.5,16,301.1627907,1054.5,406591,43
201908,60606,"chicago, il",374007.1429,32,39,16,306.7685393,1091,439808,40
201907,60606,"chicago, il",402450,31,43,8,311.3945216,1100,452870,39
201906,60606,"chicago, il",420050,28,38,12,326.6666667,1240,491304,42
201905,60606,"chicago, il",419800,25,27,16,317.5,1250,542649,37
201904,60606,"chicago, il",415935.7143,23,17.5,12,311.9312809,1250,522348,35
201903,60606,"chicago, il",417135.7143,19,50,0,301.4203966,1250,517619,28
201902,60606,"chicago, il",399050,23,47.5,8,288.4488449,1245,461057,30
201901,60606,"chicago, il",400050,25,54.5,16,277.96,1250,443394,30
201812,60606,"chicago, il",400050,31,59,8,284.5833333,1250,490116,36
201811,60606,"chicago, il",372500,33,45,8,279.92,1245,447603,37
201810,60606,"chicago, il",399950,31,36,16,281.2643478,1245,480535,35
201809,60606,"chicago, il",439050,28,37,8,321.7821782,1437,632814,38
201808,60606,"chicago, il",432050,29,45.5,12,312.5,1399,601226,37
201807,60606,"chicago, il",427500,31,35,12,304.7419355,1250,580211,39
201806,60606,"chicago, il",425050,30,23,20,318.1818182,1250,562875,45
201805,60606,"chicago, il",454550,24,28.5,12,318.0513397,1416,519710,45
201804,60606,"chicago, il",437550,22,24,16,303.6655661,1270,474644,43
201803,60606,"chicago, il",450050,20,22,20,310.6796117,1198,516571,34
201802,60606,"chicago, il",459950,17,29,12,311.3264688,1300,561561,24
201801,60606,"chicago, il",612500,17,75,12,314.5870399,1718.5,770506,22
201712,60606,"chicago, il",510050,26,72,4,322.826087,1612,887748,33
201711,60606,"chicago, il",545050,29,61.5,4,329.2545969,1612,889671,36
201710,60606,"chicago, il",635050,29,57.5,8,357.0564516,2000,922186,35
201709,60606,"chicago, il",525050,23,62,8,351.6129032,1612,880169,34
201708,60606,"chicago, il",532550,27,51,12,333.3333333,1648,903264,45
201707,60606,"chicago, il",824950,29,23,16,362.379936,2000,951084,43
201706,60606,"chicago, il",422050,18,25.5,20,313.8118812,1255.5,763413,32
201705,60606,"chicago, il",480550,17,31.5,4,321.7738095,1518.5,816048,33
201704,60606,"chicago, il",499050,17,24,20,324.8875,1380,767580,30
201703,60606,"chicago, il",430000,17,43.5,4,321.7738095,1370,753876,28
201702,60606,"chicago, il",399950,15,29.5,8,319.9404762,1190,663315,23
201611,60606,"chicago, il",385000,17,40.5,4,291.2598425,1184.5,536939,26
201610,60606,"chicago, il",375050,18,33,12,289.8550725,1169,450906,25
201609,60606,"chicago, il",329050,17,52.5,4,141.1176471,300,373119,29
201608,60606,"chicago, il",344050,17,67.5,8,253.75,662.5,393001,31
201607,60606,"chicago, il",330050,19,53,8,267.6107143,800,410966,33
202010,60607,"chicago, il",479050,343,36,148,343.1307794,1250,627081,479
202009,60607,"chicago, il",499050,352,30,188,342.7996032,1200,618858,493
202008,60607,"chicago, il",499050,287,28,184,346.9981238,1200,652145,437
202007,60607,"chicago, il",506950,239,26.5,176,350.199187,1222,672183,378
202006,60607,"chicago, il",527050,197,34.5,136,347.985307,1281.5,708598,327
202005,60607,"chicago, il",549950,176,45,88,344.8540707,1350,748574,282
202004,60607,"chicago, il",549050,152,44.5,64,342.5925926,1360,752470,252
202003,60607,"chicago, il",539500,153,33,92,344.0773614,1302,757838,285
202002,60607,"chicago, il",568050,144,32,92,339.7727273,1400,800025,264
202001,60607,"chicago, il",564500,133,64.5,64,335.2459954,1430,828222,219
201912,60607,"chicago, il",549938,156,71.5,28,322.1084685,1300,782432,231
201911,60607,"chicago, il",485050,195,46,60,325,1270,705785,271
201910,60607,"chicago, il",487050,213,37,84,330.5512821,1251,686306,293
201909,60607,"chicago, il",460399.0714,225,42,100,320.9999319,1211.428571,651274,312
201908,60607,"chicago, il",462849.5714,240,39,96,322.7164362,1221.428571,651699,350
201907,60607,"chicago, il",465000,248,37.5,112,325.5169397,1250,661294,373
201906,60607,"chicago, il",475050,240,37,136,336.7346939,1250,662289,391
201905,60607,"chicago, il",485050,239,28.5,152,341.25,1200,661136,408
201904,60607,"chicago, il",499435.7143,212,23.5,156,341.1127228,1200,666685,363
201903,60607,"chicago, il",499435.7143,180,28,112,336.0151515,1200,659391,314
201902,60607,"chicago, il",499050,148,27.5,112,333.129235,1260,670758,265
201901,60607,"chicago, il",499050,125,57.5,100,337.3066667,1270,664588,221
201812,60607,"chicago, il",450050,144,57,40,333.2666667,1250,643392,253
201811,60607,"chicago, il",472550,170,44.5,48,323.4246934,1219.5,651594,294
201810,60607,"chicago, il",450050,188,41,88,319.1766862,1150,623262,319
201809,60607,"chicago, il",479050,202,33,108,329.7297297,1175,635256,346
201808,60607,"chicago, il",487000,186,34.5,108,333.3333333,1187.5,675463,353
201807,60607,"chicago, il",527550,186,36,116,343.2103234,1300,715967,382
201806,60607,"chicago, il",499050,167,31,104,344.488189,1200,686288,386
201805,60607,"chicago, il",490050,137,36.5,92,331.6831683,1207.5,705761,360
201804,60607,"chicago, il",484500,141,31,108,332.6387293,1287,755951,371
201803,60607,"chicago, il",499050,130,37,88,317.3164098,1350,768338,364
201802,60607,"chicago, il",467550,115,34,72,318.1551001,1300,757834,341
201801,60607,"chicago, il",477050,115,55,88,320.6262843,1300,804670,334
201712,60607,"chicago, il",450050,129,51,24,327.0042194,1263,780118,352
201711,60607,"chicago, il",472050,144,48.5,60,326.3636364,1202,756282,394
201710,60607,"chicago, il",479050,177,38.5,72,329.592246,1262,729148,420
201709,60607,"chicago, il",499050,178,33,92,323.4732824,1263,724591,428
201708,60607,"chicago, il",499950,167,35,92,323.9617486,1158,736448,435
201707,60607,"chicago, il",499050,152,33,100,329.4858342,1278,797784,433
201706,60607,"chicago, il",492050,151,33,128,324.0287278,1288,779217,417
201705,60607,"chicago, il",499950,126,28,100,326.8820847,1400,770339,414
201704,60607,"chicago, il",525050,104,26,92,326.9230769,1450,694209,380
201703,60607,"chicago, il",527450,98,24.5,104,325.0361869,1500,699347,339
201702,60607,"chicago, il",532500,73,33,72,308.9116766,1543.5,741819,278
201701,60607,"chicago, il",539050,73,61,56,304.09501,1468.5,720123,236
201612,60607,"chicago, il",525050,73,67.5,8,289.9874033,1547.5,688035,237
201611,60607,"chicago, il",452500,101,48.5,40,282.1340152,1317.5,623927,277
201610,60607,"chicago, il",439050,117,45,48,278.7020906,1300,588409,297
201609,60607,"chicago, il",409500,120,45,64,274.4047619,1309,557896,319
201608,60607,"chicago, il",399950,125,45,60,280.2596817,1300,538784,333
201607,60607,"chicago, il",400050,136,33,72,286.0869565,1300,543703,342
202010,60608,"chicago, il",335050,123,41,60,249.0055688,1226,393209,203
202009,60608,"chicago, il",347499.5,120,36.5,64,243.6422202,1221.5,404945,205
202008,60608,"chicago, il",335050,108,30,68,247.6,1226,404934,197
202007,60608,"chicago, il",342499.5,95,40.5,56,247.7139037,1225.5,408028,191
202006,60608,"chicago, il",354549.5,110,34.5,60,234.8305753,1221.5,407428,179
202005,60608,"chicago, il",345049,92,50,52,233,1217,403230,137
202004,60608,"chicago, il",364950,79,40.5,28,226.3952381,1208.5,413895,131
202003,60608,"chicago, il",379500,78,31,44,228.0785714,1212.5,424398,135
202002,60608,"chicago, il",369950,66,36,44,214.95,1200,426926,122
202001,60608,"chicago, il",412050,57,65.5,32,213.1034483,1429.5,448782,109
201912,60608,"chicago, il",405050,66,63,12,215.4141892,1284.5,437984,123
201911,60608,"chicago, il",380050,77,66,28,222.2222222,1226,416257,145
201910,60608,"chicago, il",362549.5,102,46,36,229.95,1238,397421,165
201909,60608,"chicago, il",346935.7143,112,43,56,226.6093359,1226,391931,185
201908,60608,"chicago, il",347135.7143,109,43,48,223.1310978,1220.857143,395789,189
201907,60608,"chicago, il",342450,111,39.5,52,223.8127544,1199,386126,190
201906,60608,"chicago, il",339050,114,37,72,230,1200,366705,200
201905,60608,"chicago, il",344799.5,103,31,60,229.9166667,1208.5,372130,187
201904,60608,"chicago, il",324494,94,23.5,76,232.7945177,1217,376167,163
201903,60608,"chicago, il",316735.7143,86,36,56,239.7172527,1196.428571,367726,137
201902,60608,"chicago, il",314975,83,45,36,244.6331866,1190.5,361011,123
201901,60608,"chicago, il",300049,84,58,56,232.5757576,1200,356803,121
201812,60608,"chicago, il",312450,98,67,24,239.6938776,1200,360617,137
201811,60608,"chicago, il",309950,115,53,32,240.4545455,1200.5,358527,167
201810,60608,"chicago, il",309950,125,50,40,243.198681,1200,350976,181
201809,60608,"chicago, il",299050,127,42,68,243.4108527,1157,344812,185
201808,60608,"chicago, il",300049,121,32.5,52,247.2038235,1150,346109,184
201807,60608,"chicago, il",300050,105,37,60,244.5583197,1147,357232,174
201806,60608,"chicago, il",315050,103,39,52,244.5,1201,380679,173
201805,60608,"chicago, il",325050,95,33.5,56,243.4108527,1226,393575,167
201804,60608,"chicago, il",330000,85,30,56,244.2258464,1158.5,387483,158
201803,60608,"chicago, il",329950,71,28,60,245.2583388,1165,369781,131
201802,60608,"chicago, il",327550,56,34.5,40,249.1201963,1250,363436,108
201801,60608,"chicago, il",317500,53,73.5,28,248.9056061,1251,366348,96
201712,60608,"chicago, il",322550,70,68,28,233.9130435,1303,387700,111
201711,60608,"chicago, il",354500,73,61,16,238.9105118,1326,406077,120
201710,60608,"chicago, il",327450,89,42.5,28,230.4283604,1250,383661,145
201709,60608,"chicago, il",325050,93,37,52,234.6956522,1250,379951,157
201708,60608,"chicago, il",334300,86,47,40,237.2282609,1250,396015,161
201707,60608,"chicago, il",329050,79,39,36,221.4121259,1300,399026,161
