month_date_yyyymm,postal_code,zip_name,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,median_listing_price_per_square_foot,median_square_feet,average_listing_price,total_listing_count
201705,60615,"chicago, il",229050,179,55.5,68,123.0681818,1560,423012,303
201704,60615,"chicago, il",239050,175,54,64,132.7777778,1600,404339,274
201703,60615,"chicago, il",240000,149,56,68,132.7825312,1600,409772,241
201702,60615,"chicago, il",242000,146,83,56,137.2510823,1600,415448,220
201701,60615,"chicago, il",227500,139,87,68,130.6106944,1600,414370,198
201612,60615,"chicago, il",210950,144,96,12,127.3005865,1600,407480,209
201611,60615,"chicago, il",217050,160,81,40,130.1190476,1600,404865,230
201610,60615,"chicago, il",225050,163,72,52,128.129742,1600,398965,242
201609,60615,"chicago, il",224550,169,66,40,129.8120301,1555.5,386104,253
201608,60615,"chicago, il",207434.5,179,72.5,56,122.9575163,1480.5,370832,277
201607,60615,"chicago, il",199935,167,74,44,123.5294118,1500,364428,272
202010,60616,"chicago, il",337050,246,36,120,270.2702703,1088,415230,360
202009,60616,"chicago, il",348300,237,33,140,274.846644,1105.5,433087,356
202008,60616,"chicago, il",364950,202,29,120,282.9245283,1200,453231,329
202007,60616,"chicago, il",380050,169,30,136,273.75,1202.5,465346,302
202006,60616,"chicago, il",387550,163,35.5,100,269.7095436,1202.5,453572,270
202005,60616,"chicago, il",395050,142,51,84,275,1226,436825,232
202004,60616,"chicago, il",378050,125,53.5,44,270.5362745,1202.5,437862,205
202003,60616,"chicago, il",402049.5,119,41.5,48,275.2118644,1236,464162,221
202002,60616,"chicago, il",390050,126,38,64,268.4615385,1141,457370,208
202001,60616,"chicago, il",381550,118,61.5,56,249.2857143,1196.5,447570,184
201912,60616,"chicago, il",382550,133,71,44,239.3064516,1210,440347,205
201911,60616,"chicago, il",385050,156,62,44,268.1481481,1226,438729,239
201910,60616,"chicago, il",395050,182,50.5,64,263.624704,1250,442655,262
201909,60616,"chicago, il",400050,190,41,88,252.173913,1245.5,452456,278
201908,60616,"chicago, il",393764.2857,180,42,92,259.0908607,1225.428571,453948,281
201907,60616,"chicago, il",396800,168,38,96,272.5174216,1210,462233,279
201906,60616,"chicago, il",380050,162,42,84,287.2596154,1186,454539,262
201905,60616,"chicago, il",385000,165,33.5,88,280.7292756,1155,451378,265
201904,60616,"chicago, il",384928.5714,151,30.5,108,270.8333333,1200,455261,247
201903,60616,"chicago, il",382478.5714,136,32,80,270.8333333,1200,438191,220
201902,60616,"chicago, il",363750,123,54,60,268.2291667,1200,419572,197
201901,60616,"chicago, il",366000,119,69.5,68,268.106481,1222,440467,196
201812,60616,"chicago, il",352310,139,68,24,262.2685185,1200,426882,215
201811,60616,"chicago, il",359500,156,53,48,259.0413534,1200,424840,235
201810,60616,"chicago, il",357550,174,41.5,56,258.6436645,1115.5,415090,261
201809,60616,"chicago, il",357050,167,43,88,248.75,1100,413293,265
201808,60616,"chicago, il",350000,151,41,80,243.7596899,1097.5,420695,256
201807,60616,"chicago, il",348050,149,40.5,72,243.547619,1105,430061,259
201806,60616,"chicago, il",350050,137,44,80,248.1273408,1100,432388,250
201805,60616,"chicago, il",356550,140,39.5,72,252.0928571,1140.5,440155,272
201804,60616,"chicago, il",350000,143,38,88,246.1606355,1110,435367,268
201803,60616,"chicago, il",344050,132,35,96,261.5189873,1133,434810,235
201802,60616,"chicago, il",344550,116,37,76,243.5535685,1139,435791,213
201801,60616,"chicago, il",311538,111,69.5,56,244.1212838,1050,407700,192
201712,60616,"chicago, il",309050,129,69,20,241.7291066,1100,390987,212
201711,60616,"chicago, il",327549.5,153,53.5,48,243.5614849,1185,406916,251
201710,60616,"chicago, il",344500,163,51,68,256.4048151,1202.5,416610,261
201709,60616,"chicago, il",339050,152,46,56,265.1508838,1242,427376,272
201708,60616,"chicago, il",328749.5,163,41,72,259.1690427,1212.5,411355,297
201707,60616,"chicago, il",329950,159,43,80,249.7916667,1242,419126,311
201706,60616,"chicago, il",347000,148,43,76,253.2615545,1287,439499,308
201705,60616,"chicago, il",349500,143,38,92,255.593036,1248.5,431733,313
201704,60616,"chicago, il",345050,136,37,76,251.3714286,1245,410728,303
201703,60616,"chicago, il",332450,137,40.5,84,248.56875,1200,398256,277
201702,60616,"chicago, il",327550,134,54.5,64,252.9433399,1200,407638,253
201701,60616,"chicago, il",310050,135,61.5,76,254.0704113,1200,400076,230
201612,60616,"chicago, il",324500,142,68,24,254.9644579,1200,402340,250
201611,60616,"chicago, il",322545,157,54.5,64,250,1209,399773,281
201610,60616,"chicago, il",314100,179,43,64,249.9375,1200,400866,299
201609,60616,"chicago, il",330000,182,45,124,253.6709573,1195,392462,295
201608,60616,"chicago, il",315000,179,42.5,96,240.069987,1130.5,375299,294
201607,60616,"chicago, il",314150,162,50,88,238.7323944,1132,376866,285
202010,60617,"chicago, il",145050,82,54,48,106.9593148,1214,151615,208
202009,60617,"chicago, il",140000,94,55.5,56,101.6273744,1220,145422,231
202008,60617,"chicago, il",140050,108,50,52,104.0833333,1208,147039,234
202007,60617,"chicago, il",137300,121,51,64,99.44875,1229,147003,236
202006,60617,"chicago, il",149950,126,65.5,56,102.5055871,1273,151654,234
202005,60617,"chicago, il",145050,122,78,44,92.90322581,1311,145723,229
202004,60617,"chicago, il",147000,128,65,36,93.31908832,1284.5,146162,257
202003,60617,"chicago, il",147050,150,50.5,56,95.18518519,1297,144645,270
202002,60617,"chicago, il",133050,169,43,72,93.75,1268,139919,251
202001,60617,"chicago, il",130000,145,57.5,60,90.72868051,1243,135180,228
201912,60617,"chicago, il",131500,145,60,56,90.15028381,1289.5,137960,228
201911,60617,"chicago, il",129950,145,55,56,90.81196581,1296,134762,231
201910,60617,"chicago, il",132050,152,58,60,95.99560652,1298,139400,238
201909,60617,"chicago, il",135050,162,48.5,64,92.35714286,1288,134628,252
201908,60617,"chicago, il",135050,155,53,56,90.85714286,1300,133679,254
201907,60617,"chicago, il",128950,152,49.5,72,88.87454665,1301.5,131939,253
201906,60617,"chicago, il",136550,147,51,60,90.81196581,1296,134092,255
201905,60617,"chicago, il",120000,146,56,72,88.59093291,1250,129381,241
201904,60617,"chicago, il",113550,156,55,48,83.44073267,1235.428571,124198,235
201903,60617,"chicago, il",103764.2857,165,60,44,80.29285678,1235.428571,118518,245
201902,60617,"chicago, il",109050,175,63.5,52,81.45238095,1250,118906,254
201901,60617,"chicago, il",115050,173,61.5,68,82.35085076,1250,122311,253
201812,60617,"chicago, il",110050,193,57,64,81.54188288,1288,121376,270
201811,60617,"chicago, il",119050,186,56,72,84.23510185,1288,127781,277
201810,60617,"chicago, il",120050,177,52.5,68,85.82814955,1242,125391,279
201809,60617,"chicago, il",125050,180,51,80,89.9,1200,128524,291
201808,60617,"chicago, il",128300,172,54,68,89.16153846,1200,128336,290
201807,60617,"chicago, il",125050,178,51.5,84,86.16060606,1225.5,124714,286
201806,60617,"chicago, il",130050,176,47,64,93.6875,1230,131812,284
201805,60617,"chicago, il",128500,162,46,76,94.69869427,1232,129148,273
201804,60617,"chicago, il",128550,161,50,80,90.57557389,1263,130029,266
201803,60617,"chicago, il",125050,177,59,76,91.27789047,1280,128065,285
201802,60617,"chicago, il",117500,187,80,64,86.54035874,1282,123794,287
201801,60617,"chicago, il",117500,190,86,64,81.38648017,1284,122691,280
201712,60617,"chicago, il",104950,235,77,68,79.66666667,1280,119748,322
201711,60617,"chicago, il",111950,249,70,56,83.80472921,1266.5,121303,340
201710,60617,"chicago, il",114450,246,62,88,82.90372671,1266,124917,338
201709,60617,"chicago, il",113950,236,66,80,85.10553191,1227,123532,330
201708,60617,"chicago, il",112000,233,70,76,81.25916023,1237.5,121052,326
201707,60617,"chicago, il",109950,250,62,68,85.71428571,1221,120323,336
201706,60617,"chicago, il",110050,248,59,92,85.76799141,1216,120497,332
201705,60617,"chicago, il",110000,221,67,92,81.68822328,1209,118545,304
201704,60617,"chicago, il",105050,191,66,64,76.33333333,1200,113171,284
201703,60617,"chicago, il",100050,199,65.5,68,74.41073084,1200,111867,288
201702,60617,"chicago, il",103500,195,80.5,68,77.97319347,1227,112094,283
201701,60617,"chicago, il",98050,190,80.5,68,70.52274465,1232,110695,283
201612,60617,"chicago, il",98950,200,83,36,70.32348805,1230,108981,283
201611,60617,"chicago, il",100045,201,80,60,74.78094352,1235,112816,300
201610,60617,"chicago, il",97050,193,82,52,72.63157895,1221,109892,293
201609,60617,"chicago, il",92300,210,81,60,73.2658819,1200,107151,303
201608,60617,"chicago, il",92450,216,76,64,72.68638672,1177.5,106208,312
201607,60617,"chicago, il",87950,208,63,60,70.74898785,1183,104974,312
202010,60618,"chicago, il",449050,283,30,148,229.16625,1200,554540,421
202009,60618,"chicago, il",460000,268,29,212,233.2142857,1225,558070,429
202008,60618,"chicago, il",479950,234,24,184,243.3333333,1300,577744,441
202007,60618,"chicago, il",504500,216,30.5,216,249.5384615,1450,609305,413
202006,60618,"chicago, il",475050,198,25,164,246.0964912,1450,612786,362
202005,60618,"chicago, il",509950,183,44,144,249.5507488,1450,644433,294
202004,60618,"chicago, il",527050,184,41.5,76,244.8729314,1400,651389,317
202003,60618,"chicago, il",519550,181,31.5,136,235.2406417,1442.5,657473,367
202002,60618,"chicago, il",529050,181,25,152,218.71875,1300,638913,318
202001,60618,"chicago, il",517250,152,47,112,216.3888889,1405,631228,235
201912,60618,"chicago, il",492050,177,54.5,52,218.71875,1355,595430,264
201911,60618,"chicago, il",485050,240,43,92,223.7894737,1445,595373,338
201910,60618,"chicago, il",485000,273,37,140,223.2983333,1375,593923,393
201909,60618,"chicago, il",469900,304,36.5,164,218.3455271,1316.142857,587666,422
201908,60618,"chicago, il",475850,299,35,164,221.8892166,1429.142857,590831,427
201907,60618,"chicago, il",486500,293,33,184,219.4545455,1445.5,598680,437
201906,60618,"chicago, il",499950,277,29,188,212.7777778,1305,613905,479
201905,60618,"chicago, il",499500,267,25,208,207.6934842,1225.5,629237,498
201904,60618,"chicago, il",517550,244,25.5,196,216.0982143,1283.5,616938,454
201903,60618,"chicago, il",531192.8571,230,28,160,211.9701727,1400.142857,630215,398
201902,60618,"chicago, il",547500,216,27,156,220.1909722,1580,648690,346
201901,60618,"chicago, il",549950,196,68.5,128,200.4721799,1500,634067,286
201812,60618,"chicago, il",500050,246,62,68,199.8947368,1300,597587,327
201811,60618,"chicago, il",499950,289,43,96,208.5376531,1300,597226,390
201810,60618,"chicago, il",487050,330,34,148,200.0992038,1233.5,592438,439
201809,60618,"chicago, il",499050,305,33,216,212.25,1300,606585,414
201808,60618,"chicago, il",499950,305,32,184,212.5505226,1294,612726,428
201807,60618,"chicago, il",524950,297,37.5,164,216.0862069,1342.5,652579,467
201806,60618,"chicago, il",559050,295,31,192,229.974359,1462,678638,494
201805,60618,"chicago, il",567050,288,29,220,230.8876812,1400,683216,503
201804,60618,"chicago, il",578550,254,29,196,229.5957879,1402.5,703030,461
201803,60618,"chicago, il",599050,222,27,204,231.25,1500,719916,421
201802,60618,"chicago, il",589950,201,29,164,226.1538462,1600,737941,348
201801,60618,"chicago, il",562000,187,58,136,229.7309557,1700,687399,292
201712,60618,"chicago, il",529950,206,52,48,226.25,1800,669510,317
201711,60618,"chicago, il",549550,257,44.5,108,215.8564815,1775,666436,364
201710,60618,"chicago, il",534500,291,33.5,140,216.084565,1537.5,657043,391
201709,60618,"chicago, il",549950,277,33,148,216,1500,662667,392
201708,60618,"chicago, il",550000,277,31,164,216.9449807,1525,653808,417
201707,60618,"chicago, il",560045,262,35,160,220,1750,682710,440
201706,60618,"chicago, il",562050,263,33,180,215.6493732,1564.5,697410,484
201705,60618,"chicago, il",556550,242,34,176,214.1702981,1490,700533,480
201704,60618,"chicago, il",599950,223,33,160,219.987,1400,741884,463
201703,60618,"chicago, il",590000,233,30,196,214.25,1260,750255,454
201702,60618,"chicago, il",667450,223,30,180,216.1850095,1472.5,791662,399
201701,60618,"chicago, il",599950,215,66,156,212.8404412,1600,760501,337
201612,60618,"chicago, il",562500,233,69,44,206.125,1550,706731,354
201611,60618,"chicago, il",567000,310,47,96,198.2129561,1500,699082,438
201610,60618,"chicago, il",549050,330,37,168,196.6333333,1445,694511,468
201609,60618,"chicago, il",537550,318,38.5,196,199.6210443,1401.5,694132,474
201608,60618,"chicago, il",507500,313,35.5,176,193.9015152,1200,661765,482
201607,60618,"chicago, il",499950,319,31,204,194.4768573,1225,648113,521
202010,60619,"chicago, il",135050,81,50,60,95.23809524,1269,140520,193
202009,60619,"chicago, il",139050,78,62,44,89.3747221,1270,136941,198
202008,60619,"chicago, il",135050,85,73,36,91.97324415,1288,137447,215
202007,60619,"chicago, il",134950,110,55.5,56,88.88888889,1265,138988,226
202006,60619,"chicago, il",140000,116,52.5,64,90.93711738,1306.5,141146,209
202005,60619,"chicago, il",137050,115,57,56,88.4375,1304,143869,197
202004,60619,"chicago, il",134121,123,59,40,89.3888264,1317,141927,206
202003,60619,"chicago, il",139500,128,62,48,92.89229526,1325,143651,219
202002,60619,"chicago, il",145050,150,72,68,93.64583333,1317,144482,240
202001,60619,"chicago, il",130050,173,70,64,86.02795031,1262.5,140000,255
201912,60619,"chicago, il",122000,181,66,44,82.54389187,1293,136068,269
201911,60619,"chicago, il",125550,197,57,52,85.06616257,1262,133023,278
201910,60619,"chicago, il",130000,190,45,88,89.89411866,1287,136629,280
201909,60619,"chicago, il",130000,170,47.5,84,87.97206783,1283.357143,136133,260
201908,60619,"chicago, il",130050,146,50,80,87.92870433,1278.857143,133825,241
201907,60619,"chicago, il",130050,136,55.5,44,84.41176471,1300,129695,236
201906,60619,"chicago, il",140050,136,51,64,89.95,1326,134394,252
201905,60619,"chicago, il",149500,137,43,68,89.53586252,1323,141270,249
201904,60619,"chicago, il",135432.1429,150,46.5,80,87.73144953,1217.5,132684,251
201903,60619,"chicago, il",137907.1429,160,58,72,88.09729064,1260,136730,247
201902,60619,"chicago, il",140050,167,67,48,88.25264831,1302.5,139486,237
201901,60619,"chicago, il",138800,160,64,76,88.61551696,1316,136488,239
201812,60619,"chicago, il",135050,177,57,48,84.09986859,1235,131362,264
201811,60619,"chicago, il",130050,171,49.5,64,82.83711217,1267,129673,276
201810,60619,"chicago, il",129950,182,48.5,76,79.74883562,1257,129039,282
201809,60619,"chicago, il",129050,180,51,84,79.49308756,1224,126784,284
201808,60619,"chicago, il",125000,171,47.5,60,79.86801146,1236,126553,282
201807,60619,"chicago, il",129547.5,164,46.5,84,81.10119048,1239,129954,271
201806,60619,"chicago, il",124950,172,52,76,77.72222222,1233,124262,283
201805,60619,"chicago, il",119950,171,53,68,79.34204161,1200,119896,273
201804,60619,"chicago, il",120000,164,52,80,81.14563404,1212.5,121563,266
201803,60619,"chicago, il",124050,171,68,68,83.79510309,1209,124051,273
201802,60619,"chicago, il",119950,180,83.5,60,80.625,1236,120256,273
201801,60619,"chicago, il",114950,188,78,64,76.40436884,1240,117228,282
201712,60619,"chicago, il",110050,229,70,68,77.0687237,1250,117817,318
201711,60619,"chicago, il",112500,230,60,76,75.00474177,1300,117416,316
201710,60619,"chicago, il",110050,225,56,72,73.58539765,1248,116202,312
201709,60619,"chicago, il",109950,212,63,64,74.69565217,1279,117238,306
201708,60619,"chicago, il",112500,210,56,76,75.5493567,1277.5,121143,308
201707,60619,"chicago, il",106950,189,57,84,74.43365696,1250,120294,286
201706,60619,"chicago, il",110000,181,66.5,60,74.69565217,1249,118754,277
201705,60619,"chicago, il",107617,178,64,64,72.26281189,1227.5,113005,268
201704,60619,"chicago, il",109184,180,54,56,76.92307692,1201,115128,269
201703,60619,"chicago, il",102550,173,53.5,88,79.5,1200,114533,268
201702,60619,"chicago, il",99500,179,67,60,75.98418972,1200,113839,267
201701,60619,"chicago, il",109617,192,77,72,75.94936709,1200,115302,277
201612,60619,"chicago, il",111300,190,68,44,78.94736842,1232.5,112952,283
201611,60619,"chicago, il",111550,201,54,56,78.90157194,1241,113558,305
201610,60619,"chicago, il",100050,199,58,72,70.74235808,1200,109458,303
201609,60619,"chicago, il",105000,185,65,64,68.74233129,1200.5,110243,284
201608,60619,"chicago, il",110000,177,67.5,60,68.58870968,1225,111491,276
201607,60619,"chicago, il",109950,177,65,64,75.28735632,1250,115126,276
202010,60620,"chicago, il",155050,69,44,40,102.8368794,1275,159521,208
202009,60620,"chicago, il",154550,77,39,52,95.68655303,1374,156892,204
202008,60620,"chicago, il",150049,75,59,56,92.45594714,1300,153483,218
202007,60620,"chicago, il",147050,97,76.5,40,95.97493113,1305,151592,244
202006,60620,"chicago, il",152500,117,76.5,56,96.29339153,1300,155067,252
202005,60620,"chicago, il",160050,144,63,56,97.44936234,1380,157265,245
202004,60620,"chicago, il",162050,152,54,68,99.33333333,1356.5,156902,254
202003,60620,"chicago, il",155050,148,54,72,99.75,1362,150753,244
202002,60620,"chicago, il",155050,150,54,64,95.65173913,1379,150274,239
202001,60620,"chicago, il",150050,162,55,76,93.61794355,1357,147466,238
201912,60620,"chicago, il",150700,162,51.5,52,92.15813936,1379,148371,253
201911,60620,"chicago, il",153050,154,43,64,93.02640487,1400,147421,251
201910,60620,"chicago, il",153200,161,54,84,91.61111111,1400,145517,260
201909,60620,"chicago, il",152500,160,47.5,64,88.26391978,1375,145717,260
201908,60620,"chicago, il",143564.2857,165,44,100,88.65852808,1350,142445,262
201907,60620,"chicago, il",138250,154,48.5,96,86.1241471,1348,140339,246
201906,60620,"chicago, il",144950,152,54,80,91.24087591,1300,142308,246
201905,60620,"chicago, il",142548.5,146,50.5,56,87.83294025,1310,141310,255
201904,60620,"chicago, il",154442.8571,159,41.5,88,92.47341374,1337,144702,274
201903,60620,"chicago, il",153692.8571,167,49,68,92.72528598,1344,147849,263
201902,60620,"chicago, il",153800,178,54.5,72,92,1339,148549,266
201901,60620,"chicago, il",148750,187,52.5,88,88.23529412,1302,143741,255
201812,60620,"chicago, il",145049,195,52,84,86.50036684,1300,141199,271
201811,60620,"chicago, il",146050,191,54.5,72,86.8325589,1288,136068,285
201810,60620,"chicago, il",138300,194,55,84,86.77486374,1300,131075,292
201809,60620,"chicago, il",129050,196,52,80,78.72727273,1300,124273,290
201808,60620,"chicago, il",126950,189,58,76,80.69957324,1300.5,122698,284
201807,60620,"chicago, il",136800,182,46,76,83.5,1307,126813,283
201806,60620,"chicago, il",130050,179,49,104,75.580222,1300,122774,286
201805,60620,"chicago, il",124250,150,54,68,77.67103088,1262,122046,268
201804,60620,"chicago, il",119949,155,57,68,74.08241252,1279.5,119401,271
201803,60620,"chicago, il",119949,167,60,68,71.69565217,1250,120522,281
201802,60620,"chicago, il",124950,175,60.5,72,74.39393939,1300,125990,281
201801,60620,"chicago, il",126550,194,63,76,74.07303752,1305,125601,278
201712,60620,"chicago, il",125050,211,65,52,75.05399568,1300,123899,285
201711,60620,"chicago, il",126800,204,55.5,48,81.90863459,1305,124749,294
201710,60620,"chicago, il",129500,206,50.5,80,83.33333333,1300,126621,303
201709,60620,"chicago, il",128050,209,59,84,82.71665044,1300,123179,313
201708,60620,"chicago, il",129750,223,59.5,88,81.97619048,1314,124038,318
201707,60620,"chicago, il",130049,226,57,96,81.78571429,1300,123857,329
201706,60620,"chicago, il",127050,211,60.5,88,81.4973262,1300,123683,326
201705,60620,"chicago, il",126550,203,59,96,80.42209605,1300,122345,326
201704,60620,"chicago, il",123550,214,62,72,77.96,1250,120445,337
201703,60620,"chicago, il",120050,224,57.5,80,81.88198758,1231.5,119385,323
201702,60620,"chicago, il",120000,198,64.5,76,80.97826087,1217.5,115342,291
201701,60620,"chicago, il",123050,203,73.5,76,79.03895613,1225,117291,301
201612,60620,"chicago, il",110300,219,72,56,73.23800343,1221.5,110740,310
201611,60620,"chicago, il",110050,232,64.5,64,73.09160305,1284,111927,323
201610,60620,"chicago, il",109950,247,54,88,69.6969697,1267,110696,342
201609,60620,"chicago, il",109950,228,55.5,84,70.1066639,1254,109842,339
201608,60620,"chicago, il",109950,211,57.5,84,70.72953737,1253,110597,322
201607,60620,"chicago, il",112550,210,58,80,75.92,1258,114516,326
202010,60621,"chicago, il",75050,29,49,12,65.51518761,1300,91534,49
202009,60621,"chicago, il",79550,27,53.5,16,71.52588556,1374,91308,49
202008,60621,"chicago, il",75050,25,56,16,65.51518761,1374,89721,48
202007,60621,"chicago, il",79550,24,71,8,58.01011906,1300,87207,44
202006,60621,"chicago, il",90049,24,77.5,16,48.15001071,1374,87051,41
202005,60621,"chicago, il",95050,23,101,4,44.48398577,1300,85649,38
202004,60621,"chicago, il",67250,28,90,4,44.48398577,1194,82223,44
202003,60621,"chicago, il",85050,32,79.5,8,46.56535202,1501,88685,51
202002,60621,"chicago, il",69950,30,113,12,45.56714472,1534,84936,50
202001,60621,"chicago, il",58950,31,114.5,12,35.91470258,1200,78886,53
201912,60621,"chicago, il",56500,33,102,8,33.51282432,1200,75856,50
201911,60621,"chicago, il",57950,37,70,4,33.67003367,1150,75194,56
201910,60621,"chicago, il",56500,44,54.5,12,39.40508021,1255,83255,58
201909,60621,"chicago, il",49950,42,65,16,29.97286817,1123.571429,71539,56
201908,60621,"chicago, il",49950,36,60,16,30.23762374,1148.571429,74269,52
201907,60621,"chicago, il",47450,33,74,16,30.125,1105,62002,48
201906,60621,"chicago, il",44950,28,55,8,27.57352941,1091,57952,42
201905,60621,"chicago, il",47425,27,37,12,27.81801471,1092,52163,39
201904,60621,"chicago, il",46784.57143,22,52,8,29.83865404,1300,54424,39
201903,60621,"chicago, il",44329.57143,23,102,12,31.30819896,1360.571429,61790,40
201902,60621,"chicago, il",45050,25,77,4,35.36047286,1325,65197,42
201901,60621,"chicago, il",50050,31,77,8,38.37525928,1281,63495,49
201812,60621,"chicago, il",49549,34,66,12,41.24656279,1281,64901,52
201811,60621,"chicago, il",49050,33,53,4,40.45978502,1290.5,63518,50
201810,60621,"chicago, il",45050,35,64,12,23.66730038,1365,62007,52
201809,60621,"chicago, il",49950,43,102,8,27.37642586,1410,59844,53
201808,60621,"chicago, il",49000,40,93,12,30.03418321,1571,57440,55
201807,60621,"chicago, il",45950,36,87,8,22.64699074,1535.5,52307,50
201806,60621,"chicago, il",48050,37,84,4,24,1400,53708,54
201805,60621,"chicago, il",36050,39,86,16,22.2514881,1394,49997,54
201804,60621,"chicago, il",34500,32,94.5,8,22.45299404,1410,50325,52
201803,60621,"chicago, il",45050,36,87,8,25.65982405,1422,55839,50
201802,60621,"chicago, il",35050,34,86,8,22.63169383,1400,48222,49
201801,60621,"chicago, il",49950,33,104,8,25.29866202,1374,56635,46
201712,60621,"chicago, il",52050,40,121,8,36.10108303,1374,67503,55
201711,60621,"chicago, il",50049,46,97,8,31.249375,1372,66975,55
201710,60621,"chicago, il",49950,47,92,8,32.77777778,1382,63953,60
201709,60621,"chicago, il",45050,46,72,8,27,1350,58127,57
201708,60621,"chicago, il",44000,45,70.5,20,28.52683179,1221,58507,56
201707,60621,"chicago, il",45050,35,89,8,27.27272727,1288,54109,47
201706,60621,"chicago, il",37000,39,80,4,22.9870892,1281,52006,52
201705,60621,"chicago, il",39950,39,90,12,27.30381679,1279.5,55464,51
201704,60621,"chicago, il",39950,37,118,8,28.8248337,1200,53338,50
201703,60621,"chicago, il",39900,42,116.5,4,31.1875,1245,54637,59
201702,60621,"chicago, il",39050,47,77.5,8,25.58139535,1200,49701,66
201701,60621,"chicago, il",43450,38,114,16,34.36845356,1100,49297,56
201612,60621,"chicago, il",49950,41,102,8,39.10950662,1255,55813,57
201611,60621,"chicago, il",49050,43,87.5,8,36.90566038,1205,52171,62
201610,60621,"chicago, il",49050,49,96,8,33.33333333,1205,49949,71
201609,60621,"chicago, il",48750,46,98.5,12,30.81445015,1205,50200,68
201608,60621,"chicago, il",44800,40,85,8,27.77600328,1200,47349,68
201607,60621,"chicago, il",40050,48,68,8,28.94615385,1200,46523,66
202010,60622,"chicago, il",540050,353,28,200,251.0582011,1200,656756,484
202009,60622,"chicago, il",550050,326,23,260,243.53125,1212,662542,473
202008,60622,"chicago, il",589950,259,25,228,252.8571429,1250,694766,454
202007,60622,"chicago, il",599544,229,24.5,216,248.55,1372.5,713696,423
202006,60622,"chicago, il",621300,197,25,200,248.7782609,1365.5,730936,357
202005,60622,"chicago, il",629050,165,39,116,249.9995,1400,730449,288
202004,60622,"chicago, il",634550,154,44,72,237.7777778,1250,739440,285
202003,60622,"chicago, il",649750,165,26.5,100,249.3928571,1300,753820,359
202002,60622,"chicago, il",605050,165,24,164,249.7222222,1300,750878,335
202001,60622,"chicago, il",624050,161,33.5,104,254.6741667,1264.5,771771,255
201912,60622,"chicago, il",624050,187,68.5,56,265.8974359,1300,757408,278
201911,60622,"chicago, il",599050,244,49,84,259.375,1300,718290,340
201910,60622,"chicago, il",559550,294,35.5,132,252.9642857,1300,688103,404
201909,60622,"chicago, il",572335.7143,311,29.5,196,245.9332381,1300,692676,425
201908,60622,"chicago, il",560335.7143,296,30,204,239.9801905,1271.428571,703222,421
201907,60622,"chicago, il",562050,279,33.5,188,237.0231429,1300,692902,412
201906,60622,"chicago, il",574850,270,29,204,238.6359091,1300,715043,465
201905,60622,"chicago, il",572050,286,28.5,164,231.7644118,1200,698166,491
201904,60622,"chicago, il",587214.2857,262,27,204,227.9411765,1200,705757,478
201903,60622,"chicago, il",586764.2857,251,28,164,223.0983602,1085.714286,694461,442
201902,60622,"chicago, il",579050,239,28,172,221.983124,1000,697385,382
201901,60622,"chicago, il",592050,217,51.5,180,239.6176471,1250,710248,306
201812,60622,"chicago, il",575050,253,60,80,236.0965373,1270,695326,341
201811,60622,"chicago, il",569923.5,317,43.5,96,244.234127,1325,687342,419
201810,60622,"chicago, il",577050,354,31.5,168,243.058495,1355,688173,460
201809,60622,"chicago, il",569950,339,30,248,249.8571429,1350,688498,439
201808,60622,"chicago, il",582500,296,30,188,249.975,1400,709249,417
201807,60622,"chicago, il",599488,277,36,188,243.1607143,1440.5,717361,421
201806,60622,"chicago, il",615050,262,29,192,247.6190476,1436,740001,456
201805,60622,"chicago, il",620050,226,30,152,247.5206612,1350,752176,453
201804,60622,"chicago, il",587050,222,29,180,241.0267857,1285,742726,444
201803,60622,"chicago, il",612050,186,26,176,235.7575758,1300,745780,391
201802,60622,"chicago, il",599050,185,27,120,176.8625,950,722651,335
201801,60622,"chicago, il",592050,169,48,136,220.6304348,1200,735790,282
201712,60622,"chicago, il",550050,199,52,72,221.1538462,1250,715012,313
201711,60622,"chicago, il",550000,254,45,88,216.5148221,1300,718892,382
201710,60622,"chicago, il",580050,301,30.5,176,230.15625,1250,728016,422
201709,60622,"chicago, il",565050,281,28,184,214.8433594,1200,700629,397
201708,60622,"chicago, il",572000,259,33.5,164,216.1343813,1225,714101,418
201707,60622,"chicago, il",589050,241,30,164,250,1400,749368,448
201706,60622,"chicago, il",599550,223,30.5,196,236.6956522,1355,775121,447
201705,60622,"chicago, il",602050,212,25,180,230,1355,785833,453
201704,60622,"chicago, il",559050,194,28,184,222.2216667,1275,774817,429
201703,60622,"chicago, il",577050,178,23.5,160,234.4722222,1300,778403,389
201702,60622,"chicago, il",544050,157,23,136,237.728989,1325,727788,313
201701,60622,"chicago, il",519950,131,45,108,226.9479167,1300,657019,238
201612,60622,"chicago, il",527050,155,55,52,225.4583333,1250,665055,264
201611,60622,"chicago, il",549050,213,44,64,237.4223602,1300,703919,339
201610,60622,"chicago, il",549050,241,32,120,238.6363636,1380,702502,379
201609,60622,"chicago, il",522050,227,26,196,232.7103175,1225,675576,355
201608,60622,"chicago, il",532050,186,34,152,211.6071429,1200,688767,339
201607,60622,"chicago, il",519950,178,32,124,197.6818182,1000,703970,386
202010,60623,"chicago, il",165050,17,32,12,119.3333333,1300,222079,44
202009,60623,"chicago, il",182499.5,13,80.5,12,116.5839063,1300,179488,44
